Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
CLC,NP_524178.2,"[('XP_022537442.1', 'CLTA'), ('XP_007245662.1', 'CLTB'), ('XP_022532044.1', 'CLTB')]",622
CLC-A,NP_001097751.2,"[('XP_049322868.1', 'LOC103042786'), ('XP_049332726.1', 'CLCN2A')]",623
CLC-C,NP_730105.3,"[('XP_007238457.1', 'CLCN3'), ('XP_007238461.1', 'CLCN3'), ('XP_007231810.1', 'CLCN4'), ('XP_007238458.1', 'CLCN3'), ('XP_049338873.1', 'CLCN3'), ('XP_007238460.3', 'CLCN3'), ('XP_007238456.3', 'CLCN3'), ('XP_007238455.3', 'CLCN3'), ('XP_022533803.2', 'CLCN3'), ('XP_007250249.2', 'CLCN5B'), ('XP_049337949.1', 'CLCN5B'), ('XP_022531806.2', 'CLCN5A'), ('XP_007254200.3', 'CLCN5A'), ('XP_049322127.1', 'CLCN5A'), ('XP_007254199.3', 'CLCN5A')]",624
CLIC,NP_572928.1,"[('XP_022530680.1', 'LOC103024513'), ('XP_015462623.2', 'CLIC2'), ('XP_022528376.1', 'CLIC4'), ('XP_007230895.2', 'CLIC3'), ('XP_007252102.3', 'CLIC5A')]",625
CLU,NP_611095.1,"[('XP_022526435.1', 'CLUHA'), ('XP_022526433.1', 'CLUHA'), ('XP_022526437.1', 'CLUHA')]",626
CNI,NP_477068.1,"[('XP_007247654.1', 'CNIH1')]",627
CNK,NP_725671.1,"[('XP_049319465.1', 'LOC103032278'), ('XP_049340324.1', 'LOC103038776'), ('XP_049340322.1', 'LOC103038776')]",628
CNX99A,NP_001036767.1,"[('XP_049340157.1', 'CANX'), ('XP_015458915.3', 'CANX')]",629
CONT,NP_649461.2,"[('XP_049335418.1', 'CNTN4'), ('XP_049318882.1', 'CNTN3A.1'), ('XP_022518457.2', 'CNTN3B'), ('XP_049339405.1', 'CNTN5')]",630
COPROX,NP_524777.1,"[('XP_022525978.2', 'CPOX')]",631
CORA,NP_725864.1,"[('XP_049334924.1', 'EPB41L2'), ('XP_049332137.1', 'EPB41A'), ('XP_049332139.1', 'EPB41A'), ('XP_049332130.1', 'EPB41A')]",632
COREST,NP_001188671.1,"[('XP_049321640.1', 'RCOR3'), ('XP_022525182.2', 'RCOR3')]",633
CORO,NP_610242.1,"[('XP_022522553.2', 'CORO1CA'), ('XP_022522551.2', 'CORO1CA'), ('XP_007251086.1', 'CORO1A')]",634
CPA,NP_611539.1,"[('XP_022525990.1', 'CAPZA1B'), ('XP_007243268.1', 'CAPZA1A')]",635
CPB,NP_477005.1,"[('XP_007256762.1', 'CAPZB'), ('XP_007256761.1', 'CAPZB')]",636
CPR,NP_477158.1,"[('XP_022534471.1', 'PORB'), ('XP_022534472.1', 'PORB'), ('XP_022534473.1', 'PORB')]",637
CPSF100,NP_651658.1,"[('XP_007255534.2', 'CPSF2')]",638
CRAG,NP_525080.3,"[('XP_007249222.2', 'DENND4A'), ('XP_007249221.2', 'DENND4A')]",639
CRB,NP_001262909.1,"[('XP_007233291.3', 'CRB1')]",640
CREG,NP_524385.2,"[('XP_007254909.1', 'CREG1')]",641
CRK,NP_651908.1,"[('XP_007245996.2', 'CRK'), ('XP_022521470.1', 'LOC103038949'), ('XP_007237507.1', 'CRKL')]",642
CSL4,NP_609492.1,"[('XP_022530220.1', 'EXOSC1')]",643
CSN4,NP_477444.1,"[('XP_007255068.1', 'COPS4')]",644
CSN5,NP_477442.1,"[('XP_007248979.1', 'COPS5')]",645
CSP,NP_730713.1,"[('XP_015459248.1', 'DNAJC5GA'), ('XP_015459247.1', 'DNAJC5GA'), ('XP_015459242.1', 'DNAJC5GA'), ('XP_015459244.1', 'DNAJC5GA')]",646
CSUL,NP_477184.1,"[('XP_007258117.2', 'PRMT5')]",647
CSW,NP_477130.1,"[('XP_022536489.1', 'PTPN11A'), ('XP_022536490.1', 'PTPN11A')]",648
CTBP,NP_001014617.1,"[('XP_007251995.1', 'CTBP2A'), ('XP_007251993.1', 'CTBP2A'), ('XP_007251994.1', 'CTBP2A'), ('XP_007251998.1', 'CTBP2A'), ('XP_049320073.1', 'CTBP2A'), ('XP_007251997.1', 'CTBP2A'), ('XP_049320072.1', 'CTBP2A'), ('XP_007251999.1', 'CTBP2A'), ('XP_022528696.1', 'CTBP2A'), ('XP_049320074.1', 'CTBP2A'), ('XP_022521758.1', 'LOC103043993'), ('XP_022521759.1', 'LOC103043993'), ('XP_022539195.1', 'LOC103035461'), ('XP_022521760.1', 'LOC103043993'), ('XP_049339764.1', 'LOC103035461'), ('XP_007235376.1', 'LOC103035478'), ('XP_007251992.2', 'CTBP2A'), ('XP_007251991.2', 'CTBP2A'), ('XP_007235377.1', 'LOC103035478')]",649
CU,NP_731540.2,"[('XP_022540112.1', 'NOCTA'), ('XP_022540111.1', 'NOCTA'), ('XP_015461159.1', 'NOCTA')]",650
CUTLET,NP_787969.1,"[('XP_007238199.3', 'CHTF18')]",651
CV,NP_536786.1,"[('XP_007236048.2', 'TWSG1B'), ('XP_022534687.1', 'TWSG1A')]",652
CV-2,NP_524809.2,"[('XP_022534826.1', 'BMPER')]",653
CYC,NP_524168.2,"[('XP_022539637.1', 'ARNTL1A'), ('XP_049339923.1', 'ARNTL1A'), ('XP_022525777.1', 'ARNTL1B'), ('XP_049321493.1', 'ARNTL1B')]",654
CYCA,NP_001246724.1,"[('XP_007229817.1', 'CCNA1'), ('XP_007239105.3', 'CCNA2')]",655
CYCB,NP_726245.2,"[('XP_015462712.2', 'CCNB2'), ('XP_007236731.3', 'CCNB1'), ('XP_007236730.3', 'CCNB1')]",656
CYCH,NP_524207.1,"[('XP_007253936.1', 'CCNH')]",657
CYCY,NP_609519.1,"[('XP_007260492.1', 'CCNYL1'), ('XP_007238683.1', 'CCNY'), ('XP_007238684.1', 'CCNY')]",658
CYP1,NP_523366.2,"[('XP_007229407.2', 'PPIAA'), ('XP_007261021.2', 'PPIFB')]",659
CYP12B2,NP_611370.2,"[('XP_022531332.2', 'LOC103030576')]",660
CYP12C1,NP_649052.1,"[('XP_022531332.2', 'LOC103030576')]",661
CYP18A1,NP_728191.1,"[('XP_007229530.2', 'LOC103032979'), ('XP_049342372.1', 'LOC103036904')]",662
CYP303A1,NP_652070.1,"[('XP_015463914.2', 'LOC103041527'), ('XP_007259572.2', 'LOC103037239')]",663
CYP6A13,NP_610390.1,"[('XP_022530139.2', 'LOC107197102')]",664
CYP6D4,NP_651082.1,"[('XP_049331460.1', 'LOC103024636'), ('XP_022539097.2', 'LOC103030124'), ('XP_049331458.1', 'LOC103030124')]",665
CYP6D5,NP_650327.1,"[('XP_049331458.1', 'LOC103030124'), ('XP_049331459.1', 'LOC125780417')]",666
CYP6G1,NP_610743.2,"[('XP_022530138.1', 'LOC107197102'), ('XP_049325309.1', 'LOC107197102'), ('XP_022530139.2', 'LOC107197102'), ('XP_022530141.2', 'LOC103031034')]",667
CYP9F2,NP_650189.1,"[('XP_049331459.1', 'LOC125780417')]",668
CYPE,NP_536787.1,"[('XP_007239223.1', 'LOC103047442'), ('XP_007239224.1', 'LOC103047442')]",669
CYPL,NP_523874.1,"[('XP_007254355.1', 'PPIL1')]",670
CYT-B5,NP_610294.1,"[('XP_022525792.2', 'LOC103032077')]",671
CYT-C-P,NP_477176.1,"[('XP_007248896.1', 'LOC103040542')]",672
D4,NP_610163.1,"[('XP_007231577.2', 'DPF3'), ('XP_022519010.1', 'DPF3'), ('XP_015456287.2', 'DPF3')]",673
DA,NP_001356956.1,"[('XP_022532021.2', 'LOC103029501'), ('XP_022532020.2', 'LOC103029501'), ('XP_049322688.1', 'LOC103029501'), ('XP_022532018.2', 'LOC103029501'), ('XP_022532017.2', 'LOC103029501'), ('XP_022532016.2', 'LOC103029501'), ('XP_022532015.2', 'LOC103029501'), ('XP_022532014.2', 'LOC103029501')]",674
DAAM,NP_001188522.1,"[('XP_007238807.2', 'DAAM1B'), ('XP_007238805.2', 'DAAM1B'), ('XP_007238806.2', 'DAAM1B'), ('XP_015458339.2', 'DAAM1B'), ('XP_049319702.1', 'DAAM1A'), ('XP_022528922.1', 'DAAM2'), ('XP_049319700.1', 'DAAM1A'), ('XP_049319701.1', 'DAAM1A'), ('XP_022528920.1', 'DAAM2'), ('XP_022528921.1', 'DAAM2')]",675
DALLY,NP_523983.1,"[('XP_022530639.2', 'GPC6A')]",676
DAT,NP_001261026.1,"[('XP_049327314.1', 'SLC6A2'), ('XP_007254595.2', 'SLC6A3')]",677
DAW,NP_523461.1,"[('XP_007239817.3', 'LOC103026675'), ('XP_007239818.3', 'LOC103026675')]",678
DBE,NP_477240.1,"[('XP_022530009.2', 'KRR1')]",679
DBP73D,NP_476833.1,"[('XP_007260222.3', 'DDX51')]",680
DCO,NP_001356928.1,"[('XP_007251317.1', 'CSNK1E'), ('XP_007233818.1', 'CSNK1DA'), ('XP_007259710.1', 'CSNK1DB'), ('XP_022518276.1', 'LOC103041322'), ('XP_049329431.1', 'LOC125780386'), ('XP_049329432.1', 'LOC125780386'), ('XP_007233817.1', 'CSNK1DA')]",681
DCX-EMAP,NP_001261850.1,"[('XP_007237254.3', 'EML1'), ('XP_049319384.1', 'EML1'), ('XP_022528251.2', 'EML1'), ('XP_022528250.2', 'EML1'), ('XP_049319390.1', 'EML1'), ('XP_022528249.2', 'EML1'), ('XP_049319388.1', 'EML1'), ('XP_049319387.1', 'EML1'), ('XP_022528248.2', 'EML1'), ('XP_049319386.1', 'EML1'), ('XP_049319385.1', 'EML1'), ('XP_007237245.3', 'EML1'), ('XP_007236893.2', 'EML2'), ('XP_007236892.2', 'EML2'), ('XP_007236891.2', 'EML2'), ('XP_007236890.2', 'EML2'), ('XP_007236889.2', 'EML2')]",682
DDC,NP_724163.1,"[('XP_049335915.1', 'DDC')]",683
DDR,NP_001285666.1,"[('XP_007258428.2', 'DDR2A'), ('XP_022533586.2', 'DDR2B'), ('XP_007258429.2', 'DDR2A'), ('XP_007258427.2', 'DDR2A'), ('XP_049326214.1', 'DDR2L')]",684
DDX1,NP_524212.2,"[('XP_049335776.1', 'DDX1')]",685
DEAF1,NP_524169.1,"[('XP_049330365.1', 'DEAF1'), ('XP_049330364.1', 'DEAF1'), ('XP_007235195.3', 'DEAF1'), ('XP_049330363.1', 'DEAF1')]",686
DEBCL,NP_788278.1,"[('XP_007253719.1', 'BOKA')]",687
DELTACOP,NP_001162642.1,"[('XP_007231493.2', 'ARCN1B'), ('XP_022523374.1', 'ARCN1A')]",688
DER-1,NP_608632.1,"[('XP_022529996.1', 'DERL1')]",689
DER-2,NP_650553.1,"[('XP_015460300.2', 'DERL2')]",690
DESAT1,NP_652731.1,"[('XP_007249562.2', 'SCDB'), ('XP_049324771.1', 'LOC103025565'), ('XP_007260993.3', 'LOC103032943')]",691
DGK,NP_001260792.1,"[('XP_049340926.1', 'LOC103046181'), ('XP_049340924.1', 'LOC103046181'), ('XP_049340925.1', 'LOC103046181'), ('XP_049340927.1', 'LOC103046181')]",692
DH44-R1,NP_610960.1,"[('XP_022541923.1', 'LOC107197140'), ('XP_022541925.1', 'LOC107197140')]",693
DHC36C,NP_001369131.1,"[('XP_022536178.2', 'DNAH7'), ('XP_049341260.1', 'DNAH7')]",694
DHC64C,NP_523929.2,"[('XP_049320125.1', 'DYNC1H1'), ('XP_049320126.1', 'DYNC1H1')]",695
DHC98D,NP_524541.3,"[('XP_049326567.1', 'DNAH10')]",696
DHPR,NP_523990.1,"[('XP_022539709.2', 'QDPRA'), ('XP_007230272.1', 'QDPRB.1')]",697
DIA,NP_001246113.1,"[('XP_049340086.1', 'DIAPH2'), ('XP_049340085.1', 'DIAPH2'), ('XP_022539363.1', 'DIAPH2'), ('XP_022539364.1', 'DIAPH2'), ('XP_022539360.1', 'DIAPH2'), ('XP_049321706.1', 'DIAPH3'), ('XP_049321707.1', 'DIAPH3'), ('XP_049321705.1', 'DIAPH3'), ('XP_049321704.1', 'DIAPH3'), ('XP_049321703.1', 'DIAPH3')]",698
DIDUM,NP_724569.1,"[('XP_049339462.1', 'MYO5AA'), ('XP_049339461.1', 'MYO5AA'), ('XP_049339460.1', 'MYO5AA'), ('XP_049339459.1', 'MYO5AA'), ('XP_049339458.1', 'MYO5AA'), ('XP_049322001.1', 'MYO5B'), ('XP_049321995.1', 'MYO5B'), ('XP_049321998.1', 'MYO5B'), ('XP_049321996.1', 'MYO5B'), ('XP_049321994.1', 'MYO5B'), ('XP_049321999.1', 'MYO5B'), ('XP_049322000.1', 'MYO5B')]",699
DIP-B,NP_650318.1,"[('XP_049341610.1', 'ZGC:152830')]",700
DIP-C,NP_650192.1,"[('XP_022535616.2', 'PEPD')]",701
DIP2,NP_001246530.1,"[('XP_022536819.1', 'DIP2CA'), ('XP_022536797.1', 'DIP2CA'), ('XP_022536824.1', 'DIP2CA'), ('XP_022536800.1', 'DIP2CA'), ('XP_022536805.1', 'DIP2CA'), ('XP_022536806.1', 'DIP2CA'), ('XP_022536793.1', 'DIP2CA'), ('XP_022536816.1', 'DIP2CA'), ('XP_049319041.1', 'DIP2CA'), ('XP_049319047.1', 'DIP2CA'), ('XP_022536795.1', 'DIP2CA'), ('XP_049341032.1', 'DIP2A'), ('XP_049341029.1', 'DIP2A'), ('XP_049341031.1', 'DIP2A'), ('XP_049341030.1', 'DIP2A'), ('XP_049341027.1', 'DIP2A'), ('XP_049341028.1', 'DIP2A'), ('XP_022534984.2', 'DIP2CB'), ('XP_049341033.1', 'DIP2A'), ('XP_049341034.1', 'DIP2A')]",702
DIS3,NP_651246.2,"[('XP_022530330.2', 'DIS3')]",703
DISP,NP_524734.2,"[('XP_007255689.3', 'DISP1'), ('XP_007255691.3', 'DISP1'), ('XP_022521461.2', 'DISP1')]",704
DLC90F,NP_477356.1,"[('XP_022527435.1', 'DYNLT1B')]",705
DLG1,NP_996406.1,"[('XP_049332511.1', 'DLG1B'), ('XP_049332514.1', 'DLG1B'), ('XP_049332513.1', 'DLG1B'), ('XP_049332509.1', 'DLG1B'), ('XP_049332508.1', 'DLG1B'), ('XP_049332506.1', 'DLG1B'), ('XP_049332507.1', 'DLG1B'), ('XP_049332505.1', 'DLG1B'), ('XP_049332524.1', 'DLG1B'), ('XP_022530866.2', 'DLG1A'), ('XP_022537072.2', 'DLG2'), ('XP_015461042.3', 'DLG1A'), ('XP_015461043.3', 'DLG1A'), ('XP_007248313.3', 'DLG1A'), ('XP_015461041.3', 'DLG1A'), ('XP_007248309.3', 'DLG1A'), ('XP_049324811.1', 'DLG2'), ('XP_049332523.1', 'DLG1B'), ('XP_022537065.2', 'DLG2'), ('XP_022537062.2', 'DLG2'), ('XP_022530858.2', 'DLG1A'), ('XP_022530856.2', 'DLG1A'), ('XP_049324796.1', 'DLG2'), ('XP_022534385.2', 'DLG1B'), ('XP_022537056.2', 'DLG2')]",706
DLIC,NP_572694.1,"[('XP_022521160.2', 'DYNC1LI2'), ('XP_022521161.1', 'DYNC1LI2'), ('XP_049331513.1', 'DYNC1LI1'), ('XP_049331514.1', 'DYNC1LI1')]",707
DLL,NP_523857.1,"[('XP_007253574.1', 'DLX1A')]",708
DLP,NP_524071.2,"[('XP_022530640.2', 'GPC6A')]",709
DMRT93B,NP_524428.1,"[('XP_007231728.3', 'DMRTA2'), ('XP_007257773.2', 'DMRT3A'), ('XP_007235585.2', 'LOC103021351')]",710
DNASEII,NP_650672.1,"[('XP_007242189.3', 'DNASE2')]",711
DNC,NP_726846.1,"[('XP_049341559.1', 'PDE4D'), ('XP_049341561.1', 'PDE4D'), ('XP_049341560.1', 'PDE4D'), ('XP_049341563.1', 'PDE4D'), ('XP_022536505.2', 'LOC103036368'), ('XP_022536506.2', 'LOC103036368'), ('XP_022536502.2', 'LOC103036368'), ('XP_022536507.2', 'LOC103036368'), ('XP_022536508.2', 'LOC103036368'), ('XP_049331605.1', 'PDE4A'), ('XP_049335183.1', 'PDE4BA'), ('XP_022536509.2', 'LOC103036368'), ('XP_022536501.2', 'LOC103036368'), ('XP_022536504.2', 'LOC103036368'), ('XP_049335184.1', 'PDE4BA'), ('XP_022531592.2', 'PDE4BA')]",712
DNR1,NP_001261137.1,"[('XP_022530002.2', 'MYLIPB')]",713
DNT,NP_477341.2,"[('XP_015462464.2', 'RYK'), ('XP_015462462.2', 'RYK'), ('XP_015462463.2', 'RYK')]",714
DNZ1,NP_477449.1,"[('XP_049325784.1', 'ZGC:77880')]",715
DOA,NP_001036765.1,"[('XP_022529550.1', 'CLK2B'), ('XP_007230639.1', 'CLK2A'), ('XP_049332245.1', 'CLK2A'), ('XP_022529549.1', 'CLK2B')]",716
DOC3,NP_648280.1,"[('XP_022534782.1', 'LOC111194548'), ('XP_022534781.1', 'LOC111194548')]",717
DOCK,NP_722657.1,"[('XP_022529105.1', 'NCK1B'), ('XP_022529106.1', 'NCK1B'), ('XP_049340812.1', 'NCK2A'), ('XP_049340813.1', 'NCK2A'), ('XP_049340814.1', 'NCK2A'), ('XP_007238073.3', 'NCK2B'), ('XP_049335376.1', 'NCK2B')]",718
DOM,NP_726065.1,"[('XP_022526231.2', 'EP400'), ('XP_015457890.3', 'EP400'), ('XP_015457893.3', 'EP400'), ('XP_022526230.2', 'EP400'), ('XP_007237186.3', 'EP400'), ('XP_015457892.3', 'EP400'), ('XP_007237184.3', 'EP400'), ('XP_022526229.2', 'EP400'), ('XP_015457891.3', 'EP400')]",719
DOPECR,NP_647897.2,"[('XP_015462188.1', 'GPR52')]",720
DP,NP_477039.1,"[('XP_007236810.3', 'TFDP2'), ('XP_007236809.3', 'TFDP2'), ('XP_007254928.2', 'TFDP1B')]",721
DP1,NP_523781.2,"[('XP_007253716.3', 'HDLBPA'), ('XP_049335038.1', 'HDLBPA'), ('XP_049320600.1', 'HDLBPB')]",722
DPH5,NP_524452.4,"[('XP_015458808.2', 'DPH5')]",723
DPP,NP_477311.1,"[('NP_001278181.1', 'BMP4'), ('XP_007252122.1', 'BMP2A')]",724
DPPIII,NP_731237.1,"[('XP_007244542.3', 'DPP3')]",725
DRIP,NP_001286316.1,"[('XP_007233079.3', 'AQP4'), ('XP_049338984.1', 'LOC103027636'), ('XP_022533869.2', 'LOC103027636')]",726
DRK,NP_476858.1,"[('XP_022520680.1', 'GRB2B'), ('XP_007257196.1', 'GRB2A')]",727
DS,NP_523446.2,"[('XP_015463679.3', 'DCHS1A'), ('XP_022537165.2', 'DCHS1B')]",728
DSD,NP_651571.3,"[('XP_022540655.2', 'ATRN'), ('XP_007259242.3', 'ATRNL1B')]",729
DSH,NP_511118.2,"[('XP_022521691.2', 'LOC103039544'), ('XP_022534185.1', 'DVL2'), ('XP_022532687.2', 'DVL1A'), ('XP_022538396.1', 'DVL1B')]",730
DUOX,NP_608715.2,"[('XP_015460600.3', 'DUOX')]",731
DX,NP_511064.2,"[('XP_007235932.2', 'DTX1'), ('XP_007248609.2', 'DTX4B'), ('XP_007255114.1', 'DTX4A')]",732
DYB,NP_523712.3,"[('XP_049323021.1', 'DTNBA'), ('XP_049323018.1', 'DTNBA'), ('XP_022528626.1', 'DTNBB'), ('XP_022528627.1', 'DTNBB'), ('XP_022528628.1', 'DTNBB'), ('XP_007252243.2', 'DTNBB'), ('XP_022528622.1', 'DTNBB'), ('XP_049323012.1', 'DTNBA'), ('XP_022528623.1', 'DTNBB'), ('XP_049323024.1', 'DTNBA'), ('XP_049323025.1', 'DTNBA'), ('XP_022528624.1', 'DTNBB'), ('XP_049323014.1', 'DTNBA'), ('XP_022538892.2', 'DTNBA')]",733
DYS,NP_001036728.1,"[('XP_049325950.1', 'DMD'), ('XP_022530477.2', 'DMD'), ('XP_022530476.2', 'DMD'), ('XP_049325949.1', 'DMD'), ('XP_049325948.1', 'DMD'), ('XP_022533280.2', 'UTRN'), ('XP_049318959.1', 'UTRN'), ('XP_022533281.2', 'UTRN'), ('XP_022533278.2', 'UTRN'), ('XP_022533277.2', 'UTRN')]",734
E(BX),NP_001261189.1,"[('XP_022531313.2', 'LOC103030154'), ('XP_022531311.2', 'LOC103030154'), ('XP_022531314.2', 'LOC103030154')]",735
E(Z),NP_001137932.1,"[('XP_007254851.1', 'EZH2'), ('XP_007237666.3', 'EZH1')]",736
E2F2,NP_477355.1,"[('XP_049338459.1', 'E2F5')]",737
EAAT1,NP_001369123.1,"[('XP_022536633.2', 'SLC1A3B'), ('XP_022520575.2', 'SLC1A3A'), ('XP_049321276.1', 'SLC1A6'), ('XP_049321275.1', 'SLC1A6')]",738
EAAT2,NP_001162844.1,"[('XP_049323962.1', 'SLC1A9'), ('XP_022527885.2', 'SLC1A9'), ('XP_049323961.1', 'SLC1A9'), ('XP_007228217.2', 'SLC1A2B'), ('XP_007228216.2', 'SLC1A2B'), ('XP_007228218.2', 'SLC1A2B')]",739
EAG,NP_001036275.1,"[('XP_007229046.3', 'KCNH5B'), ('XP_022525848.2', 'KCNH1B'), ('XP_049321633.1', 'KCNH1B'), ('XP_049320079.1', 'KCNH1A'), ('XP_049320081.1', 'KCNH1A'), ('XP_049320078.1', 'KCNH1A'), ('XP_049320080.1', 'KCNH1A'), ('XP_007256719.3', 'KCNH5A')]",740
EB1,NP_724495.2,"[('XP_007252252.3', 'MAPRE3A')]",741
EBI,NP_477329.1,"[('XP_007250742.1', 'TBL1XR1B'), ('XP_022525694.2', 'TBL1XR1A'), ('XP_022521335.2', 'TBL1X')]",742
ECA,NP_788616.1,"[('XP_022533002.1', 'TMED4'), ('XP_007246508.1', 'TMED9')]",743
ECR,NP_724456.1,"[('XP_007234491.2', 'RARAB')]",744
ECT3,NP_650142.1,"[('XP_049328142.1', 'GLB1'), ('XP_049340668.1', 'GLB1L'), ('XP_049340667.1', 'GLB1L')]",745
EDC3,NP_648992.1,"[('XP_007252923.1', 'EDC3'), ('XP_015462283.1', 'EDC3'), ('XP_022539868.1', 'EDC3')]",746
EDEM2,NP_609611.1,"[('XP_007245874.3', 'EDEM3'), ('XP_007245873.3', 'EDEM3'), ('XP_007230892.3', 'SI:CH211-282J22.3')]",747
EEF1DELTA,NP_609361.1,"[('XP_022534451.2', 'EEF1DA'), ('XP_022534454.1', 'EEF1DA'), ('XP_022534457.1', 'EEF1DA'), ('XP_015462927.1', 'EEF1DB'), ('XP_022521409.1', 'EEF1DB'), ('XP_022534456.2', 'EEF1DA')]",748
EFF,NP_731941.1,"[('XP_022527729.1', 'UBE2D2'), ('XP_007245672.1', 'UBE2D2L'), ('XP_007245671.1', 'UBE2D2L'), ('XP_007235440.1', 'UBE2D1B'), ('XP_007235872.1', 'UBE2D3'), ('XP_007235870.2', 'UBE2D3'), ('XP_007235871.2', 'UBE2D3'), ('XP_022526253.1', 'UBE2D4'), ('XP_007254155.1', 'LOC103023842')]",749
EGFR,NP_476758.1,"[('XP_022534414.2', 'EGFRA'), ('XP_022522627.2', 'LOC103032492'), ('XP_049326029.1', 'LOC125785888'), ('XP_049329043.1', 'LOC103029321'), ('XP_049326030.1', 'LOC125785888')]",750
EIF6,NP_659573.1,"[('XP_015458494.1', 'EIF6')]",751
EIP63E,NP_001261373.1,"[('XP_022542648.1', 'CDK14'), ('XP_049325058.1', 'CDK14')]",752
EIP78C,NP_524195.2,"[('XP_022532802.1', 'NR1D4A')]",753
ELK,NP_477009.1,"[('XP_022536211.2', 'KCNH3'), ('XP_049331969.1', 'KCNH8'), ('XP_049320739.1', 'KCNH4B'), ('XP_022541157.2', 'KCNH4B'), ('XP_015463093.3', 'KCNH4A'), ('XP_022528303.2', 'KCNH4A')]",754
ELP2,NP_610600.1,"[('XP_022538934.2', 'ELP2')]",755
EMP,NP_001286873.1,"[('XP_049324458.1', 'SCARB1'), ('XP_049324457.1', 'SCARB1'), ('XP_049324456.1', 'SCARB1'), ('XP_022523343.1', 'SCARB2A'), ('XP_007244026.1', 'SCARB2A')]",756
ENDOA,NP_732383.1,"[('XP_007258204.3', 'SH3GL3A'), ('XP_007258203.3', 'SH3GL3A'), ('XP_007234845.1', 'SH3GL1B'), ('XP_007237552.3', 'SH3GL2B'), ('XP_007234846.1', 'SH3GL1B')]",757
ENT3,NP_648608.2,"[('XP_007247887.2', 'SLC29A4A'), ('XP_007247888.2', 'SLC29A4A'), ('XP_022530617.2', 'SLC29A4B'), ('XP_022530618.2', 'SLC29A4B')]",758
EPAC,NP_001097202.2,"[('XP_049340863.1', 'RAPGEF4A'), ('XP_007244235.3', 'RAPGEF4B')]",759
EPH,NP_524625.3,"[('XP_049327834.1', 'EPHB2B'), ('XP_022536785.2', 'EK1'), ('XP_049327836.1', 'EPHB2B'), ('XP_022520671.2', 'LOC103025121'), ('XP_049327835.1', 'EPHB2B'), ('XP_022518824.2', 'EPHB2A'), ('XP_022518825.2', 'EPHB2A'), ('XP_049333147.1', 'LOC103025121'), ('XP_049321338.1', 'LOC103022499'), ('XP_022525529.2', 'LOC103022499'), ('XP_007254140.2', 'LOC103045667'), ('XP_049338431.1', 'EPHA4B'), ('XP_049337956.1', 'EPHA4A'), ('XP_007228735.2', 'EPHA4A'), ('XP_049321337.1', 'LOC103022499'), ('XP_049337957.1', 'EPHA4A'), ('XP_007254983.2', 'EPHA7'), ('XP_049335323.1', 'EPHA7'), ('XP_049335328.1', 'EPHA7')]",760
ERF1,NP_001262105.1,"[('XP_007237853.1', 'ETF1B'), ('XP_022527765.1', 'ETF1A')]",761
ERGIC53,NP_524776.1,"[('XP_022532267.2', 'LMAN1')]",762
ERP60,NP_725084.2,"[('XP_007234388.1', 'PDIA3')]",763
ERR,NP_648183.3,"[('XP_007260509.3', 'ESRRGB'), ('XP_007257399.1', 'ESRRB'), ('XP_007257402.1', 'ESRRB'), ('XP_015463386.1', 'ESRRB'), ('XP_022528827.1', 'ESRRB'), ('XP_049319639.1', 'ESRRB'), ('XP_049319640.1', 'ESRRB'), ('XP_049319641.1', 'ESRRB'), ('XP_007257397.1', 'ESRRB'), ('XP_007257396.1', 'ESRRB'), ('XP_007244584.1', 'ESRRA'), ('XP_007244585.1', 'ESRRA'), ('XP_022531905.1', 'ESRRA'), ('XP_022531906.1', 'ESRRA'), ('XP_007240543.2', 'ESRRGA'), ('XP_007240544.2', 'ESRRGA'), ('XP_022528401.1', 'ESRRGA'), ('XP_022528400.1', 'ESRRGA'), ('XP_022528398.1', 'ESRRGA'), ('XP_022528399.1', 'ESRRGA'), ('XP_022528396.1', 'ESRRGA')]",764
ESYT2,NP_733011.2,"[('XP_049337905.1', 'ESYT2B'), ('XP_049337904.1', 'ESYT2B')]",765
ETL1,NP_609320.2,"[('XP_007257862.2', 'SMARCAD1B'), ('XP_015463502.3', 'SMARCAD1B'), ('XP_049341543.1', 'SMARCAD1A'), ('XP_049341542.1', 'SMARCAD1A'), ('XP_022526819.2', 'SMARCAD1A')]",766
ETS21C,NP_523445.1,"[('XP_022518291.1', 'FLI1RS'), ('XP_022518290.1', 'FLI1RS'), ('XP_049339638.1', 'FLI1'), ('XP_007247343.3', 'ERG')]",767
ETS97D,NP_001263000.1,"[('XP_022536284.1', 'GABPA'), ('XP_049340959.1', 'GABPA')]",768
ETS98B,NP_524535.2,"[('XP_049319120.1', 'LOC103035055'), ('XP_007234346.3', 'LOC103037006'), ('XP_015457069.3', 'LOC103037006')]",769
EWG,NP_001014708.1,"[('XP_007237824.1', 'NRF1'), ('XP_007237825.1', 'NRF1'), ('XP_049331048.1', 'NRF1'), ('XP_007237823.1', 'NRF1')]",770
