,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2015,CG7714,NP_650747.1,,,,,,,,,,
2016,CG7715,NP_650748.2,,,,,,,,,,
2017,CG7720,NP_650753.1,,,,,,,,,,
2018,CG7724,NP_648957.1,Astyanax_pachon,KAG9264121.1,HSD3B7,Drosophila_melanogaster,NP_648957.1,CG7724,1.1000000000000001e-29,129.0,8.02e-30,129.0
2019,CG7728,NP_648945.1,Astyanax_pachon,KAG9267859.1,KAG9267859.1,Drosophila_melanogaster,NP_648945.1,CG7728,7.58e-265,912.0,4.59e-265,912.0
2020,CG7745,NP_610671.1,,,,,,,,,,
2021,CG7763,NP_001356891.1,,,,,,,,,,
2022,CG7766,NP_001285036.1,Astyanax_pachon,KAG9265701.1,PHKA1,Drosophila_melanogaster,NP_001285036.1,CG7766,0.0,1060.0,0.0,1060.0
2023,CG7766,NP_001285036.1,Astyanax_pachon,KAG9266453.1,PHKA2,Drosophila_melanogaster,NP_001285036.1,CG7766,0.0,1071.0,0.0,1071.0
2024,CG7766,NP_001285036.1,Astyanax_pachon,KAG9274305.1,PHKA1,Drosophila_melanogaster,NP_001285036.1,CG7766,0.0,1068.0,0.0,1068.0
2025,CG7781,NP_609210.1,,,,,,,,,,
2026,CG7794,NP_650674.1,,,,,,,,,,
2027,CG7800,NP_649770.1,,,,,,,,,,
2028,CG7841,NP_648770.1,,,,,,,,,,
2029,CG7857,NP_648769.2,Astyanax_pachon,KAG9279688.1,OTUD6B,Drosophila_melanogaster,NP_648769.2,CG7857,8.059999999999999e-42,169.0,5.7099999999999995e-42,169.0
2030,CG7879,NP_647626.1,,,,,,,,,,
2031,CG7884,NP_001259701.1,,,,,,,,,,
2032,CG7886,NP_650378.1,,,,,,,,,,
2033,CG7896,NP_651754.1,,,,,,,,,,
2034,CG7906,NP_001261835.1,,,,,,,,,,
2035,CG7916,NP_609682.1,,,,,,,,,,
2036,CG7920,NP_651762.1,,,,,,,,,,
2037,CG7945,NP_648773.1,Astyanax_pachon,KAG9275054.1,BAG2,Drosophila_melanogaster,NP_648773.1,CG7945,6.88e-18,89.0,5.49e-18,89.0
2038,CG7953,NP_609683.1,,,,,,,,,,
2039,CG7974,NP_647643.1,Astyanax_pachon,KAG9281780.1,KAG9281780.1,Drosophila_melanogaster,NP_647643.1,CG7974,5.61e-56,216.0,3.83e-56,216.0
2040,CG7985,NP_650689.1,Astyanax_pachon,KAG9264312.1,HEXD,Drosophila_melanogaster,NP_650689.1,CG7985,2.71e-68,258.0,2.0999999999999997e-68,258.0
2041,CG7985,NP_650689.1,Astyanax_pachon,KAG9267936.1,HEXD,Drosophila_melanogaster,NP_650689.1,CG7985,4.2e-71,267.0,4.0900000000000005e-71,267.0
2042,CG7987,NP_650375.1,,,,,,,,,,
2043,CG7990,NP_573361.1,,,,,,,,,,
2044,CG7991,NP_647649.2,,,,,,,,,,
2045,CG7992,NP_573369.1,,,,,,,,,,
2046,CG8004,NP_649161.1,Astyanax_pachon,KAG9277594.1,MTX2,Drosophila_melanogaster,NP_649161.1,CG8004,1.7e-54,211.0,1.12e-54,211.0
2047,CG8012,NP_652448.1,,,,,,,,,,
2048,CG8026,NP_724769.2,Astyanax_pachon,KAG9279538.1,SLC25A32,Drosophila_melanogaster,NP_724769.2,CG8026,2.35e-95,347.0,1.54e-95,347.0
2049,CG8026,NP_724769.2,Astyanax_pachon,KAG9283731.1,SLC25A32,Drosophila_melanogaster,NP_724769.2,CG8026,1.71e-100,364.0,1.17e-100,364.0
2050,CG8031,NP_650252.1,Astyanax_pachon,KAG9259858.1,MEMO1,Drosophila_melanogaster,NP_650252.1,CG8031,3.97e-110,396.0,2.51e-110,396.0
2051,CG8034,NP_573376.2,,,,,,,,,,
2052,CG8036,NP_649812.2,Astyanax_pachon,KAG9269605.1,TKT,Drosophila_melanogaster,NP_649812.2,CG8036,3.65e-221,766.0,2.2099999999999998e-221,766.0
2053,CG8042,NP_648165.1,Astyanax_pachon,KAG9271237.1,UBXN4,Drosophila_melanogaster,NP_648165.1,CG8042,2.54e-19,95.1,2.12e-19,95.1
2054,CG8046,NP_724761.1,,,,,,,,,,
2055,CG8051,NP_573377.1,,,,,,,,,,
2056,CG8064,NP_650705.1,Astyanax_pachon,KAG9271365.1,WDR3,Drosophila_melanogaster,NP_650705.1,CG8064,3.26e-98,358.0,2.15e-98,358.0
2057,CG8066,NP_650374.1,,,,,,,,,,
2058,CG8067,NP_610922.1,Astyanax_pachon,KAG9262638.1,NDUFAF5,Drosophila_melanogaster,NP_610922.1,CG8067,3.48e-87,320.0,2.14e-87,320.0
2059,CG8079,NP_001286442.1,,,,,,,,,,
2060,CG8112,NP_731269.2,Astyanax_pachon,KAG9270147.1,SOAT1,Drosophila_melanogaster,NP_731269.2,CG8112,2.9900000000000004e-72,271.0,2.0200000000000002e-72,271.0
2061,CG8149,NP_649898.1,,,,,,,,,,
2062,CG8160,NP_611031.3,,,,,,,,,,
2063,CG8170,NP_001036533.1,,,,,,,,,,
2064,CG8172,NP_001097236.2,,,,,,,,,,
2065,CG8173,NP_573239.1,Astyanax_pachon,KAG9283079.1,PBK,Drosophila_melanogaster,NP_573239.1,CG8173,1.36e-49,195.0,1.09e-49,195.0
2066,CG8176,NP_001097723.1,,,,,,,,,,
2067,CG8188,NP_573237.2,Astyanax_pachon,KAG9276033.1,UBE2S,Drosophila_melanogaster,NP_573237.2,CG8188,2.25e-59,227.0,1.33e-59,227.0
2068,CG8192,NP_611047.2,,,,,,,,,,
2069,CG8202,NP_649826.3,Astyanax_pachon,KAG9267584.1,KAG9267584.1,Drosophila_melanogaster,NP_649826.3,CG8202,1.6899999999999998e-188,658.0,1.08e-188,658.0
2070,CG8204,NP_611050.1,Astyanax_pachon,KAG9281701.1,ZNHIT3,Drosophila_melanogaster,NP_611050.1,CG8204,1.46e-20,97.4,9.37e-21,97.4
2071,CG8219,NP_648038.1,,,,,,,,,,
2072,CG8229,NP_610432.2,,,,,,,,,,
2073,CG8230,NP_610431.1,Astyanax_pachon,KAG9266356.1,DYM,Drosophila_melanogaster,NP_610431.1,CG8230,6.829999999999999e-137,486.0,4.8e-137,486.0
2074,CG8272,NP_001260812.1,,,,,,,,,,
2075,CG8281,NP_648161.1,,,,,,,,,,
2076,CG8289,NP_001285379.1,,,,,,,,,,
2077,CG8292,NP_609198.1,,,,,,,,,,
2078,CG8298,NP_610718.1,,,,,,,,,,
2079,CG8300,NP_572384.1,,,,,,,,,,
2080,CG8312,NP_649918.1,,,,,,,,,,
2081,CG8314,NP_611070.1,Astyanax_pachon,KAG9276372.1,ZDHHC3,Drosophila_melanogaster,NP_611070.1,CG8314,1.83e-91,334.0,1.15e-91,334.0
2082,CG8314,NP_611070.1,Astyanax_pachon,KAG9281377.1,ZDHHC3,Drosophila_melanogaster,NP_611070.1,CG8314,1.36e-93,341.0,8.969999999999999e-94,341.0
2083,CG8321,NP_610720.1,,,,,,,,,,
2084,CG8353,NP_609196.1,,,,,,,,,,
2085,CG8379,NP_996185.1,Astyanax_pachon,KAG9266439.1,KAG9266439.1,Drosophila_melanogaster,NP_996185.1,CG8379,2.1600000000000002e-169,594.0,1.49e-169,594.0
2086,CG8389,NP_725515.1,,,,,,,,,,
2087,CG8405,NP_725521.1,,,,,,,,,,
2088,CG8420,NP_649869.1,,,,,,,,,,
2089,CG8468,NP_610940.1,,,,,,,,,,
2090,CG8478,NP_001163576.1,,,,,,,,,,
2091,CG8483,NP_650264.1,Astyanax_pachon,KAG9283246.1,PI15A,Drosophila_melanogaster,NP_650264.1,CG8483,2.6e-22,104.0,2.65e-22,104.0
2092,CG8500,NP_649948.1,Astyanax_pachon,KAG9263498.1,DIRAS2,Drosophila_melanogaster,NP_649948.1,CG8500,2.09e-75,280.0,1.64e-75,280.0
2093,CG8500,NP_649948.1,Astyanax_pachon,KAG9266727.1,DIRAS1,Drosophila_melanogaster,NP_649948.1,CG8500,8.380000000000001e-72,268.0,6.730000000000001e-72,268.0
2094,CG8501,NP_610771.2,,,,,,,,,,
2095,CG8545,NP_610786.2,,,,,,,,,,
2096,CG8547,NP_610947.3,,,,,,,,,,
2097,CG8560,NP_648120.3,,,,,,,,,,
2098,CG8568,NP_573217.1,,,,,,,,,,
2099,CG8607,NP_648100.2,Astyanax_pachon,KAG9261198.1,KAG9261198.1,Drosophila_melanogaster,NP_648100.2,CG8607,7.03e-76,282.0,4.85e-76,282.0
2100,CG8611,NP_573214.1,Astyanax_pachon,KAG9261923.1,DDX31,Drosophila_melanogaster,NP_573214.1,CG8611,2.99e-108,391.0,2.65e-108,391.0
2101,CG8620,NP_001137895.1,,,,,,,,,,
2102,CG8630,NP_731781.1,,,,,,,,,,
2103,CG8635,NP_610401.1,Astyanax_pachon,KAG9271798.1,ZC3H15,Drosophila_melanogaster,NP_610401.1,CG8635,9.6e-97,352.0,6.04e-97,352.0
2104,CG8641,NP_648073.1,Astyanax_pachon,KAG9264566.1,RASD1,Drosophila_melanogaster,NP_648073.1,CG8641,1.5599999999999999e-60,231.0,1.7199999999999999e-60,231.0
2105,CG8641,NP_648073.1,Astyanax_pachon,KAG9267345.1,RASD1,Drosophila_melanogaster,NP_648073.1,CG8641,6.11e-63,239.0,6.73e-63,239.0
2106,CG8661,NP_573212.1,,,,,,,,,,
2107,CG8664,NP_573211.1,,,,,,,,,,
2108,CG8668,NP_609184.1,Astyanax_pachon,KAG9261951.1,B3GALT2,Drosophila_melanogaster,NP_609184.1,CG8668,2.53e-27,121.0,3.0200000000000003e-27,121.0
2109,CG8671,NP_001260671.1,,,,,,,,,,
2110,CG8675,NP_573209.1,Astyanax_pachon,KAG9261508.1,KAG9261508.1,Drosophila_melanogaster,NP_573209.1,CG8675,8.639999999999999e-23,105.0,7.91e-23,105.0
2111,CG8726,NP_610341.2,Astyanax_pachon,KAG9260333.1,PXK,Drosophila_melanogaster,NP_610341.2,CG8726,3.89e-101,367.0,2.95e-101,367.0
2112,CG8736,NP_610394.2,,,,,,,,,,
2113,CG8745,NP_648665.1,Astyanax_pachon,KAG9274206.1,ETNPPL,Drosophila_melanogaster,NP_648665.1,CG8745,2.41e-137,487.0,1.69e-137,487.0
2114,CG8773,NP_650273.2,Astyanax_pachon,KAG9275173.1,ENPEP,Drosophila_melanogaster,NP_650273.2,CG8773,8.77e-180,629.0,6.119999999999999e-180,629.0
2115,CG8778,NP_610805.1,Astyanax_pachon,KAG9263496.1,AUH,Drosophila_melanogaster,NP_610805.1,CG8778,3.73e-88,323.0,2.4e-88,323.0
2116,CG8785,NP_610804.1,,,,,,,,,,
2117,CG8833,NP_648669.1,Astyanax_pachon,KAG9260953.1,GPATCH1,Drosophila_melanogaster,NP_648669.1,CG8833,5.2e-75,281.0,3.36e-75,281.0
2118,CG8850,NP_725122.2,,,,,,,,,,
2119,CG8858,NP_610746.1,Astyanax_pachon,KAG9260060.1,KAG9260060.1,Drosophila_melanogaster,NP_610746.1,CG8858,1.59e-244,845.0,1.1e-244,845.0
2120,CG8861,NP_001163567.1,,,,,,,,,,
2121,CG8888,NP_610724.1,Astyanax_pachon,KAG9276751.1,BDH1,Drosophila_melanogaster,NP_610724.1,CG8888,2.46e-42,171.0,1.7799999999999997e-42,171.0
2122,CG8892,NP_608891.1,Astyanax_pachon,KAG9278864.1,UBXN7,Drosophila_melanogaster,NP_608891.1,CG8892,9.279999999999999e-34,143.0,6.1e-34,143.0
2123,CG8907,NP_001247146.1,,,,,,,,,,
2124,CG8910,NP_611167.2,,,,,,,,,,
2125,CG8925,NP_650526.1,,,,,,,,,,
2126,CG8929,NP_725957.2,,,,,,,,,,
2127,CG8939,NP_573099.1,Astyanax_pachon,KAG9266963.1,FTSJ3,Drosophila_melanogaster,NP_573099.1,CG8939,3.67e-133,474.0,2.3e-133,474.0
2128,CG8944,NP_573065.1,,,,,,,,,,
2129,CG8952,NP_573072.1,,,,,,,,,,
2130,CG8997,NP_609681.1,,,,,,,,,,
2131,CG9003,NP_001260901.1,,,,,,,,,,
2132,CG9004,NP_647717.1,Astyanax_pachon,KAG9274699.1,NOM1,Drosophila_melanogaster,NP_647717.1,CG9004,7.51e-99,360.0,4.98e-99,360.0
2133,CG9008,NP_609670.1,,,,,,,,,,
2134,CG9016,NP_608970.2,,,,,,,,,,
2135,CG9021,NP_608967.1,,,,,,,,,,
2136,CG9044,NP_001260114.1,,,,,,,,,,
2137,CG9067,NP_610662.1,Astyanax_pachon,KAG9261255.1,TRAPPC2L,Drosophila_melanogaster,NP_610662.1,CG9067,2.08e-39,160.0,1.2899999999999999e-39,160.0
2138,CG9084,NP_610640.2,,,,,,,,,,
2139,CG9095,NP_001259562.1,,,,,,,,,,
2140,CG9098,NP_608979.2,Astyanax_pachon,KAG9261823.1,SH2D3C,Drosophila_melanogaster,NP_608979.2,CG9098,1.85e-63,242.0,1.83e-63,242.0
2141,CG9098,NP_608979.2,Astyanax_pachon,KAG9263271.1,SH2D3C,Drosophila_melanogaster,NP_608979.2,CG9098,6.74e-67,254.0,4.47e-67,254.0
2142,CG9109,NP_608982.2,Astyanax_pachon,KAG9263697.1,B3GLCT,Drosophila_melanogaster,NP_608982.2,CG9109,2.68e-72,271.0,1.93e-72,271.0
2143,CG9119,NP_612081.1,Astyanax_pachon,KAG9282073.1,KAG9282073.1,Drosophila_melanogaster,NP_612081.1,CG9119,1.3999999999999998e-68,258.0,9.529999999999999e-69,258.0
2144,CG9132,NP_996490.1,Astyanax_pachon,KAG9260710.1,NECAP2,Drosophila_melanogaster,NP_996490.1,CG9132,1.57e-57,221.0,1.0000000000000001e-57,221.0
2145,CG9132,NP_996490.1,Astyanax_pachon,KAG9276013.1,NECAP1,Drosophila_melanogaster,NP_996490.1,CG9132,2.5e-59,227.0,1.56e-59,227.0
2146,CG9135,NP_608985.1,Astyanax_pachon,KAG9269644.1,RCC2,Drosophila_melanogaster,NP_608985.1,CG9135,1.95e-111,401.0,1.29e-111,401.0
2147,CG9150,NP_608991.2,,,,,,,,,,
2148,CG9164,NP_573021.1,,,,,,,,,,
2149,CG9171,NP_723117.1,,,,,,,,,,
2150,CG9184,NP_612099.1,,,,,,,,,,
2151,CG9192,NP_612085.1,,,,,,,,,,
2152,CG9205,NP_612075.1,,,,,,,,,,
2153,CG9231,NP_649128.1,,,,,,,,,,
2154,CG9254,NP_609664.1,,,,,,,,,,
2155,CG9265,NP_610081.3,,,,,,,,,,
2156,CG9270,NP_995741.2,Astyanax_pachon,KAG9277872.1,ABCC4,Drosophila_melanogaster,NP_995741.2,CG9270,0.0,1024.0,0.0,1024.0
2157,CG9281,NP_573057.1,Astyanax_pachon,KAG9273950.1,ABCF2,Drosophila_melanogaster,NP_573057.1,CG9281,5.42e-242,835.0,3.6599999999999996e-242,835.0
2158,CG9281,NP_573057.1,Astyanax_pachon,KAG9274082.1,ABCF2,Drosophila_melanogaster,NP_573057.1,CG9281,1.71e-243,840.0,1.1399999999999999e-243,840.0
2159,CG9286,NP_650317.3,Astyanax_pachon,KAG9267466.1,BCCIP,Drosophila_melanogaster,NP_650317.3,CG9286,2.11e-36,151.0,1.43e-36,151.0
2160,CG9289,NP_609245.1,,,,,,,,,,
2161,CG9297,NP_788674.1,,,,,,,,,,
2162,CG9300,NP_649127.1,,,,,,,,,,
2163,CG9302,NP_609645.2,Astyanax_pachon,KAG9271141.1,PDIA5,Drosophila_melanogaster,NP_609645.2,CG9302,4.28e-108,390.0,2.77e-108,390.0
2164,CG9304,NP_611624.3,,,,,,,,,,
2165,CG9312,NP_650313.1,,,,,,,,,,
2166,CG9313,NP_001286657.1,Astyanax_pachon,KAG9266297.1,KAG9266297.1,Drosophila_melanogaster,NP_001286657.1,CG9313,6.84e-143,506.0,4.84e-143,506.0
2167,CG9328,NP_610059.1,,,,,,,,,,
2168,CG9331,NP_788080.1,,,,,,,,,,
2169,CG9338,NP_610071.1,,,,,,,,,,
2170,CG9368,NP_730432.1,,,,,,,,,,
2171,CG9372,NP_649132.1,,,,,,,,,,
2172,CG9380,NP_001036571.2,,,,,,,,,,
2173,CG9386,NP_649904.2,Astyanax_pachon,KAG9274202.1,TRMT44,Drosophila_melanogaster,NP_649904.2,CG9386,2.02e-82,305.0,1.1e-82,305.0
2174,CG9391,NP_649294.1,Astyanax_pachon,KAG9276707.1,IMPA2,Drosophila_melanogaster,NP_649294.1,CG9391,4.12e-61,233.0,2.76e-61,233.0
2175,CG9391,NP_649294.1,Astyanax_pachon,KAG9278439.1,IMPA1,Drosophila_melanogaster,NP_649294.1,CG9391,3.25e-63,240.0,2.16e-63,240.0
2176,CG9391,NP_649294.1,Astyanax_pachon,KAG9283529.1,IMPA1,Drosophila_melanogaster,NP_649294.1,CG9391,2.05e-61,234.0,1.38e-61,234.0
2177,CG9394,NP_611548.1,,,,,,,,,,
2178,CG9395,NP_609639.2,,,,,,,,,,
2179,CG9411,NP_572962.1,,,,,,,,,,
2180,CG9416,NP_611415.2,Astyanax_pachon,KAG9266133.1,ERMP1,Drosophila_melanogaster,NP_611415.2,CG9416,5.68e-113,407.0,3.57e-113,407.0
2181,CG9449,NP_001137976.1,,,,,,,,,,
2182,CG9451,NP_649118.1,,,,,,,,,,
2183,CG9467,NP_001369000.1,Astyanax_pachon,KAG9268333.1,KCTD3,Drosophila_melanogaster,NP_001369000.1,CG9467,1.25e-203,708.0,8.009999999999999e-204,708.0
2184,CG9471,NP_001097729.1,,,,,,,,,,
2185,CG9485,NP_726062.2,Astyanax_pachon,KAG9264788.1,AGL,Drosophila_melanogaster,NP_726062.2,CG9485,0.0,1357.0,0.0,1357.0
2186,CG9485,NP_726062.2,Astyanax_pachon,KAG9276162.1,AGL,Drosophila_melanogaster,NP_726062.2,CG9485,0.0,1347.0,0.0,1347.0
2187,CG9503,NP_572987.1,,,,,,,,,,
2188,CG9512,NP_572982.1,,,,,,,,,,
2189,CG9514,NP_572981.1,Astyanax_pachon,KAG9270210.1,CHDH,Drosophila_melanogaster,NP_572981.1,CG9514,4.49e-89,327.0,3.6399999999999995e-89,327.0
2190,CG9521,NP_572977.1,,,,,,,,,,
2191,CG9522,NP_644677.1,,,,,,,,,,
2192,CG9547,NP_609040.1,,,,,,,,,,
2193,CG9568,NP_609267.1,,,,,,,,,,
2194,CG9586,NP_609277.1,Astyanax_pachon,KAG9264184.1,CCDC43,Drosophila_melanogaster,NP_609277.1,CG9586,2.9e-11,67.0,1.93e-11,67.0
2195,CG9590,NP_650488.1,Astyanax_pachon,KAG9259742.1,FAM114A1,Drosophila_melanogaster,NP_650488.1,CG9590,2.32e-12,71.6,1.76e-12,71.6
2196,CG9626,NP_001262369.1,,,,,,,,,,
2197,CG9628,NP_729982.1,,,,,,,,,,
2198,CG9630,NP_649777.1,Astyanax_pachon,KAG9262972.1,DDX55,Drosophila_melanogaster,NP_649777.1,CG9630,7.66e-138,489.0,5.2599999999999996e-138,489.0
2199,CG9636,NP_649774.1,Astyanax_pachon,KAG9275364.1,CUEDC2,Drosophila_melanogaster,NP_649774.1,CG9636,4.2900000000000005e-27,120.0,3.1300000000000002e-27,120.0
2200,CG9643,NP_608733.1,Astyanax_pachon,KAG9268134.1,EEF1AKMT2,Drosophila_melanogaster,NP_608733.1,CG9643,9.31e-47,185.0,6.12e-47,185.0
2201,CG9646,NP_611183.1,,,,,,,,,,
2202,CG9663,NP_608760.2,,,,,,,,,,
2203,CG9664,NP_001245853.1,,,,,,,,,,
2204,CG9672,NP_573151.1,,,,,,,,,,
2205,CG9674,NP_648922.1,,,,,,,,,,
2206,CG9682,NP_001287607.1,,,,,,,,,,
2207,CG9691,NP_572588.1,,,,,,,,,,
2208,CG9717,NP_651812.1,,,,,,,,,,
2209,CG9727,NP_001262317.1,,,,,,,,,,
2210,CG9733,NP_001287606.1,,,,,,,,,,
2211,CG9737,NP_651783.1,Astyanax_pachon,KAG9267066.1,HP,Drosophila_melanogaster,NP_651783.1,CG9737,5.08e-21,100.0,4.58e-21,100.0
2212,CG9747,NP_651779.1,,,,,,,,,,
2213,CG9757,NP_476675.1,,,,,,,,,,
2214,CG9760,NP_001261746.1,,,,,,,,,,
2215,CG9782,NP_573137.1,,,,,,,,,,
2216,CG9784,NP_001259623.1,Astyanax_pachon,KAG9261371.1,INPP5J,Drosophila_melanogaster,NP_001259623.1,CG9784,5.0800000000000005e-64,244.0,2.5200000000000002e-64,244.0
2217,CG9784,NP_001259623.1,Astyanax_pachon,KAG9263577.1,INPP5J,Drosophila_melanogaster,NP_001259623.1,CG9784,4.76e-62,237.0,3.22e-62,237.0
2218,CG9795,NP_730812.3,,,,,,,,,,
2219,CG9799,NP_650284.2,Astyanax_pachon,KAG9281839.1,WDR36,Drosophila_melanogaster,NP_650284.2,CG9799,5.67e-197,686.0,3.94e-197,686.0
2220,CG9801,NP_649827.2,,,,,,,,,,
2221,CG9813,NP_731796.1,,,,,,,,,,
2222,CG9822,NP_611581.1,,,,,,,,,,
2223,CG9837,NP_649838.5,,,,,,,,,,
2224,CG9855,NP_649463.2,Astyanax_pachon,KAG9263421.1,MARCHF5,Drosophila_melanogaster,NP_649463.2,CG9855,9.22e-80,295.0,8.22e-80,295.0
2225,CG9855,NP_649463.2,Astyanax_pachon,KAG9275515.1,MARCHF5,Drosophila_melanogaster,NP_649463.2,CG9855,2.75e-84,310.0,2.51e-84,310.0
2226,CG9886,NP_608684.1,Astyanax_pachon,KAG9276882.1,GLYCTK,Drosophila_melanogaster,NP_608684.1,CG9886,9.55e-65,246.0,5.9e-65,246.0
2227,CG9896,NP_611745.1,,,,,,,,,,
2228,CG9899,NP_611764.1,,,,,,,,,,
2229,CG9902,NP_573133.2,,,,,,,,,,
2230,CG9903,NP_573132.1,,,,,,,,,,
2231,CG9919,NP_001285321.1,,,,,,,,,,
2232,CG9921,NP_001259608.1,Astyanax_pachon,KAG9263815.1,HIGD2A,Drosophila_melanogaster,NP_001259608.1,CG9921,2.83e-16,82.8,1.66e-16,82.8
2233,CG9922,NP_650329.1,Astyanax_pachon,KAG9260802.1,HYPK,Drosophila_melanogaster,NP_650329.1,CG9922,7.66e-20,94.7,5.28e-20,94.7
2234,CG9932,NP_001260428.1,,,,,,,,,,
2235,CG9967,NP_608669.1,Astyanax_pachon,KAG9260359.1,MKRN2OS,Drosophila_melanogaster,NP_608669.1,CG9967,5.68e-23,106.0,5.03e-23,106.0
2236,CG9988,NP_651625.1,,,,,,,,,,
2237,CG9992,NP_573121.1,,,,,,,,,,
2238,CG9993,NP_611518.1,,,,,,,,,,
2239,CHB,NP_524651.2,Astyanax_pachon,KAG9267036.1,CLASP1B,Drosophila_melanogaster,NP_524651.2,CHB,3.61e-146,518.0,2.3799999999999997e-146,518.0
2240,CHB,NP_524651.2,Astyanax_pachon,KAG9271133.1,CLASP1,Drosophila_melanogaster,NP_524651.2,CHB,1.91e-143,509.0,1.22e-143,509.0
2241,CHC,NP_001096993.1,Astyanax_pachon,KAG9263240.1,CLTC,Drosophila_melanogaster,NP_001096993.1,CHC,0.0,2710.0,0.0,2710.0
2242,CHC,NP_001096993.1,Astyanax_pachon,KAG9265367.1,CLTC,Drosophila_melanogaster,NP_001096993.1,CHC,0.0,2713.0,0.0,2713.0
2243,CHD1,NP_001259975.1,Astyanax_pachon,KAG9263508.1,CHD1,Drosophila_melanogaster,NP_001259975.1,CHD1,0.0,1294.0,0.0,1294.0
2244,CHD1,NP_001259975.1,Astyanax_pachon,KAG9273268.1,CHD2,Drosophila_melanogaster,NP_001259975.1,CHD1,0.0,1303.0,0.0,1303.0
2245,CHD64,NP_647860.1,Astyanax_pachon,KAG9264686.1,CNN3,Drosophila_melanogaster,NP_647860.1,CHD64,1.24e-30,132.0,4.73e-31,132.0
2246,CHD64,NP_647860.1,Astyanax_pachon,KAG9276510.1,CNN3,Drosophila_melanogaster,NP_647860.1,CHD64,2.4599999999999998e-30,131.0,9.47e-31,131.0
2247,CHD64,NP_647860.1,Astyanax_pachon,KAG9282140.1,TAGLN3,Drosophila_melanogaster,NP_647860.1,CHD64,1.1900000000000001e-29,128.0,7.57e-30,128.0
2248,CHER,NP_001262657.2,Astyanax_pachon,KAG9260208.1,FLNB,Drosophila_melanogaster,NP_001262657.2,CHER,0.0,2123.0,0.0,2123.0
2249,CHER,NP_001262657.2,Astyanax_pachon,KAG9269594.1,FLNA,Drosophila_melanogaster,NP_001262657.2,CHER,0.0,2139.0,0.0,2139.0
2250,CHER,NP_001262657.2,Astyanax_pachon,KAG9272082.1,FLNC,Drosophila_melanogaster,NP_001262657.2,CHER,0.0,2122.0,0.0,2122.0
2251,CHER,NP_001262657.2,Astyanax_pachon,KAG9280251.1,FLNC,Drosophila_melanogaster,NP_001262657.2,CHER,0.0,2170.0,0.0,2170.0
2252,CHES-1-LIKE,NP_001259312.1,,,,,,,,,,
2253,CHI,NP_726403.2,Astyanax_pachon,KAG9267009.1,LDB1,Drosophila_melanogaster,NP_726403.2,CHI,9.69e-119,425.0,9.43e-119,425.0
2254,CHI,NP_726403.2,Astyanax_pachon,KAG9272238.1,LDB2,Drosophila_melanogaster,NP_726403.2,CHI,1.41e-120,431.0,1.47e-120,431.0
2255,CHI,NP_726403.2,Astyanax_pachon,KAG9275381.1,LDB1,Drosophila_melanogaster,NP_726403.2,CHI,2.89e-116,417.0,2.41e-116,417.0
2256,CHIC,NP_477016.1,,,,,,,,,,
2257,CHICO,NP_723540.1,,,,,,,,,,
2258,CHIF,NP_523583.2,,,,,,,,,,
2259,CHINMO,NP_001188680.1,,,,,,,,,,
2260,CHLD3,NP_609806.1,,,,,,,,,,
2261,CHM,NP_609117.4,Astyanax_pachon,KAG9264033.1,KAT7,Drosophila_melanogaster,NP_609117.4,CHM,2.63e-127,454.0,2.39e-127,454.0
2262,CHM,NP_609117.4,Astyanax_pachon,KAG9267321.1,KAT7,Drosophila_melanogaster,NP_609117.4,CHM,1.0099999999999999e-126,452.0,9.56e-127,452.0
2263,CHMP1,NP_649051.3,Astyanax_pachon,KAG9271917.1,CHMP1B,Drosophila_melanogaster,NP_649051.3,CHMP1,6.02e-58,222.0,4.13e-58,222.0
2264,CHN,NP_001246331.1,,,,,,,,,,
2265,CHOP24,NP_572165.1,Astyanax_pachon,KAG9261406.1,TMED2,Drosophila_melanogaster,NP_572165.1,CHOP24,1.54e-61,234.0,1.03e-61,234.0
2266,CHOP24,NP_572165.1,Astyanax_pachon,KAG9262973.1,TMED2,Drosophila_melanogaster,NP_572165.1,CHOP24,1.4899999999999999e-61,234.0,1.03e-61,234.0
2267,CHP,NP_001263137.1,,,,,,,,,,
2268,CHRB,NP_648470.2,,,,,,,,,,
2269,CHT2,NP_477298.2,,,,,,,,,,
2270,CHT9,NP_611543.3,,,,,,,,,,
2271,CI,NP_524617.3,,,,,,,,,,
2272,CIB,NP_525065.1,,,,,,,,,,
2273,CIC,NP_001262755.1,,,,,,,,,,
2274,CID,NP_523730.2,,,,,,,,,,
2275,CINDR,NP_001263129.1,,,,,,,,,,
2276,CIP4,NP_001261412.1,Astyanax_pachon,KAG9269995.1,FNBP1,Drosophila_melanogaster,NP_001261412.1,CIP4,2.4300000000000003e-86,318.0,1.5500000000000001e-86,318.0
2277,CIP4,NP_001261412.1,Astyanax_pachon,KAG9270846.1,FNBP1L,Drosophila_melanogaster,NP_001261412.1,CIP4,4.09e-89,327.0,3.0199999999999997e-89,327.0
2278,CIRL,NP_610397.4,Astyanax_pachon,KAG9274601.1,ADGRL2,Drosophila_melanogaster,NP_610397.4,CIRL,5.2300000000000004e-70,265.0,3.9200000000000004e-70,265.0
2279,CK,NP_523571.1,Astyanax_pachon,KAG9265586.1,MYO7A,Drosophila_melanogaster,NP_523571.1,CK,0.0,2538.0,0.0,2538.0
