Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
TOP2,NP_476760.1,KAG9278912.1,TOP2B
TOP3ALPHA,NP_523602.2,KAG9279931.1,TOP3A
TOY,NP_001368990.1,KAG9271990.1,PAX6A
TPC1,NP_650034.1,KAG9279209.1,SLC25A19
TPI,NP_788764.1,KAG9276000.1,TPI1B
TPI,NP_788764.1,KAG9279355.1,TPI1A
TPNC73F,NP_524122.2,KAG9276899.1,KAG9276899.1
TPPII,NP_725252.1,KAG9262190.1,TPP2
TRAF4,NP_001097080.2,KAG9265262.1,TRAF4
TRAM,NP_726710.1,KAG9283230.1,TRAM1L1
TRBD,NP_649931.1,KAG9267545.1,ZRANB1
TRBD,NP_649931.1,KAG9268633.1,ZRANB1B
TRBL,NP_524672.1,KAG9260490.1,KAG9260490.1
TRBL,NP_524672.1,KAG9279695.1,KAG9279695.1
TRBL,NP_524672.1,KAG9282868.1,KAG9282868.1
TRC,NP_524170.2,KAG9260749.1,STK38
TRC,NP_524170.2,KAG9270791.1,STK38
TRC,NP_524170.2,KAG9280139.1,STK38L
TRE1,NP_524792.1,KAG9259738.1,MTNR1AA
TRE1,NP_524792.1,KAG9263664.1,MTNR1BB
TRIM9,NP_001188786.1,KAG9275478.1,TRIM9
TRIM9,NP_001188786.1,KAG9282384.1,TRIM9
TRIO,NP_651960.2,KAG9271440.1,KALRN
TRIO,NP_651960.2,KAG9277557.1,KALRN
TRP1,NP_477008.1,KAG9273922.1,SEC62
TRPGAMMA,NP_001137830.2,KAG9262113.1,TRPC5
TRPGAMMA,NP_001137830.2,KAG9263682.1,TRPC4
TRPGAMMA,NP_001137830.2,KAG9264630.1,TRPC4
TRPM,NP_001137672.2,KAG9261512.1,TRPM3
TRPM,NP_001137672.2,KAG9281001.1,TRPM1
TRSN,NP_610591.1,KAG9271433.1,TSN
TS,NP_477367.1,KAG9274070.1,TYMS
TSF2,NP_524044.1,KAG9278863.1,TF2
TSG101,NP_524120.1,KAG9260820.1,TSG101
TSG101,NP_524120.1,KAG9281139.1,TSG101
TSP,NP_001137802.1,KAG9276658.1,THBS3A
TSP29FA,NP_523515.1,KAG9269811.1,CD63
TSP29FB,NP_523516.1,KAG9261177.1,TSPAN7
TSP47F,NP_725044.1,KAG9269811.1,CD63
TSP47F,NP_725044.1,KAG9280883.1,CD151
TSP5D,NP_001259266.1,KAG9273069.1,TSPAN9
TSP66E,NP_523985.1,KAG9267162.1,CD82
TSP66E,NP_523985.1,KAG9267163.1,TSPAN18
TSP96F,NP_001262976.1,KAG9273562.1,TSPAN18
TSR,NP_477034.1,KAG9268640.1,CFL2
TSR,NP_477034.1,KAG9274811.1,CFL2
TTV,NP_001356963.1,KAG9279896.1,EXT1B
TTV,NP_001356963.1,KAG9279903.1,EXT1C
TTV,NP_001356963.1,KAG9283741.1,EXT1A
TUDOR-SN,NP_612021.1,KAG9280635.1,SND1
TUN,NP_611061.1,KAG9279771.1,WDYHV1
TUP,NP_476775.1,KAG9261690.1,ISL1
TUTL,NP_001260019.1,KAG9265403.1,KAG9265403.1
TUTL,NP_001260019.1,KAG9265638.1,KAG9265638.1
TW,NP_569858.1,KAG9268128.1,POMT2
TWE,NP_476633.1,KAG9275203.1,CDC25A
TWF,NP_650338.1,KAG9280620.1,TWF1
TWF,NP_650338.1,KAG9280870.1,TWF1
TWIN,NP_732964.1,KAG9261718.1,CNOT6L
TWIN,NP_732964.1,KAG9265821.1,CNOT6
TWIN,NP_732964.1,KAG9272253.1,CNOT6
TWR,NP_649676.1,KAG9273292.1,SEC11A
TWR,NP_649676.1,KAG9273293.1,SEC11A
TWS,NP_476880.1,KAG9263302.1,PPP2R2A
TWS,NP_476880.1,KAG9267447.1,PPP2R2D
TXL,NP_523938.2,KAG9266116.1,TXNL1
U2A,NP_610315.1,KAG9266519.1,SNRPA1
U2AF50,NP_476891.1,KAG9276018.1,U2AF2
U2AF50,NP_476891.1,KAG9279417.1,U2AF2
U3-55K,NP_001014529.1,KAG9260650.1,RRP9
UBA1,NP_477310.2,KAG9269620.1,UBA1
UBE3A,NP_648452.1,KAG9277225.1,UBE3A
UBQN,NP_608344.1,KAG9283717.1,UBQLN1
UEV1A,NP_647959.1,KAG9260401.1,UBE2V1
UEV1A,NP_647959.1,KAG9270875.1,UBE2V1
UGP,NP_001163399.1,KAG9262629.1,UGP2
UGP,NP_001163399.1,KAG9268439.1,UGP2
UNC-104,NP_001261033.1,KAG9264754.1,KIF1A
UNC-104,NP_001261033.1,KAG9269724.1,KIF1B
UNC-104,NP_001261033.1,KAG9277760.1,KIF1A
UNC-119,NP_572389.1,KAG9264971.1,KAG9264971.1
UNC-119,NP_572389.1,KAG9265765.1,KAG9265765.1
UNC-119,NP_572389.1,KAG9270576.1,KAG9270576.1
UNC-13-4A,NP_648096.4,KAG9279997.1,BAIAP3
UNC-5,NP_611033.2,KAG9263055.1,UNC5C
UNC-5,NP_611033.2,KAG9275375.1,UNC5B-B
UNC79,NP_001287403.1,KAG9268779.1,KAG9268779.1
UNR,NP_001246669.1,KAG9270705.1,CSDE1
UPF1,NP_572767.1,KAG9278671.1,UPF1
UPF2,NP_572434.1,KAG9280739.1,UPF2
USE1,NP_648289.2,KAG9266933.1,USE1
USP,NP_476781.1,KAG9261895.1,RXRAA
USP,NP_476781.1,KAG9264783.1,RXRGA
USP,NP_476781.1,KAG9266292.1,RXRAA
USP,NP_476781.1,KAG9282606.1,RXRGA
USP7,NP_001285149.1,KAG9263857.1,USP7
UTX,NP_001188773.1,KAG9271091.1,KDM6A
V,NP_511113.1,KAG9266464.1,TDO2B
V,NP_511113.1,KAG9272349.1,TDO2A
VACHT,NP_477138.1,KAG9267506.1,SLC18A3A
VACHT,NP_477138.1,KAG9275370.1,SLC18A3A
VANG,NP_001260819.1,KAG9262411.1,VANGL1
VANG,NP_001260819.1,KAG9274598.1,VANGL2
VARI,NP_995733.2,KAG9267595.1,MPP2
VARI,NP_995733.2,KAG9276673.1,MPP6
VARI,NP_995733.2,KAG9280046.1,MPP6
VGLUT,NP_001245848.1,KAG9260886.1,SLC17A6B
VGLUT,NP_001245848.1,KAG9264265.1,SLC17A7
VGLUT,NP_001245848.1,KAG9276855.1,SLC17A7
VGLUT,NP_001245848.1,KAG9281033.1,SLC17A6A
VHA100-1,NP_651672.1,KAG9264257.1,ATP6V0A1
VHA100-1,NP_651672.1,KAG9283558.1,ATP6V0A1
VHA13,NP_477437.1,KAG9281828.1,ATP6V1G1
VHA14-1,NP_476969.1,KAG9280646.1,ATP6V1F
VHA16-1,NP_476801.1,KAG9264277.1,ATP6V0C
VHA16-1,NP_476801.1,KAG9276832.1,KAG9276832.1
VHA26,NP_524237.1,KAG9271967.1,ATP6V1E1
VHA26,NP_524237.1,KAG9280568.1,ATP6V1E1
VHA36-1,NP_651987.1,KAG9283133.1,ATP6V1D
VHA44,NP_477266.1,KAG9279701.1,ATP6V1C1A
VHA44,NP_477266.1,KAG9283802.1,ATP6V1C1A
VHA55,NP_476908.1,KAG9268449.1,ATP6V1B2
VHA68-1,NP_523560.2,KAG9281550.1,ATP6V1A
VHA68-1,NP_523560.2,KAG9283326.1,ATP6V1A
VHA68-2,NP_652004.2,KAG9281550.1,ATP6V1A
VHA68-2,NP_652004.2,KAG9283326.1,ATP6V1A
VHAAC39-1,NP_570080.1,KAG9260903.1,ATP6V0D1
VHAM9.7-A,NP_001097499.1,KAG9278373.1,ATP6V0E2
VHAPPA1-1,NP_652010.1,KAG9273864.1,ATP6V0B
VHL,NP_524986.1,KAG9277168.1,VHL
VIAF,NP_524032.2,KAG9270961.1,PDCL3
VIMAR,NP_477305.1,KAG9274235.1,RAP1GDS1-A
VINC,NP_476820.1,KAG9267538.1,VCL
VINC,NP_476820.1,KAG9275435.1,VCL
VMAT,NP_001260956.1,KAG9268343.1,SLC18A2
VMAT,NP_001260956.1,KAG9270518.1,SLC18A1
VPS13,NP_610299.2,KAG9270411.1,VPS13A
VPS16B,NP_651731.1,KAG9282856.1,KAG9282856.1
VPS2,NP_651455.1,KAG9267801.1,CHMP2A
VPS20,NP_726213.1,KAG9264355.1,CHMP6
VPS20,NP_726213.1,KAG9267444.1,CHMP6
VPS26,NP_569952.2,KAG9263622.1,VPS26BL
VPS26,NP_569952.2,KAG9265401.1,VPS26B
VPS28,NP_652053.1,KAG9279892.1,KAG9279892.1
VPS36,NP_648660.1,KAG9263567.1,VPS36
VPS4,NP_573258.1,KAG9266628.1,VPS4B
VPS4,NP_573258.1,KAG9272094.1,VPS4A
W,NP_476787.1,KAG9262279.1,ABCG2
W,NP_476787.1,KAG9269220.1,ABCG2
W,NP_476787.1,KAG9275618.1,ABCG2
WAL,NP_476975.1,KAG9280984.1,ETFA
WASP,NP_651637.1,KAG9270736.1,WAS
WASP,NP_651637.1,KAG9280131.1,WASL
WB,NP_723870.1,KAG9276257.1,LAMA1
WCD,NP_611121.1,KAG9279488.1,KAG9279488.1
WDB,NP_001368946.1,KAG9274288.1,PPP2R5B
WDB,NP_001368946.1,KAG9274899.1,PPP2R5E
WDB,NP_001368946.1,KAG9282824.1,PPP2R5E
WDB,NP_001368946.1,KAG9283143.1,PPP2R5A
WECH,NP_524772.2,KAG9263825.1,TRIM71
WG,NP_523502.1,KAG9269761.1,WNT1
WHD,NP_523685.2,KAG9260825.1,CPT1A
WHD,NP_523685.2,KAG9264153.1,CPT1A
WHD,NP_523685.2,KAG9273021.1,CPT1A
WHD,NP_523685.2,KAG9281126.1,CPT1A
WIT,NP_001261395.1,KAG9277625.1,BMPR2
WMD,NP_001097436.1,KAG9280162.1,STRAP
WNT10,NP_609109.4,KAG9269762.1,WNT10B
WNT10,NP_609109.4,KAG9271791.1,WNT10A
WNT2,NP_476810.1,KAG9274766.1,WNT3A
WNT2,NP_476810.1,KAG9277028.1,WNT2B
WNT4,NP_001260187.1,KAG9264199.1,WNT9B
WNT4,NP_001260187.1,KAG9274754.1,WNT9A
WNT6,NP_609108.3,KAG9271790.1,WNT6
WOC,NP_001263009.1,KAG9279686.1,ZMYM4
WOL,NP_609202.1,KAG9263710.1,ALG5
WUN,NP_724787.1,KAG9263363.1,PLPP1
WUN,NP_724787.1,KAG9270656.1,PLPP1
WUN,NP_724787.1,KAG9282690.1,PLPP3
WUS,NP_573180.1,KAG9269758.1,KAG9269758.1
XPD,NP_726036.2,KAG9265159.1,ERCC2
YATA,NP_651722.1,KAG9272469.1,SCYL1
YIP2,NP_523528.1,KAG9269961.1,ACAA2
YKT6,NP_572423.1,KAG9263017.1,KAG9263017.1
ZETACOP,NP_648910.1,KAG9269036.1,COPZ1
ZN72D,NP_788510.1,KAG9261685.1,ZFR
ZN72D,NP_788510.1,KAG9266944.1,ZFR2
ZNT63C,NP_001261364.1,KAG9268503.1,SLC30A1
ZNT63C,NP_001261364.1,KAG9283148.1,SLC30A1
ZPR1,NP_572532.1,KAG9263607.1,ZPR1
