# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAG9264095.1,MYBPC2,XP_022529678.1,MYBPC2A,0.00E+00,2234,0.00E+00,2234
KAG9264095.1,MYBPC2,XP_022529671.1,MYBPC2A,0.00E+00,2228,0.00E+00,2228
KAG9264095.1,MYBPC2,XP_022529665.1,MYBPC2A,0.00E+00,2226,0.00E+00,2226
KAG9264096.1,LRRC4B,XP_007235451.2,LRRC4BA,0.00E+00,1112,0.00E+00,1112
KAG9264096.1,LRRC4B,XP_022529714.2,LRRC4BA,0.00E+00,1112,0.00E+00,1112
KAG9264097.1,MED25,XP_022529720.1,MED25,0.00E+00,1370,0.00E+00,1370
KAG9264097.1,MED25,XP_022529723.1,MED25,0.00E+00,1364,0.00E+00,1364
KAG9264097.1,MED25,XP_022529731.1,MED25,0.00E+00,1314,0.00E+00,1314
KAG9264098.1,P65-C,XP_022529758.1,SYT3,0.00E+00,1130,0.00E+00,1130
KAG9264099.1,PACSIN3,XP_007251079.2,SI:CH211-51C14.1,3.13E-198,690,1.04E-198,690
KAG9264100.1,SHANK1,XP_049323852.1,SHANK1,0.00E+00,3971,0.00E+00,3971
KAG9264101.1,KAG9264101.1,XP_049323850.1,KMT5C,0.00E+00,4161,0.00E+00,4161
KAG9264102.1,PPP1CA,XP_007251084.1,PPP1CAA,5.68E-189,659,1.90E-189,659
KAG9264103.1,CLDN4,XP_007251085.2,CLDNI,2.11E-112,404,7.00E-113,404
KAG9264104.1,CORO1CA,XP_007251086.1,CORO1A,5.31E-268,922,1.76E-268,922
KAG9264105.1,PAQR4,XP_007251087.3,PAQR4A,4.65E-161,566,1.54E-161,566
KAG9264106.1,PRF1,XP_022533374.2,LOC111194173,0.00E+00,1201,0.00E+00,1201
KAG9264107.1,PRF1,XP_007251184.2,LOC103039204,0.00E+00,1177,0.00E+00,1177
KAG9264108.1,PRF1,XP_007251089.3,LOC103036166,0.00E+00,1144,0.00E+00,1144
KAG9264109.1,KAG9264109.1,XP_022529838.1,LOC103039514,4.33E-183,640,1.44E-183,640
KAG9264109.1,KAG9264109.1,XP_022529809.1,LOC103039514,4.54E-177,620,1.62E-177,620
KAG9264110.1,KAG9264110.1,XP_049323851.1,LOC103036470,4.91E-42,169,1.80E-42,169
KAG9264111.1,ARMC5,XP_007251094.3,ARMC5,0.00E+00,2222,0.00E+00,2222
KAG9264112.1,KAG9264112.1,XP_007251093.2,SI:DKEY-66I24.7,3.37E-129,460,1.12E-129,460
KAG9264113.1,HARBI1,XP_007251092.1,LOC103037078,3.66E-251,866,1.21E-251,866
KAG9264114.1,ELOB,XP_007251091.1,ELOB,5.61E-62,236,1.48E-62,236
KAG9264115.1,KAG9264115.1,XP_022529875.1,LOC111193423,5.16E-125,446,1.71E-125,446
KAG9264115.1,KAG9264115.1,XP_022529884.1,LOC111193423,6.60E-123,439,2.18E-123,439
KAG9264116.1,ARL6IP1,XP_007251095.1,ARL6IP1,3.24E-111,400,1.09E-111,400
KAG9264117.1,SMG1,XP_022529912.2,SMG1,0.00E+00,7069,0.00E+00,7069
KAG9264117.1,SMG1,XP_022529918.2,SMG1,0.00E+00,7063,0.00E+00,7063
KAG9264117.1,SMG1,XP_022529925.2,SMG1,0.00E+00,7047,0.00E+00,7047
KAG9264118.1,CLEC19A,XP_007251096.1,CLEC19A,1.84E-115,414,6.12E-116,414
KAG9264119.1,SYT17,XP_007251097.2,SYT17,6.67E-275,945,2.22E-275,945
KAG9264120.1,ITPRIPL2,XP_007251098.3,LOC103039513,3.69E-294,1009,1.23E-294,1009
KAG9264121.1,HSD3B7,XP_049323574.1,HSD3B7,1.56E-220,764,5.18E-221,764
KAG9264122.1,TAF15,XP_007251101.2,FUS,2.27E-167,588,7.56E-168,588
KAG9264123.1,PRSS27,XP_022532732.1,SI:DKEY-16L2.17,1.39E-186,651,4.62E-187,651
KAG9264123.1,PRSS27,XP_022532723.1,SI:DKEY-16L2.17,9.12E-182,635,3.34E-182,635
KAG9264124.1,CATSPER1,XP_022532955.2,LOC107197663,0.00E+00,1154,0.00E+00,1154
KAG9264125.1,KAT8,XP_022532999.2,KAT8,0.00E+00,1040,0.00E+00,1040
KAG9264126.1,RNF25,XP_007251102.2,RNF25,3.35E-284,976,1.11E-284,976
KAG9264126.1,RNF25,XP_022532992.1,RNF25,2.15E-282,970,7.11E-283,970
KAG9264126.1,RNF25,XP_015461777.2,RNF25,1.72E-281,967,5.85E-282,967
KAG9264126.1,RNF25,XP_022532979.1,RNF25,1.10E-279,961,3.73E-280,961
KAG9264127.1,RAB35,XP_022533169.1,SI:DKEY-16L2.16,3.75E-98,357,9.76E-99,357
KAG9264128.1,KAG9264128.1,XP_022533096.2,THOC6,5.57E-189,659,1.85E-189,659
KAG9264129.1,SRRM2,XP_007251105.3,SRRM2,1.34E-260,899,4.48E-261,899
KAG9264130.1,MMP25,XP_049323820.1,MMP25A,0.00E+00,1142,0.00E+00,1142
KAG9264131.1,KAG9264131.1,XP_007251104.1,UNC119.2,8.97E-133,472,2.98E-133,472
KAG9264132.1,KAG9264132.1,XP_007251106.3,SI:CH73-248E21.5,0.00E+00,1244,0.00E+00,1244
KAG9264133.1,KAG9264133.1,XP_007251107.2,SI:CH73-248E21.7,3.07E-129,461,1.02E-129,461
KAG9264134.1,TSPAN4,XP_007251108.2,TSPAN4B,3.23E-129,460,1.07E-129,460
KAG9264135.1,BCL2L12,XP_007251110.2,BCL2L12,2.51E-188,657,8.34E-189,657
KAG9264136.1,PAX6A,XP_022533128.2,PAX10,2.03E-151,534,6.73E-152,534
KAG9264137.1,RCN1,XP_007251118.1,RCN3,1.16E-179,628,3.85E-180,628
KAG9264138.1,NOSIP,XP_007251116.1,LOC103045142,1.00E-166,585,3.33E-167,585
KAG9264138.1,NOSIP,XP_007251117.1,LOC103045142,1.00E-166,585,3.33E-167,585
KAG9264139.1,TRPM4,XP_022532779.2,TRPM4A,0.00E+00,2498,0.00E+00,2498
KAG9264140.1,SCAF1,XP_007251120.3,SCAF1,0.00E+00,1786,0.00E+00,1786
KAG9264140.1,SCAF1,XP_022532758.2,SCAF1,0.00E+00,1786,0.00E+00,1786
KAG9264140.1,SCAF1,XP_007251121.3,SCAF1,0.00E+00,1766,0.00E+00,1766
KAG9264141.1,INS,XP_007251193.1,LOC103041971,2.61E-60,230,8.66E-61,230
KAG9264142.1,RIC8A,XP_022532946.2,SI:CH211-195B15.7,0.00E+00,1248,0.00E+00,1248
KAG9264142.1,RIC8A,XP_007251122.3,SI:CH211-195B15.7,0.00E+00,1241,0.00E+00,1241
KAG9264143.1,PRR12,XP_049323904.1,PRR12B,0.00E+00,3611,0.00E+00,3611
KAG9264143.1,PRR12,XP_049323905.1,PRR12B,0.00E+00,3552,0.00E+00,3552
KAG9264144.1,PRRG4,XP_007251123.3,PRRG2,4.13E-106,383,1.37E-106,383
KAG9264145.1,RRAS,XP_007251124.2,RRAS,1.03E-106,385,3.41E-107,385
KAG9264146.1,DUSP8,XP_007251125.3,SI:CH211-195B15.8,1.32E-246,851,4.39E-247,851
KAG9264147.1,PRMT1,XP_007251132.2,PRMT1,3.31E-211,733,1.10E-211,733
KAG9264148.1,GIMAP4,XP_049323821.1,LOC125784393,1.32E-57,222,4.92E-58,222
KAG9264151.1,PRL,XP_007251135.2,PRL,1.29E-116,418,4.29E-117,418
KAG9264153.1,CPT1A,XP_022520274.2,CPT1A2B,0.00E+00,1588,0.00E+00,1588
KAG9264154.1,KAG9264154.1,XP_049324198.1,LOC103025085,2.06E-147,521,7.01E-148,521
KAG9264154.1,KAG9264154.1,XP_049324200.1,LOC103025085,3.38E-143,507,1.09E-143,507
KAG9264155.1,PIH1D1,XP_007251144.2,PIH1D1,1.02E-154,545,3.39E-155,545
KAG9264155.1,PIH1D1,XP_015461787.2,PIH1D1,1.02E-154,545,3.39E-155,545
KAG9264155.1,PIH1D1,XP_049324202.1,PIH1D1,1.02E-154,545,3.44E-155,545
KAG9264156.1,TNNT3,XP_049324204.1,TNNT1,3.01E-101,367,1.23E-101,367
KAG9264156.1,TNNT3,XP_049324203.1,TNNT1,3.01E-101,367,1.33E-101,367
KAG9264157.1,SYT2,XP_007251149.3,SYT5A,3.69E-211,733,1.23E-211,733
KAG9264157.1,SYT2,XP_007251148.3,SYT5A,9.45E-209,725,3.18E-209,725
KAG9264158.1,KAG9264158.1,XP_007251153.3,LOC103029400,6.22E-99,359,2.07E-99,359
KAG9264160.1,KAG9264160.1,XP_007251152.2,LOC103029096,9.90E-98,355,3.29E-98,355
KAG9264161.1,KAG9264161.1,XP_007251153.3,LOC103029400,5.10E-95,346,1.69E-95,346
KAG9264161.1,KAG9264161.1,XP_007251152.2,LOC103029096,1.63E-93,341,5.39E-94,341
KAG9264162.1,KAG9264162.1,XP_022533207.2,LOC103044149,3.11E-96,350,1.03E-96,350
KAG9264163.1,KAG9264163.1,XP_015459826.2,LOC103038450,1.24E-98,358,4.13E-99,358
KAG9264164.1,ALDH16A1,XP_022532866.2,ALDH16A1,0.00E+00,1536,0.00E+00,1536
KAG9264165.1,BAX,XP_022533150.1,LOC103025681,4.04E-118,423,1.34E-118,423
KAG9264165.1,BAX,XP_022533155.1,LOC103025681,5.29E-113,406,1.71E-113,406
KAG9264166.1,KCNC1,XP_049323569.1,KCNC3A,0.00E+00,1219,0.00E+00,1219
KAG9264166.1,KCNC1,XP_049323570.1,KCNC3A,0.00E+00,1219,0.00E+00,1219
KAG9264166.1,KCNC1,XP_049323571.1,KCNC3A,0.00E+00,1219,0.00E+00,1219
KAG9264167.1,KAG9264167.1,XP_022533126.2,ZGC:193811,7.63E-160,562,2.53E-160,562
KAG9264168.1,KAG9264168.1,XP_049323572.1,LIN7B,8.38E-118,422,2.78E-118,422
KAG9264169.1,SNRNP70,XP_007251166.2,SNRNP70,2.20E-186,651,7.32E-187,651
KAG9264170.1,RNF113A,XP_015461774.2,RNF113A,7.43E-181,632,2.47E-181,632
KAG9264171.1,STRADA,XP_007251167.3,STRADA,1.42E-249,861,3.82E-250,861
KAG9264171.1,STRADA,XP_022533039.2,STRADA,9.10E-248,855,2.46E-248,855
KAG9264172.1,DDX42,XP_022532813.2,DDX42,0.00E+00,1630,0.00E+00,1630
KAG9264173.1,ZP3,XP_007251169.2,ZP3E,6.88E-263,905,2.29E-263,905
KAG9264174.1,LIMD2,XP_007251170.1,LIMD2,1.33E-62,238,3.54E-63,238
KAG9264175.1,MAP3K3,XP_007251171.1,MAP3K3,0.00E+00,1231,0.00E+00,1231
KAG9264175.1,MAP3K3,XP_022532951.1,MAP3K3,0.00E+00,1231,0.00E+00,1231
KAG9264176.1,GFAP,XP_007251172.1,LOC103035120,3.36E-235,813,1.12E-235,813
KAG9264177.1,KCNH6,XP_007251174.3,KCNH6A,0.00E+00,2349,0.00E+00,2349
KAG9264178.1,DCAF7,XP_022533090.1,DCAF7,4.00E-209,726,1.33E-209,726
KAG9264178.1,DCAF7,XP_022533084.1,DCAF7,1.28E-207,721,4.26E-208,721
KAG9264179.1,CCDC47,XP_049323955.1,CCDC47,1.50E-231,801,4.99E-232,801
KAG9264180.1,KAG9264180.1,XP_049326675.1,LOC125786998,3.75E-160,563,1.24E-160,563
KAG9264180.1,KAG9264180.1,XP_049326676.1,LOC125786998,7.85E-154,542,2.55E-154,542
KAG9264180.1,KAG9264180.1,XP_049330448.1,LOC125799008,7.85E-154,542,2.55E-154,542
KAG9264180.1,KAG9264180.1,XP_049330447.1,LOC125799008,7.85E-154,542,2.58E-154,542
KAG9264180.1,KAG9264180.1,XP_049326677.1,LOC125786998,3.14E-153,540,9.86E-154,540
KAG9264180.1,KAG9264180.1,XP_049326678.1,LOC125786998,3.14E-153,540,9.86E-154,540
KAG9264180.1,KAG9264180.1,XP_049326679.1,LOC125786998,3.14E-153,540,9.86E-154,540
KAG9264180.1,KAG9264180.1,XP_049330449.1,LOC125799008,3.14E-153,540,9.86E-154,540
KAG9264180.1,KAG9264180.1,XP_049330450.1,LOC125799008,3.14E-153,540,9.86E-154,540
KAG9264180.1,KAG9264180.1,XP_049333573.1,LOC125801229,1.26E-152,538,4.08E-153,538
KAG9264180.1,KAG9264180.1,XP_049333574.1,LOC125801229,5.03E-152,536,1.58E-152,536
KAG9264180.1,KAG9264180.1,XP_049333575.1,LOC125801229,5.03E-152,536,1.58E-152,536
KAG9264180.1,KAG9264180.1,XP_049333566.1,LOC125801228,1.01E-151,535,3.16E-152,535
KAG9264180.1,KAG9264180.1,XP_049333567.1,LOC125801228,1.01E-151,535,3.16E-152,535
KAG9264180.1,KAG9264180.1,XP_049333569.1,LOC125801228,1.01E-151,535,3.16E-152,535
KAG9264181.1,MYLK,XP_007251178.3,MYLK5,0.00E+00,1697,0.00E+00,1697
KAG9264182.1,FZD2,XP_049323954.1,FZD2,0.00E+00,1155,0.00E+00,1155
KAG9264183.1,MEIOC,XP_022532827.2,MOTO,0.00E+00,1745,0.00E+00,1745
KAG9264184.1,CCDC43,XP_022533162.2,CCDC43,3.25E-86,317,1.08E-86,317
KAG9264185.1,C1QL1,XP_007256449.3,LOC103030502,3.25E-119,427,1.08E-119,427
KAG9264186.1,KAG9264186.1,XP_022541711.2,LOC111196652,0.00E+00,1246,0.00E+00,1246
KAG9264187.1,KAG9264187.1,XP_022533380.2,LOC111194175,3.25E-238,823,1.08E-238,823
KAG9264188.1,KAG9264188.1,XP_022533383.2,LOC111194187,1.30E-237,821,4.30E-238,821
KAG9264189.1,RAMP1,XP_007237667.3,RAMP2,7.89E-118,422,2.62E-118,422
KAG9264190.1,EZH1,XP_007237666.3,EZH1,0.00E+00,1365,0.00E+00,1365
KAG9264190.1,EZH1,XP_015458016.3,EZH1,0.00E+00,1328,0.00E+00,1328
KAG9264191.1,CNTNAP1,XP_007237664.2,CNTNAP1,0.00E+00,2758,0.00E+00,2758
KAG9264192.1,MYO10,XP_022522955.1,PLEKHH3,0.00E+00,1523,0.00E+00,1523
KAG9264193.1,TUBG1,XP_007237662.2,TUBG1,3.52E-260,896,1.17E-260,896
KAG9264194.1,RETREG3,XP_007230014.3,RETREG3,3.46E-275,946,1.15E-275,946
KAG9264195.1,KAG9264195.1,XP_007230009.2,LOC103045962,2.18E-109,394,7.24E-110,394
KAG9264196.1,MLX,XP_007230010.1,MLX,2.14E-130,464,7.11E-131,464
KAG9264196.1,MLX,XP_007230011.1,MLX,1.37E-128,458,4.53E-129,458
KAG9264197.1,FMNL1,XP_007230012.3,FMNL1A,0.00E+00,1923,0.00E+00,1923
KAG9264198.1,ARF1,XP_007230008.1,ARF2A,4.97E-101,366,1.65E-101,366
KAG9264198.1,ARF1,XP_049323942.1,ARF2A,4.97E-101,366,1.65E-101,366
KAG9264198.1,ARF1,XP_007236412.2,ARF2B,2.54E-98,357,8.45E-99,357
KAG9264198.1,ARF1,XP_007253394.1,ARF3B,6.51E-96,349,2.16E-96,349
KAG9264198.1,ARF1,XP_022532607.1,ARF3A,6.51E-96,349,2.16E-96,349
KAG9264198.1,ARF1,XP_007232528.1,ARF1,1.30E-95,348,4.30E-96,348
KAG9264199.1,WNT9B,XP_007230006.2,WNT9B,1.03E-212,738,3.42E-213,738
KAG9264200.1,GOSR2,XP_007230007.1,GOSR2,1.24E-100,365,3.87E-101,365
KAG9264201.1,GPATCH8,XP_007230001.3,GPATCH8,0.00E+00,2033,0.00E+00,2033
KAG9264202.1,MAP3K14,XP_007229999.2,MAP3K14A,0.00E+00,1547,0.00E+00,1547
KAG9264202.1,MAP3K14,XP_007230000.2,MAP3K14A,0.00E+00,1547,0.00E+00,1547
KAG9264203.1,BAX,XP_022528737.1,LOC103023787,1.04E-100,365,3.48E-101,365
KAG9264204.1,BAX,XP_022528730.2,LOC103042396,1.59E-99,361,5.28E-100,361
KAG9264205.1,RPS11,XP_007229997.1,RPS11,7.83E-94,342,2.60E-94,342
KAG9264206.1,KAG9264206.1,XP_007229998.3,HROB,0.00E+00,1147,0.00E+00,1147
KAG9264207.1,TLR5,XP_049323824.1,LOC103047589,0.00E+00,2479,0.00E+00,2479
KAG9264210.1,KAG9264210.1,XP_049341330.1,LOC111194922,5.60E-259,892,1.86E-259,892
KAG9264211.1,ASIC2,XP_049324060.1,LOC103044531,2.25E-142,504,1.23E-142,504
KAG9264212.1,KAG9264212.1,XP_049324061.1,LOC111193218,7.45E-119,426,2.48E-119,426
KAG9264212.1,KAG9264212.1,XP_049324063.1,LOC125784451,1.91E-116,418,6.34E-117,418
KAG9264213.1,ASIC2,XP_049324059.1,LOC103044531,2.30E-182,637,1.38E-182,637
KAG9264214.1,MPP3,XP_022528653.2,MPP3A,0.00E+00,1197,0.00E+00,1197
KAG9264215.1,HEG,XP_049323934.1,SI:CH211-198M17.1,5.10E-261,900,1.76E-261,900
KAG9264215.1,HEG,XP_049323936.1,SI:CH211-198M17.1,1.04E-257,889,3.35E-258,889
KAG9264216.1,ZNF281,XP_022528625.2,ZNF281A,0.00E+00,1415,0.00E+00,1415
KAG9264216.1,ZNF281,XP_022528632.2,ZNF281A,0.00E+00,1415,0.00E+00,1415
KAG9264217.1,KCNJ3,XP_022528606.2,KCNJ19A,0.00E+00,1033,0.00E+00,1033
KAG9264218.1,TMEM98,XP_007231290.1,TMEM98,1.06E-118,425,3.51E-119,425
KAG9264219.1,SVIL,XP_022528572.2,SVILC,0.00E+00,2929,0.00E+00,2929
KAG9264219.1,SVIL,XP_022528576.2,SVILC,0.00E+00,2929,0.00E+00,2929
KAG9264219.1,SVIL,XP_049323837.1,SVILC,0.00E+00,2923,0.00E+00,2923
KAG9264219.1,SVIL,XP_049323838.1,SVILC,0.00E+00,2868,0.00E+00,2868
KAG9264219.1,SVIL,XP_049323839.1,SVILC,0.00E+00,2814,0.00E+00,2814
KAG9264220.1,RETSAT,XP_022528563.2,LOC107196803,0.00E+00,1227,0.00E+00,1227
KAG9264221.1,RETSAT,XP_007234548.2,LOC103044667,0.00E+00,1235,0.00E+00,1235
KAG9264222.1,NMT1,XP_007234547.2,NMT1A,2.57E-280,963,8.54E-281,963
KAG9264223.1,ARHGAP23,XP_022528504.2,ARHGAP23A,0.00E+00,3446,0.00E+00,3446
KAG9264223.1,ARHGAP23,XP_022528509.2,ARHGAP23A,0.00E+00,3400,0.00E+00,3400
KAG9264223.1,ARHGAP23,XP_022528515.2,ARHGAP23A,0.00E+00,3324,0.00E+00,3324
KAG9264223.1,ARHGAP23,XP_022528517.2,ARHGAP23A,0.00E+00,3285,0.00E+00,3285
KAG9264223.1,ARHGAP23,XP_022528528.2,ARHGAP23A,0.00E+00,3285,0.00E+00,3285
KAG9264223.1,ARHGAP23,XP_022528537.2,ARHGAP23A,0.00E+00,3284,0.00E+00,3284
KAG9264224.1,PRSS27,XP_049324123.1,LOC103042929,1.51E-154,545,5.08E-155,545
KAG9264224.1,PRSS27,XP_049324122.1,LOC103042929,1.21E-153,542,4.07E-154,542
KAG9264224.1,PRSS27,XP_049324124.1,LOC103042929,1.21E-153,542,4.07E-154,542
KAG9264224.1,PRSS27,XP_049324126.1,LOC103042929,4.84E-153,540,1.49E-153,540
KAG9264224.1,PRSS27,XP_049324127.1,LOC103042929,1.94E-152,538,5.97E-153,538
KAG9264224.1,PRSS27,XP_049324128.1,LOC103042929,1.94E-152,538,5.97E-153,538
KAG9264224.1,PRSS27,XP_049324125.1,LOC103042929,9.68E-153,539,3.24E-153,539
KAG9264224.1,PRSS27,XP_049324129.1,LOC103042929,1.55E-151,535,4.76E-152,535
KAG9264224.1,PRSS27,XP_049324119.1,LOC103042929,1.59E-148,525,5.77E-149,525
KAG9264224.1,PRSS27,XP_049324120.1,LOC103042929,1.01E-146,519,3.68E-147,519
KAG9264225.1,PRSS36,XP_015457110.3,LOC103044070,0.00E+00,1125,0.00E+00,1125
KAG9264226.1,KAG9264226.1,XP_049324163.1,SI:CH211-198P11.6,9.85E-47,185,3.27E-47,185
KAG9264227.1,CLN3,XP_007234539.1,CLN3,1.58E-241,834,5.24E-242,834
KAG9264227.1,CLN3,XP_015457109.1,CLN3,8.08E-239,825,2.76E-239,825
KAG9264228.1,NUDT9,XP_022528413.1,NUDT9,1.09E-194,678,3.61E-195,678
KAG9264229.1,MAPK1,XP_007234538.2,MAPK3,1.12E-212,738,3.72E-213,738
KAG9264230.1,GDPD3,XP_007234537.2,GDPD3A,4.78E-176,616,1.59E-176,616
KAG9264231.1,YPEL3,XP_007234535.1,YPEL3,8.48E-68,255,2.82E-68,255
KAG9264231.1,YPEL3,XP_007234534.1,YPEL3,8.48E-68,255,3.34E-68,255
KAG9264232.1,KAG9264232.1,XP_007234533.2,SI:CH211-11K18.4,1.88E-251,867,6.25E-252,867
KAG9264233.1,RABEP2,XP_022528383.1,RABEP2,2.45E-199,694,8.12E-200,694
KAG9264235.1,ATP2A1,XP_022528372.2,ATP2A1,0.00E+00,1958,0.00E+00,1958
KAG9264235.1,ATP2A1,XP_049323853.1,ATP2A1,0.00E+00,1934,0.00E+00,1934
KAG9264237.1,HSD17B1,XP_007234532.1,HSD17B1,1.13E-163,575,3.25E-164,575
KAG9264238.1,KAG9264238.1,XP_007234531.1,SI:CH73-141C7.1,1.31E-128,458,4.35E-129,458
KAG9264239.1,PIM1,XP_022518612.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264239.1,PIM1,XP_049323857.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264239.1,PIM1,XP_049323858.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264239.1,PIM1,XP_049323859.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264239.1,PIM1,XP_049323860.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264239.1,PIM1,XP_049323861.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264240.1,PIM1,XP_022518612.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264240.1,PIM1,XP_049323857.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264240.1,PIM1,XP_049323858.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264240.1,PIM1,XP_049323859.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264240.1,PIM1,XP_049323860.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264240.1,PIM1,XP_049323861.1,LOC111189179,3.92E-184,643,1.30E-184,643
KAG9264241.1,ACLY,XP_007256318.3,ACLYA,0.00E+00,2178,0.00E+00,2178
KAG9264242.1,CNP,XP_007256321.3,LOC103043047,1.74E-164,578,5.76E-165,578
KAG9264243.1,TTC25,XP_049324149.1,ODAD4,2.68E-246,850,8.89E-247,850
KAG9264244.1,KAG9264244.1,XP_007256324.1,DNAJC7,1.05E-282,971,3.47E-283,971
KAG9264245.1,NKIRAS2,XP_007256322.1,NKIRAS2,2.06E-103,374,6.84E-104,374
KAG9264245.1,NKIRAS2,XP_022528358.1,NKIRAS2,2.06E-103,374,6.84E-104,374
KAG9264246.1,ZNF385B,XP_022528341.2,ZNF385C,8.85E-288,988,2.92E-288,988
KAG9264246.1,ZNF385B,XP_049323690.1,ZNF385C,5.66E-286,982,1.87E-286,982
KAG9264246.1,ZNF385B,XP_049323691.1,ZNF385C,4.53E-285,979,1.49E-285,979
KAG9264248.1,DHX58,XP_022528321.2,DHX58,0.00E+00,1321,0.00E+00,1321
KAG9264249.1,KAT2A,XP_015463098.3,KAT2A,0.00E+00,1581,0.00E+00,1581
KAG9264250.1,RAB5C,XP_007256330.1,RAB5C,5.14E-122,436,1.71E-122,436
KAG9264251.1,KCNH4,XP_015463093.3,KCNH4A,0.00E+00,2184,0.00E+00,2184
KAG9264251.1,KCNH4,XP_022528303.2,KCNH4A,0.00E+00,2178,0.00E+00,2178
KAG9264252.1,KAG9264252.1,XP_007287882.3,HCRT,1.04E-76,285,3.44E-77,285
KAG9264253.1,PLCL2,XP_022528274.2,PLCL5,0.00E+00,2213,0.00E+00,2213
KAG9264254.1,STAT5B,XP_049323864.1,STAT5A,0.00E+00,1555,0.00E+00,1555
KAG9264254.1,STAT5B,XP_049323865.1,STAT5A,0.00E+00,1555,0.00E+00,1555
KAG9264255.1,STAT3,XP_022528246.1,STAT3,0.00E+00,1563,0.00E+00,1563
KAG9264255.1,STAT3,XP_022528253.1,STAT3,0.00E+00,1508,0.00E+00,1508
KAG9264256.1,CAVIN1,XP_007256332.3,CAVIN1A,6.21E-154,543,2.07E-154,543
KAG9264257.1,ATP6V0A1,XP_007256338.1,ATP6V0A1A,0.00E+00,1654,0.00E+00,1654
KAG9264257.1,ATP6V0A1,XP_007256336.1,ATP6V0A1A,0.00E+00,1648,0.00E+00,1648
KAG9264257.1,ATP6V0A1,XP_007256335.1,ATP6V0A1A,0.00E+00,1648,0.00E+00,1648
KAG9264257.1,ATP6V0A1,XP_049323862.1,ATP6V0A1A,0.00E+00,1648,0.00E+00,1648
KAG9264258.1,STK17A,XP_007256339.2,STK17AL,4.56E-197,686,1.52E-197,686
KAG9264259.1,LRRC3,XP_022528209.2,LRRC3CB,6.15E-159,559,2.04E-159,559
KAG9264260.1,TMEM86B,XP_007256344.3,TMEM86B,1.30E-137,488,4.30E-138,488
KAG9264261.1,ASPDH,XP_007256342.2,ASPDH,3.04E-159,560,1.01E-159,560
KAG9264261.1,ASPDH,XP_007256343.2,ASPDH,3.04E-159,560,1.01E-159,560
KAG9264262.1,GYS1,XP_007256341.3,GYS1,0.00E+00,1425,0.00E+00,1425
KAG9264263.1,POLD1,XP_007256346.2,POLD1,0.00E+00,2203,0.00E+00,2203
KAG9264264.1,KRAS,XP_007256345.1,ZGC:55558,5.13E-101,366,1.71E-101,366
KAG9264265.1,SLC17A7,XP_007256348.2,SLC17A7A,0.00E+00,1154,0.00E+00,1154
KAG9264266.1,SLC6A15,XP_007256349.3,SLC6A16A,0.00E+00,1387,0.00E+00,1387
KAG9264267.1,EPS8L1,XP_022528150.2,EPS8L1A,6.52E-290,995,2.11E-290,995
KAG9264268.1,MPRIP,XP_022528145.2,LOC103025413,0.00E+00,2988,0.00E+00,2988
KAG9264268.1,MPRIP,XP_022528139.2,LOC103025413,0.00E+00,2981,0.00E+00,2981
KAG9264268.1,MPRIP,XP_049324150.1,LOC103025413,0.00E+00,2895,0.00E+00,2895
KAG9264269.1,KCNJ12,XP_007256355.2,KCNJ12B,1.56E-238,824,5.19E-239,824
KAG9264269.1,KCNJ12,XP_022528133.1,KCNJ12B,1.56E-238,824,5.19E-239,824
KAG9264270.1,EFTUD2,XP_022528121.1,EFTUD2,0.00E+00,1876,0.00E+00,1876
KAG9264270.1,EFTUD2,XP_007256356.2,EFTUD2,0.00E+00,1860,0.00E+00,1860
KAG9264271.1,GJC1,XP_007256357.2,GJC1,3.63E-263,906,1.21E-263,906
KAG9264271.1,GJC1,XP_022528118.1,GJC1,3.63E-263,906,1.21E-263,906
KAG9264272.1,ST8SIA6,XP_022528093.2,ST8SIA6,8.53E-209,725,2.83E-209,725
KAG9264273.1,RPL19,XP_007256359.1,RPL19,1.17E-88,325,3.91E-89,325
KAG9264273.1,RPL19,XP_049324117.1,RPL19,1.17E-88,325,4.23E-89,325
KAG9264274.1,CACNB1,XP_022528070.2,CACNB1,0.00E+00,1228,0.00E+00,1228
KAG9264275.1,ARL5B,XP_022528051.1,ARL5C,6.29E-99,359,2.09E-99,359
KAG9264276.1,LASP1,XP_022528046.1,LASP1,9.08E-80,296,2.59E-80,296
KAG9264277.1,ATP6V0C,XP_007256360.1,ATP6V0CA,2.66E-71,267,8.84E-72,267
KAG9264278.1,SPSB3,XP_007256361.3,SPSB3A,1.00E-215,748,3.33E-216,748
KAG9264279.1,MRPS34,XP_007256363.1,MRPS34,1.60E-123,441,5.31E-124,441
