,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
1634,Astyanax_pachon,KAG9261783.1,CCNH,Drosophila_melanogaster,NP_524207.1,CYCH,1.1799999999999999e-61,235.0,8.04e-62,235.0
12273,Astyanax_pachon,KAG9275512.1,CCNJ,Drosophila_melanogaster,NP_523903.1,CYCJ,2.04e-15,81.6,1.44e-15,81.6
10762,Astyanax_pachon,KAG9273370.1,CCNL1,Drosophila_melanogaster,NP_569980.1,CG16903,1.1600000000000001e-99,362.0,8.170000000000001e-100,362.0
7824,Astyanax_pachon,KAG9269599.1,CCNQ,Drosophila_melanogaster,NP_732338.1,KOKO,2.2e-40,164.0,1.52e-40,164.0
13166,Astyanax_pachon,KAG9276741.1,CCNY,Drosophila_melanogaster,NP_001260394.1,CYCY,1.48e-99,361.0,1.18e-99,361.0
9144,Astyanax_pachon,KAG9271193.1,CCNYL1,Drosophila_melanogaster,NP_001260394.1,CYCY,7.35e-100,362.0,5.92e-100,362.0
11554,Astyanax_pachon,KAG9274567.1,CCS,Drosophila_melanogaster,NP_001163108.1,CCS,1.26e-65,248.0,8.000000000000001e-66,248.0
12689,Astyanax_pachon,KAG9276189.1,CCSMST1,Drosophila_melanogaster,NP_001286189.1,CG30373,2.1e-06,50.4,1.46e-06,50.4
15773,Astyanax_pachon,KAG9280376.1,CCT2,Drosophila_melanogaster,NP_572524.1,CCT2,1.4700000000000002e-215,747.0,9.909999999999999e-216,747.0
13085,Astyanax_pachon,KAG9276635.1,CCT3,Drosophila_melanogaster,NP_001189236.1,CCT3,9.31e-217,751.0,6.2900000000000005e-217,751.0
2237,Astyanax_pachon,KAG9262619.1,CCT4,Drosophila_melanogaster,NP_609579.1,CCT4,1.01e-204,711.0,6.78e-205,711.0
17936,Astyanax_pachon,KAG9283260.1,CCT5,Drosophila_melanogaster,NP_523707.1,CCT5,6.61e-231,798.0,4.46e-231,798.0
4833,Astyanax_pachon,KAG9265924.1,CCT6,Drosophila_melanogaster,NP_573066.1,CCT6,5.99e-212,735.0,4.04e-212,735.0
11453,Astyanax_pachon,KAG9274389.1,CCT7,Drosophila_melanogaster,NP_649835.1,CCT7,2.3499999999999998e-232,803.0,1.4e-232,803.0
3072,Astyanax_pachon,KAG9263672.1,CCT8,Drosophila_melanogaster,NP_610418.1,CCT8,2.77e-199,693.0,1.82e-199,693.0
17818,Astyanax_pachon,KAG9283112.1,CD109,Drosophila_melanogaster,NP_723301.1,TEP2,8.26e-153,540.0,5.36e-153,540.0
16220,Astyanax_pachon,KAG9280883.1,CD151,Drosophila_melanogaster,NP_725044.1,TSP47F,4.81e-28,123.0,3.08e-28,123.0
15075,Astyanax_pachon,KAG9279584.1,CD209D,Drosophila_melanogaster,NP_001188845.1,LECTIN-GALC1,4.07e-06,50.4,1.72e-06,50.4
3354,Astyanax_pachon,KAG9264027.1,CD2BP2,Drosophila_melanogaster,NP_609404.2,HOLN1,4.26e-38,157.0,2.39e-38,157.0
8023,Astyanax_pachon,KAG9269811.1,CD63,Drosophila_melanogaster,NP_725044.1,TSP47F,5.750000000000001e-29,126.0,3.85e-29,126.0
5931,Astyanax_pachon,KAG9267162.1,CD82,Drosophila_melanogaster,NP_523985.1,TSP66E,2.0600000000000002e-21,101.0,1.4400000000000001e-21,101.0
737,Astyanax_pachon,KAG9260561.1,CDA,Drosophila_melanogaster,NP_001260232.1,CG8360,2.5100000000000004e-27,120.0,1.6300000000000002e-27,120.0
12001,Astyanax_pachon,KAG9275203.1,CDC25A,Drosophila_melanogaster,NP_001260491.1,TWE,1.53e-41,169.0,7.799999999999999e-42,169.0
14141,Astyanax_pachon,KAG9278108.1,CDC34,Drosophila_melanogaster,NP_648783.4,CG7656,2.28e-87,320.0,2.05e-87,320.0
2395,Astyanax_pachon,KAG9262920.1,CDC37,Drosophila_melanogaster,NP_477006.1,CDC37,1.5e-83,308.0,1.02e-83,308.0
17358,Astyanax_pachon,KAG9282513.1,CDC40,Drosophila_melanogaster,NP_651005.1,CG6015,9.17e-198,688.0,6.1500000000000006e-198,688.0
7240,Astyanax_pachon,KAG9268669.1,CDC42BPA,Drosophila_melanogaster,NP_523837.2,GEK,0.0,1087.0,0.0,1087.0
2932,Astyanax_pachon,KAG9263492.1,CDC42SE2,Drosophila_melanogaster,NP_730968.1,SPEC2,1.01e-15,80.5,6.81e-16,80.5
7270,Astyanax_pachon,KAG9268731.1,CDC5L,Drosophila_melanogaster,NP_001163313.1,CDC5,2.13e-249,860.0,1.4499999999999999e-249,860.0
10878,Astyanax_pachon,KAG9273634.1,CDC73,Drosophila_melanogaster,NP_001163564.1,HYX,3.75e-154,543.0,2.56e-154,543.0
14562,Astyanax_pachon,KAG9278827.1,CDCP2,Drosophila_melanogaster,NP_001097758.1,SOL1,2.82e-07,55.1,1.73e-07,55.1
11671,Astyanax_pachon,KAG9274790.1,CDH23,Drosophila_melanogaster,NP_731930.3,CAD88C,9.83e-161,567.0,5.620000000000001e-161,567.0
12146,Astyanax_pachon,KAG9275367.1,CDHR1,Drosophila_melanogaster,NP_001247034.1,CAD86C,2.24e-47,189.0,1.76e-47,189.0
3678,Astyanax_pachon,KAG9264451.1,CDIPT,Drosophila_melanogaster,NP_573055.1,PIS,6.92e-49,192.0,4.89e-49,192.0
6907,Astyanax_pachon,KAG9268240.1,CDK1,Drosophila_melanogaster,NP_476797.1,CDK1,8.469999999999999e-126,448.0,5.6e-126,448.0
9782,Astyanax_pachon,KAG9272095.1,CDK10,Drosophila_melanogaster,NP_523674.1,CDC2RK,1.59e-127,454.0,1.14e-127,454.0
8428,Astyanax_pachon,KAG9270227.1,CDK11A,Drosophila_melanogaster,NP_001246851.1,PITSLRE,2.3799999999999997e-147,521.0,1.5499999999999999e-147,521.0
18361,Astyanax_pachon,KAG9283913.1,CDK14,Drosophila_melanogaster,NP_001036582.1,EIP63E,4.7200000000000003e-125,446.0,3.7800000000000004e-125,446.0
17301,Astyanax_pachon,KAG9282407.1,CDK19,Drosophila_melanogaster,NP_536735.2,CDK8,4.49e-180,629.0,2.79e-180,629.0
571,Astyanax_pachon,KAG9260368.1,CDK2,Drosophila_melanogaster,NP_001163666.1,CDK2,6.080000000000001e-109,392.0,4.270000000000001e-109,392.0
8219,Astyanax_pachon,KAG9270051.1,CDK20,Drosophila_melanogaster,NP_650984.1,CG6800,1.51e-68,258.0,8.94e-69,258.0
627,Astyanax_pachon,KAG9260434.1,CDK4,Drosophila_melanogaster,NP_001286493.1,CDK4,7.07e-78,289.0,4.37e-78,289.0
535,Astyanax_pachon,KAG9260299.1,CDK5RAP1,Drosophila_melanogaster,NP_650002.1,CG6345,1.26e-158,558.0,8.469999999999999e-159,558.0
6543,Astyanax_pachon,KAG9267841.1,CDK5RAP3,Drosophila_melanogaster,NP_726016.1,CG30291,2.78e-69,261.0,1.88e-69,261.0
15231,Astyanax_pachon,KAG9279787.1,CDK6,Drosophila_melanogaster,NP_001286493.1,CDK4,4.15e-79,293.0,2.73e-79,293.0
1673,Astyanax_pachon,KAG9261854.1,CDK7,Drosophila_melanogaster,NP_511044.1,CDK7,7.74e-125,445.0,5.33e-125,445.0
18011,Astyanax_pachon,KAG9283336.1,CDK8,Drosophila_melanogaster,NP_536735.2,CDK8,5.05e-187,652.0,3.33e-187,652.0
4905,Astyanax_pachon,KAG9266031.1,CDK9,Drosophila_melanogaster,NP_477226.2,CDK9,3.79e-155,546.0,2.4e-155,546.0
12817,Astyanax_pachon,KAG9276333.1,CDKAL1,Drosophila_melanogaster,NP_611207.1,CG6550,1.01e-182,638.0,6.63e-183,638.0
12254,Astyanax_pachon,KAG9275484.1,CDKL1,Drosophila_melanogaster,NP_001285634.1,CG7236,4.24e-116,416.0,3.34e-116,416.0
8741,Astyanax_pachon,KAG9270681.1,CDO1,Drosophila_melanogaster,NP_001246409.1,CG5493,9.5e-60,228.0,7.56e-60,228.0
15743,Astyanax_pachon,KAG9280330.1,CDPF1,Drosophila_melanogaster,NP_001262381.1,CG11755,3.52e-19,92.4,3.23e-19,92.4
1581,Astyanax_pachon,KAG9261701.1,CDS1,Drosophila_melanogaster,NP_001286976.1,CDS,5.38e-147,519.0,3.57e-147,519.0
1849,Astyanax_pachon,KAG9262055.1,CDS2,Drosophila_melanogaster,NP_001286976.1,CDS,5.500000000000001e-144,509.0,3.6600000000000005e-144,509.0
1299,Astyanax_pachon,KAG9261252.1,CDT1,Drosophila_melanogaster,NP_001286451.1,DUP,2.02e-60,232.0,1.48e-60,232.0
10234,Astyanax_pachon,KAG9272683.1,CDX4,Drosophila_melanogaster,NP_001368996.1,ANTP,5.62e-15,79.7,5.09e-15,79.7
17809,Astyanax_pachon,KAG9283099.1,CEBPZ,Drosophila_melanogaster,NP_648431.3,NOC1,5.63e-75,281.0,4.1400000000000003e-75,281.0
17810,Astyanax_pachon,KAG9283100.1,CEBPZOS,Drosophila_melanogaster,NP_001137767.1,CG42371,1.47e-06,50.1,9.88e-07,50.1
8818,Astyanax_pachon,KAG9270803.1,CELA2A,Drosophila_melanogaster,NP_648017.1,CG10472,3.71e-39,160.0,2.72e-39,160.0
15872,Astyanax_pachon,KAG9280465.1,CELF2,Drosophila_melanogaster,NP_001260410.1,BRU2,3.88e-98,357.0,3.44e-98,357.0
10841,Astyanax_pachon,KAG9273540.1,CELF4,Drosophila_melanogaster,NP_001369051.1,BRU3,2.49e-106,384.0,1.51e-106,384.0
5651,Astyanax_pachon,KAG9266875.1,CELF5,Drosophila_melanogaster,NP_001369051.1,BRU3,1.4300000000000002e-103,375.0,7.749999999999999e-104,375.0
9985,Astyanax_pachon,KAG9272416.1,CELSR1,Drosophila_melanogaster,NP_001163113.1,STAN,0.0,1628.0,0.0,1628.0
860,Astyanax_pachon,KAG9260724.1,CELSR2,Drosophila_melanogaster,NP_001163113.1,STAN,0.0,1606.0,0.0,1606.0
16604,Astyanax_pachon,KAG9281408.1,CENPA,Drosophila_melanogaster,NP_001027373.1,HIS3:CG33857,8.43e-29,125.0,4.3800000000000004e-29,125.0
877,Astyanax_pachon,KAG9260748.1,CEPT1,Drosophila_melanogaster,NP_725301.1,BBC,4.97e-116,416.0,3.38e-116,416.0
15814,Astyanax_pachon,KAG9280414.1,CERK,Drosophila_melanogaster,NP_649530.2,CERK,2.23e-80,298.0,1.85e-80,298.0
444,Astyanax_pachon,KAG9260161.1,CERS5,Drosophila_melanogaster,NP_652526.1,SCHLANK,1.54e-80,298.0,1.08e-80,298.0
5194,Astyanax_pachon,KAG9266343.1,CERT1,Drosophila_melanogaster,NP_001286978.1,CERT,1.28e-133,475.0,8.44e-134,475.0
9579,Astyanax_pachon,KAG9271866.1,CETN1,Drosophila_melanogaster,NP_001036396.2,CG17493,8.929999999999999e-48,188.0,6.36e-48,188.0
15298,Astyanax_pachon,KAG9279829.1,CFAD,Drosophila_melanogaster,NP_620470.1,CTSK1,3.7000000000000004e-160,563.0,2.49e-160,563.0
9539,Astyanax_pachon,KAG9271768.1,CFAP161,Drosophila_melanogaster,NP_001097339.1,CG34457,7.23e-19,92.8,4.9e-19,92.8
14687,Astyanax_pachon,KAG9278975.1,CFAP20,Drosophila_melanogaster,NP_609402.1,BUG22,1.95e-102,370.0,1.13e-102,370.0
5788,Astyanax_pachon,KAG9267007.1,CFAP410,Drosophila_melanogaster,NP_001163342.1,CG14995,8.390000000000001e-21,99.0,5.02e-21,99.0
17996,Astyanax_pachon,KAG9283330.1,CFAP44,Drosophila_melanogaster,NP_001036333.1,CG34124,5.03e-134,478.0,3.52e-134,478.0
13637,Astyanax_pachon,KAG9277377.1,CFAP52,Drosophila_melanogaster,NP_648065.1,CG10064,4.6400000000000004e-117,420.0,3.76e-117,420.0
10923,Astyanax_pachon,KAG9273686.1,CFAP57,Drosophila_melanogaster,NP_611687.1,TOUS,6.36e-75,281.0,4.13e-75,281.0
11678,Astyanax_pachon,KAG9274811.1,CFL2,Drosophila_melanogaster,NP_477034.1,TSR,2.84e-09,60.1,1.64e-09,60.1
12180,Astyanax_pachon,KAG9275403.1,CGAS,Drosophila_melanogaster,NP_648203.1,CG7194,1.9e-10,65.5,9.09e-11,65.5
17734,Astyanax_pachon,KAG9282990.1,CHAC1,Drosophila_melanogaster,NP_651176.1,CG10365,1.7500000000000002e-43,174.0,1.63e-43,174.0
6560,Astyanax_pachon,KAG9267876.1,CHAC2,Drosophila_melanogaster,NP_572818.1,CG2540,1.96e-41,167.0,2.28e-41,167.0
9010,Astyanax_pachon,KAG9271027.1,CHAF1B,Drosophila_melanogaster,NP_610589.2,CAF1-105,4.85e-83,307.0,3.93e-83,307.0
6241,Astyanax_pachon,KAG9267507.1,CHAT,Drosophila_melanogaster,NP_996239.2,CHAT,8.650000000000001e-129,459.0,6.570000000000001e-129,459.0
14360,Astyanax_pachon,KAG9278567.1,CHCHD2,Drosophila_melanogaster,NP_001285363.1,CHCHD2,6.41e-14,75.5,3.13e-14,75.5
794,Astyanax_pachon,KAG9260639.1,CHCHD4,Drosophila_melanogaster,NP_651770.1,CG7950,3.14e-28,123.0,2.04e-28,123.0
11199,Astyanax_pachon,KAG9274044.1,CHCHD7,Drosophila_melanogaster,NP_001287132.1,CG4186,2.09e-11,66.2,1.37e-11,66.2
4330,Astyanax_pachon,KAG9265316.1,CHD,Drosophila_melanogaster,NP_001259576.1,SOG,1.3100000000000002e-97,356.0,9.689999999999999e-98,356.0
2950,Astyanax_pachon,KAG9263508.1,CHD1,Drosophila_melanogaster,NP_001245851.1,CHD1,0.0,1294.0,0.0,1294.0
10702,Astyanax_pachon,KAG9273268.1,CHD2,Drosophila_melanogaster,NP_001245851.1,CHD1,0.0,1303.0,0.0,1303.0
11391,Astyanax_pachon,KAG9274321.1,CHD3,Drosophila_melanogaster,NP_001014591.1,MI-2,0.0,1667.0,0.0,1667.0
12796,Astyanax_pachon,KAG9276304.1,CHD4,Drosophila_melanogaster,NP_001014591.1,MI-2,0.0,1661.0,0.0,1661.0
536,Astyanax_pachon,KAG9260309.1,CHD5,Drosophila_melanogaster,NP_001014591.1,MI-2,0.0,1732.0,0.0,1732.0
8399,Astyanax_pachon,KAG9270210.1,CHDH,Drosophila_melanogaster,NP_001285251.1,CG45065,1.76e-91,335.0,1.1999999999999999e-91,335.0
4512,Astyanax_pachon,KAG9265594.1,CHEK1,Drosophila_melanogaster,NP_477011.1,GRP,1.07e-121,435.0,7.91e-122,435.0
1811,Astyanax_pachon,KAG9262015.1,CHEK2,Drosophila_melanogaster,NP_477218.1,LOK,3.94e-86,317.0,2.3600000000000002e-86,317.0
700,Astyanax_pachon,KAG9260493.1,CHIA,Drosophila_melanogaster,NP_611542.2,CHT8,3.6000000000000004e-86,317.0,2.44e-86,317.0
10229,Astyanax_pachon,KAG9272682.1,CHIC2,Drosophila_melanogaster,NP_001097947.2,CG5938,6.39e-62,235.0,4.17e-62,235.0
16223,Astyanax_pachon,KAG9280885.1,CHID1,Drosophila_melanogaster,NP_609190.2,CG8460,6.43e-77,286.0,4.43e-77,286.0
10661,Astyanax_pachon,KAG9273226.1,CHKA,Drosophila_melanogaster,NP_001286125.1,CG2201,1.2399999999999998e-54,212.0,1.0799999999999999e-54,212.0
4435,Astyanax_pachon,KAG9265488.1,CHM,Drosophila_melanogaster,NP_477420.1,REP,7.22e-72,270.0,3.69e-72,270.0
9626,Astyanax_pachon,KAG9271917.1,CHMP1B,Drosophila_melanogaster,NP_001287108.1,CHMP1,6.02e-58,222.0,4.13e-58,222.0
6514,Astyanax_pachon,KAG9267801.1,CHMP2A,Drosophila_melanogaster,NP_651455.1,VPS2,3.4099999999999996e-55,213.0,2.67e-55,213.0
2167,Astyanax_pachon,KAG9262524.1,CHMP2B,Drosophila_melanogaster,NP_647947.1,CHMP2B,5.449999999999999e-23,106.0,3.58e-23,106.0
7144,Astyanax_pachon,KAG9268552.1,CHMP3,Drosophila_melanogaster,NP_001303457.1,VPS24,2.72e-54,210.0,1.86e-54,210.0
8507,Astyanax_pachon,KAG9270334.1,CHMP4B,Drosophila_melanogaster,NP_610462.3,SHRB,8.76e-53,205.0,6.02e-53,205.0
11206,Astyanax_pachon,KAG9274057.1,CHMP5,Drosophila_melanogaster,NP_001261994.1,VPS60,3.33e-58,223.0,2.3000000000000002e-58,223.0
3623,Astyanax_pachon,KAG9264355.1,CHMP6,Drosophila_melanogaster,NP_611686.2,VPS20,2.71e-45,180.0,1.9e-45,180.0
9330,Astyanax_pachon,KAG9271468.1,CHN1,Drosophila_melanogaster,NP_727007.1,RHOGAP5A,2.74e-88,324.0,1.98e-88,324.0
13118,Astyanax_pachon,KAG9276688.1,CHN2,Drosophila_melanogaster,NP_727007.1,RHOGAP5A,8.8e-87,319.0,6.34e-87,319.0
4317,Astyanax_pachon,KAG9265283.1,CHORDC1,Drosophila_melanogaster,NP_651226.1,MORA,4.35e-76,283.0,3.12e-76,283.0
11668,Astyanax_pachon,KAG9274785.1,CHP1,Drosophila_melanogaster,NP_001262295.1,ELM,4.69e-57,219.0,3.07e-57,219.0
13837,Astyanax_pachon,KAG9277649.1,CHPF,Drosophila_melanogaster,NP_001285184.1,CHPF,1.12e-72,273.0,7.4e-73,273.0
16022,Astyanax_pachon,KAG9280675.1,CHPT1,Drosophila_melanogaster,NP_610877.2,BBC,2.36e-113,407.0,1.73e-113,407.0
15273,Astyanax_pachon,KAG9279808.1,CHRAC1,Drosophila_melanogaster,NP_001285148.1,CHRAC-16,1.4e-10,63.9,1.11e-10,63.9
7012,Astyanax_pachon,KAG9268413.1,CHRM3,Drosophila_melanogaster,NP_726440.1,MACHR-A,1.0400000000000001e-70,266.0,9.11e-71,266.0
6843,Astyanax_pachon,KAG9268180.1,CHRM5,Drosophila_melanogaster,NP_726440.1,MACHR-A,1.84e-67,255.0,1.87e-67,255.0
7261,Astyanax_pachon,KAG9268715.1,CHRNA2,Drosophila_melanogaster,NP_001262917.1,NACHRALPHA1,4.78e-124,443.0,3.42e-124,443.0
10318,Astyanax_pachon,KAG9272787.1,CHRNA3,Drosophila_melanogaster,NP_001262234.1,NACHRALPHA4,5.21e-115,413.0,3.2299999999999997e-115,413.0
5833,Astyanax_pachon,KAG9267084.1,CHRNA7,Drosophila_melanogaster,NP_001246027.1,NACHRALPHA5,1.29e-137,488.0,1.3899999999999999e-137,488.0
208,Astyanax_pachon,KAG9259759.1,CHRNB2,Drosophila_melanogaster,NP_524483.1,NACHRBETA2,2.38e-112,404.0,1.72e-112,404.0
9719,Astyanax_pachon,KAG9272003.1,CHST1,Drosophila_melanogaster,NP_001285677.1,CG31637,6.45e-18,90.1,5.02e-18,90.1
13392,Astyanax_pachon,KAG9277070.1,CHST11,Drosophila_melanogaster,NP_001286000.1,CG31743,1.07e-51,202.0,7.02e-52,202.0
9774,Astyanax_pachon,KAG9272091.1,CHST6,Drosophila_melanogaster,NP_001285677.1,CG31637,3.52e-18,90.9,2.88e-18,90.9
5370,Astyanax_pachon,KAG9266521.1,CHSY1,Drosophila_melanogaster,NP_001285280.1,CHSY,7.05e-158,556.0,4.83e-158,556.0
2992,Astyanax_pachon,KAG9263555.1,CHSY3,Drosophila_melanogaster,NP_001285280.1,CHSY,1.74e-161,568.0,1.1800000000000001e-161,568.0
9189,Astyanax_pachon,KAG9271319.1,CHT1,Drosophila_melanogaster,NP_650743.1,CHT,2.96e-168,590.0,2.0799999999999999e-168,590.0
8710,Astyanax_pachon,KAG9270629.1,CIAO1A,Drosophila_melanogaster,NP_610996.1,CIAO1,1.6e-28,125.0,1.08e-28,125.0
16170,Astyanax_pachon,KAG9280844.1,CIAO2A,Drosophila_melanogaster,NP_001286644.1,GALLA-1,1.78e-34,144.0,9.340000000000001e-35,144.0
16315,Astyanax_pachon,KAG9281008.1,CIB2,Drosophila_melanogaster,NP_611523.3,CIB2,8.83e-60,228.0,6.01e-60,228.0
14460,Astyanax_pachon,KAG9278655.1,CIB3,Drosophila_melanogaster,NP_611523.3,CIB2,8.83e-60,228.0,6.01e-60,228.0
119,Astyanax_pachon,KAG9259622.1,CISD2,Drosophila_melanogaster,NP_651684.1,CISD2,1.6600000000000002e-26,117.0,1.1e-26,117.0
9721,Astyanax_pachon,KAG9272007.1,CKAP5,Drosophila_melanogaster,NP_001163627.1,MSPS,0.0,1213.0,0.0,1213.0
17552,Astyanax_pachon,KAG9282811.1,CKB,Drosophila_melanogaster,NP_001097556.2,ARGK1,1.79e-77,288.0,9.81e-78,288.0
17100,Astyanax_pachon,KAG9282155.1,CKM,Drosophila_melanogaster,NP_001097556.2,ARGK1,3.9e-78,290.0,2.45e-78,290.0
2420,Astyanax_pachon,KAG9262962.1,CKMT2,Drosophila_melanogaster,NP_648284.1,ARGK2,9.62e-63,239.0,6.02e-63,239.0
14938,Astyanax_pachon,KAG9279369.1,CKS1B,Drosophila_melanogaster,NP_476947.1,CKS30A,1.8700000000000002e-29,126.0,1.1900000000000001e-29,126.0
5196,Astyanax_pachon,KAG9266346.1,CKS2,Drosophila_melanogaster,NP_476947.1,CKS30A,1.44e-28,123.0,9.54e-29,123.0
9095,Astyanax_pachon,KAG9271133.1,CLASP1,Drosophila_melanogaster,NP_524651.2,CHB,1.91e-143,509.0,1.22e-143,509.0
5807,Astyanax_pachon,KAG9267036.1,CLASP1B,Drosophila_melanogaster,NP_524651.2,CHB,3.61e-146,518.0,2.3799999999999997e-146,518.0
4333,Astyanax_pachon,KAG9265317.1,CLCN2,Drosophila_melanogaster,NP_001097751.2,CLC-A,8.58e-205,712.0,6.479999999999999e-205,712.0
11537,Astyanax_pachon,KAG9274556.1,CLCN3,Drosophila_melanogaster,NP_648834.1,CLC-C,4.31e-258,889.0,2.7299999999999997e-258,889.0
5804,Astyanax_pachon,KAG9267034.1,CLCN4,Drosophila_melanogaster,NP_648834.1,CLC-C,9.480000000000001e-259,891.0,6.820000000000001e-259,891.0
4581,Astyanax_pachon,KAG9265699.1,CLCN5,Drosophila_melanogaster,NP_648834.1,CLC-C,1.7e-254,877.0,1.12e-254,877.0
3221,Astyanax_pachon,KAG9263860.1,CLCN7,Drosophila_melanogaster,NP_610798.1,CLC-B,1.4500000000000001e-179,628.0,1e-179,628.0
3209,Astyanax_pachon,KAG9263849.1,CLEC16A,Drosophila_melanogaster,NP_001034058.1,EMA,1.29e-233,808.0,8.009999999999999e-234,808.0
253,Astyanax_pachon,KAG9259862.1,CLEC17A,Drosophila_melanogaster,NP_001014490.1,LECTIN-37DB,2.16e-09,60.8,1.02e-09,60.8
14925,Astyanax_pachon,KAG9279353.1,CLEC4E,Drosophila_melanogaster,NP_652637.1,LECTIN-24A,9.86e-06,48.9,7.36e-06,48.9
15077,Astyanax_pachon,KAG9279585.1,CLEC4F,Drosophila_melanogaster,NP_728586.1,TFC,8.9e-13,72.4,4.14e-13,72.4
229,Astyanax_pachon,KAG9259782.1,CLEC4M,Drosophila_melanogaster,NP_001014490.1,LECTIN-37DB,3.63e-09,60.1,1.66e-09,60.1
10255,Astyanax_pachon,KAG9272711.1,CLIC2,Drosophila_melanogaster,NP_001259537.2,CLIC,7.66e-24,109.0,5.4899999999999995e-24,109.0
5061,Astyanax_pachon,KAG9266225.1,CLIC4,Drosophila_melanogaster,NP_001259537.2,CLIC,7.5e-24,109.0,5.4899999999999995e-24,109.0
7267,Astyanax_pachon,KAG9268728.1,CLIC5,Drosophila_melanogaster,NP_001259537.2,CLIC,1.22e-22,105.0,8.789999999999999e-23,105.0
14951,Astyanax_pachon,KAG9279393.1,CLK2,Drosophila_melanogaster,NP_001014682.1,DOA,1.0199999999999999e-142,505.0,6.69e-143,505.0
3460,Astyanax_pachon,KAG9264227.1,CLN3,Drosophila_melanogaster,NP_001261999.1,CLN3,5.61e-79,293.0,3.63e-79,293.0
10382,Astyanax_pachon,KAG9272857.1,CLNS1A,Drosophila_melanogaster,NP_611237.2,ICLN,1.26e-10,65.1,7.45e-11,65.1
9878,Astyanax_pachon,KAG9272220.1,CLP1,Drosophila_melanogaster,NP_610876.1,CBC,1.95e-127,454.0,1.25e-127,454.0
3250,Astyanax_pachon,KAG9263924.1,CLPP,Drosophila_melanogaster,NP_001260332.1,CLPP,6.790000000000001e-79,292.0,4.3600000000000006e-79,292.0
14671,Astyanax_pachon,KAG9278945.1,CLPTM1L,Drosophila_melanogaster,NP_572861.1,CG4332,7.750000000000001e-123,439.0,5.43e-123,439.0
5358,Astyanax_pachon,KAG9266514.1,CLPX,Drosophila_melanogaster,NP_650843.1,CLPX,2.57e-164,577.0,1.8600000000000003e-164,577.0
7913,Astyanax_pachon,KAG9269720.1,CLSTN1,Drosophila_melanogaster,NP_001284722.1,CALS,1.56e-107,389.0,1.06e-107,389.0
11027,Astyanax_pachon,KAG9273793.1,CLSTN2,Drosophila_melanogaster,NP_001284722.1,CALS,1.41e-113,409.0,1.0099999999999999e-113,409.0
3177,Astyanax_pachon,KAG9263816.1,CLTB,Drosophila_melanogaster,NP_001163480.1,CLC,5.21e-21,99.4,3.59e-21,99.4
2712,Astyanax_pachon,KAG9263240.1,CLTC,Drosophila_melanogaster,NP_001096993.1,CHC,0.0,2710.0,0.0,2710.0
17782,Astyanax_pachon,KAG9283070.1,CLVS2,Drosophila_melanogaster,NP_648579.3,CG10657,3.8500000000000004e-32,137.0,2.6300000000000004e-32,137.0
16087,Astyanax_pachon,KAG9280760.1,CMASB,Drosophila_melanogaster,NP_730474.2,CSAS,2.03e-28,125.0,7.99e-29,125.0
4844,Astyanax_pachon,KAG9265933.1,CMC4,Drosophila_melanogaster,NP_001137733.1,CG42381,3.94e-09,58.2,3.15e-09,58.2
10906,Astyanax_pachon,KAG9273671.1,CMPK,Drosophila_melanogaster,NP_651456.1,CMPK,6.320000000000001e-64,242.0,4.9100000000000005e-64,242.0
5348,Astyanax_pachon,KAG9266502.1,CMTR2,Drosophila_melanogaster,NP_477413.1,AFT,2.48e-73,275.0,1.58e-73,275.0
14663,Astyanax_pachon,KAG9278936.1,CNDP2,Drosophila_melanogaster,NP_610181.2,CNDP2,1.82e-173,607.0,1.23e-173,607.0
1074,Astyanax_pachon,KAG9260938.1,CNEP1R1,Drosophila_melanogaster,NP_729617.1,CNEP1R2,5.71e-35,145.0,3.9000000000000003e-35,145.0
7674,Astyanax_pachon,KAG9269399.1,CNGA1,Drosophila_melanogaster,NP_477116.1,CNGA,3.22e-152,537.0,2.0299999999999997e-152,537.0
9598,Astyanax_pachon,KAG9271881.1,CNGA2,Drosophila_melanogaster,NP_477116.1,CNGA,7.3e-159,559.0,4.829999999999999e-159,559.0
13531,Astyanax_pachon,KAG9277224.1,CNGA3,Drosophila_melanogaster,NP_477116.1,CNGA,6.1500000000000005e-155,546.0,3.96e-155,546.0
3849,Astyanax_pachon,KAG9264686.1,CNN3,Drosophila_melanogaster,NP_647860.1,CHD64,1.24e-30,132.0,4.73e-31,132.0
12172,Astyanax_pachon,KAG9275386.1,CNNM2,Drosophila_melanogaster,NP_001104390.2,UEX,9.060000000000001e-156,549.0,6.200000000000001e-156,549.0
1768,Astyanax_pachon,KAG9261974.1,CNNM4,Drosophila_melanogaster,NP_001104390.2,UEX,7.34e-152,536.0,5.08e-152,536.0
9636,Astyanax_pachon,KAG9271952.1,CNOT1,Drosophila_melanogaster,NP_001097243.1,NOT1,0.0,1923.0,0.0,1923.0
8975,Astyanax_pachon,KAG9270958.1,CNOT11,Drosophila_melanogaster,NP_726406.1,NOT11,2.63e-60,231.0,9.81e-61,231.0
16258,Astyanax_pachon,KAG9280939.1,CNOT2,Drosophila_melanogaster,NP_001287183.1,RGA,3.7299999999999996e-67,254.0,2.7399999999999998e-67,254.0
14976,Astyanax_pachon,KAG9279416.1,CNOT3,Drosophila_melanogaster,NP_001260712.1,NOT3,6.55e-123,440.0,4.07e-123,440.0
