,# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
16171,KAG9269847.1,TNNC1,XP_007236370.1,TNNC1A,2.02e-54,211.0,6.71e-55,211.0
16173,KAG9269849.1,VGLL4,XP_007236371.1,VGLL4A,1.25e-149,528.0,4.16e-150,528.0
22264,KAG9273914.1,SPPL2B,XP_007236385.3,SPPL2,0.0,1113.0,0.0,1113.0
22265,KAG9273915.1,DAPK3,XP_007236387.1,DAPK3,8.56e-236,815.0,2.84e-236,815.0
22258,KAG9273912.1,INSR,XP_007236388.3,INSRA,0.0,2737.0,0.0,2737.0
22255,KAG9273909.1,MFSD14A,XP_007236389.3,MFSD14A2,1.71e-275,947.0,5.6800000000000005e-276,947.0
22248,KAG9273907.1,KAG9273907.1,XP_007236390.1,MYADMB,7.46e-169,592.0,2.4800000000000002e-169,592.0
34120,KAG9281600.1,KAG9281600.1,XP_007236395.2,TMEM250,1.33e-59,228.0,4.4199999999999996e-60,228.0
34121,KAG9281600.1,KAG9281600.1,XP_007236396.2,TMEM250,1.33e-59,228.0,4.4199999999999996e-60,228.0
34117,KAG9281597.1,PLPP7,XP_007236399.3,LOC103043147,1.74e-150,531.0,5.77e-151,531.0
25477,KAG9276108.1,COASY,XP_007236407.3,COASY,0.0,1093.0,0.0,1093.0
25482,KAG9276110.1,PUS3,XP_007236408.3,PUS3,5.91e-274,942.0,1.76e-274,942.0
25484,KAG9276111.1,GRN,XP_007236409.3,GRNB,0.0,1571.0,0.0,1571.0
25487,KAG9276113.1,ARF1,XP_007236412.2,ARF2B,1.9900000000000002e-100,364.0,6.6e-101,364.0
25476,KAG9276106.1,NAGLU,XP_007236414.1,NAGLU,0.0,1539.0,0.0,1539.0
34887,KAG9282104.1,KLHL13,XP_007236421.1,KLHL13,0.0,1186.0,0.0,1186.0
34891,KAG9282106.1,LRRN4,XP_007236430.2,LOC103026569,2.63e-128,457.0,8.730000000000001e-129,457.0
29014,KAG9278295.1,KLHL24,XP_007236437.2,KLHL24A,0.0,1194.0,0.0,1194.0
29011,KAG9278292.1,MTERF4,XP_007236438.3,MTERF4,1e-178,625.0,3.3200000000000005e-179,625.0
29013,KAG9278294.1,GPR148,XP_007236442.3,LOC103031974,4.52e-203,706.0,1.5e-203,706.0
17692,KAG9270838.1,SLC16A1,XP_007236445.3,SLC16A1B,5.589999999999999e-268,922.0,1.86e-268,922.0
17693,KAG9270838.1,SLC16A1,XP_007236446.3,SLC16A1B,5.589999999999999e-268,922.0,1.86e-268,922.0
17696,KAG9270841.1,PRDM2,XP_007236447.3,PRDM2A,0.0,2945.0,0.0,2945.0
4664,KAG9262300.1,MMD2,XP_007236452.2,LOC103036110,4.74e-140,496.0,1.5699999999999998e-140,496.0
4668,KAG9262302.1,EN1,XP_007236460.1,EN1B,7.21e-141,499.0,2.3999999999999998e-141,499.0
24153,KAG9275223.1,SLF2,XP_007236464.3,SLF2,0.0,2217.0,0.0,2217.0
24149,KAG9275220.1,POMK,XP_007236467.3,POMK,6.75e-202,702.0,2.24e-202,702.0
24150,KAG9275221.1,DCAF10,XP_007236468.2,WDR32,4.01e-288,989.0,1.3299999999999998e-288,989.0
24147,KAG9275218.1,YIPF5,XP_007236469.3,ZGC:123321,2.03e-136,484.0,6.75e-137,484.0
24142,KAG9275216.1,KAG9275216.1,XP_007236470.3,SI:DKEY-33C12.4,1.47e-295,1014.0,4.86e-296,1014.0
24141,KAG9275216.1,KAG9275216.1,XP_007236471.3,SI:DKEY-33C12.4,2.29e-297,1020.0,7.5499999999999996e-298,1020.0
24140,KAG9275215.1,INA,XP_007236476.1,SI:DKEY-33C12.3,2.6799999999999998e-188,657.0,8.92e-189,657.0
24139,KAG9275214.1,MRPS26,XP_007236477.3,MRPS26,2.84e-101,367.0,9.44e-102,367.0
24137,KAG9275212.1,KAG9275212.1,XP_007236479.2,LOXL3B,0.0,1748.0,0.0,1748.0
24138,KAG9275213.1,HTRA2,XP_007236480.2,LOC103043568,9.79e-246,848.0,3.25e-246,848.0
24135,KAG9275210.1,MAVS,XP_007236481.3,MAVS,2.04e-287,987.0,6.79e-288,987.0
24136,KAG9275211.1,PANK2,XP_007236482.3,PANK2,1.1199999999999999e-255,881.0,3.72e-256,881.0
24132,KAG9275207.1,KAG9275207.1,XP_007236483.3,RAB11FIP5A,0.0,3003.0,0.0,3003.0
24130,KAG9275205.1,EMX1,XP_007236486.1,EMX1,1.2499999999999999e-131,468.0,4.1500000000000004e-132,468.0
24148,KAG9275219.1,GRXCR1,XP_007236489.2,GRXCR1B,2.08e-61,234.0,7e-62,234.0
24133,KAG9275208.1,GPR151,XP_007236491.3,LOC103046721,4.4e-209,726.0,1.46e-209,726.0
23372,KAG9274694.1,PLPP3,XP_007236492.1,LOC103047026,1.1699999999999999e-176,618.0,3.89e-177,618.0
23378,KAG9274700.1,MNX1,XP_007236506.3,MNX1,2.18e-139,494.0,7.24e-140,494.0
33663,KAG9281278.1,HERPUD2,XP_007236509.3,LOC103026470,1.3600000000000002e-210,731.0,4.51e-211,731.0
30919,KAG9279596.1,C1GALT1,XP_007236516.3,C1GALT1A,1.36e-195,681.0,4.51e-196,681.0
30913,KAG9279591.1,GLCCI1,XP_007236518.3,GLCCI1A,5.9e-255,879.0,1.96e-255,879.0
30911,KAG9279590.1,RIMS3,XP_007236519.3,RIMS3,2.5399999999999997e-170,597.0,8.43e-171,597.0
30918,KAG9279595.1,COL28A1,XP_007236522.3,COL28A1A,0.0,1163.0,0.0,1163.0
20598,KAG9272766.1,BTK,XP_007236532.1,BTK,0.0,1290.0,0.0,1290.0
20597,KAG9272765.1,UQCRQ,XP_007236533.2,LOC103035169,2.26e-42,170.0,7.510000000000001e-43,170.0
20607,KAG9272774.1,HSPA9,XP_007236538.3,HSPA9,0.0,1268.0,0.0,1268.0
20608,KAG9272776.1,SPINK2,XP_007236539.2,SI:CH211-195B11.3,1.8100000000000002e-47,187.0,6.01e-48,187.0
20611,KAG9272778.1,TMEM129,XP_007236540.3,TMEM129,1.0200000000000001e-212,738.0,3.39e-213,738.0
30773,KAG9279483.1,KAG9279483.1,XP_007236548.3,SI:DKEYP-113D7.10,2.11e-205,714.0,1.08e-205,714.0
30772,KAG9279482.1,STX1B,XP_007236558.1,STX1B,7.09e-144,509.0,2.3600000000000002e-144,509.0
30767,KAG9279479.1,KAG9279479.1,XP_007236560.3,LOC103043362,4.4300000000000005e-193,673.0,1.56e-193,673.0
30761,KAG9279476.1,EIF1B,XP_007236561.1,EIF1,3.38e-61,233.0,1.12e-61,233.0
37111,KAG9283601.1,PDP1,XP_007236564.1,PDP1,0.0,1065.0,0.0,1065.0
37112,KAG9283601.1,PDP1,XP_007236565.1,PDP1,0.0,1065.0,0.0,1065.0
37109,KAG9283599.1,GEM,XP_007236566.2,GEM,2.17e-145,514.0,7.21e-146,514.0
37107,KAG9283598.1,RAD54B,XP_007236568.3,RAD54B,0.0,1837.0,0.0,1837.0
37103,KAG9283596.1,KAG9283596.1,XP_007236572.3,VIRMA,0.0,3132.0,0.0,3132.0
37104,KAG9283596.1,KAG9283596.1,XP_007236573.3,VIRMA,0.0,3101.0,0.0,3101.0
37101,KAG9283595.1,ESRP1,XP_007236574.3,ESRP1,0.0,1379.0,0.0,1379.0
37102,KAG9283595.1,ESRP1,XP_007236575.3,ESRP1,0.0,1366.0,0.0,1366.0
37097,KAG9283593.1,PTPN3,XP_007236576.1,PTPN3,0.0,1722.0,0.0,1722.0
37096,KAG9283592.1,SGK1,XP_007236577.3,SGK2B,1.2e-237,821.0,4e-238,821.0
37091,KAG9283591.1,L3MBTL3,XP_007236581.3,L3MBTL1B,0.0,1540.0,0.0,1540.0
37090,KAG9283590.1,TMEM200B,XP_007236583.3,LOC103023753,3.4400000000000005e-144,510.0,1.14e-144,510.0
37088,KAG9283588.1,KAG9283588.1,XP_007236586.1,TRIM35-28,3.15e-281,966.0,1.0500000000000001e-281,966.0
11472,KAG9266922.1,PPP1R2,XP_007236599.2,PPP1R2,1.28e-87,322.0,3.21e-88,322.0
11473,KAG9266922.1,PPP1R2,XP_007236600.2,PPP1R2,8.16e-86,316.0,2.04e-86,316.0
11474,KAG9266923.1,IFI44,XP_007236601.2,IFI44G,5.8e-192,669.0,1.92e-192,669.0
11475,KAG9266924.1,MFSD14A,XP_007236602.1,MFSD14A1,3.45e-272,936.0,1.1500000000000001e-272,936.0
11476,KAG9266925.1,KAG9266925.1,XP_007236605.3,SASS6,2.06e-287,987.0,6.829999999999999e-288,987.0
11479,KAG9266928.1,TIMM13,XP_007236608.1,TIMM13,5e-48,189.0,1.66e-48,189.0
11484,KAG9266932.1,INSR,XP_007236609.3,INSRB,0.0,2743.0,0.0,2743.0
29184,KAG9278443.1,INHBA,XP_007236623.1,INHBAB,4.17e-233,806.0,1.3799999999999999e-233,806.0
29181,KAG9278442.1,RALA,XP_007236624.1,RALAB,4.2100000000000004e-109,393.0,1.4000000000000001e-109,393.0
29182,KAG9278442.1,RALA,XP_007236626.1,RALAB,4.2100000000000004e-109,393.0,1.4000000000000001e-109,393.0
29179,KAG9278439.1,IMPA1,XP_007236632.1,IMPA1,3.01e-162,570.0,1e-162,570.0
8544,KAG9264971.1,KAG9264971.1,XP_007236638.2,UNC119A,6.22e-117,419.0,2.07e-117,419.0
30755,KAG9279465.1,KAG9279465.1,XP_007236660.4,LOC103022405,8.41e-203,705.0,2.79e-203,705.0
29942,KAG9278938.1,GPR20,XP_007236668.3,LOC103024905,5.9000000000000005e-198,689.0,1.96e-198,689.0
14987,KAG9269162.1,KAG9269162.1,XP_007236671.3,C13H1ORF52,1.2899999999999998e-91,335.0,4.27e-92,335.0
29567,KAG9278692.1,TCF3,XP_007236678.2,TCF3A,0.0,1205.0,0.0,1205.0
29566,KAG9278691.1,UQCR11,XP_007236680.1,LOC103029020,3.87e-18,89.0,1.24e-18,89.0
29563,KAG9278689.1,MEX3D,XP_007236681.3,LOC103029329,0.0,1141.0,0.0,1141.0
28727,KAG9278118.1,MPZ,XP_007236691.3,MPZ,2.19e-151,534.0,7.26e-152,534.0
28729,KAG9278118.1,MPZ,XP_007236692.3,MPZ,7.340000000000001e-144,509.0,2.3000000000000003e-144,509.0
28728,KAG9278118.1,MPZ,XP_007236693.3,MPZ,3.6700000000000003e-144,510.0,1.12e-144,510.0
28717,KAG9278115.1,TMEM55BA,XP_007236694.1,PIP4P1A,4.74e-158,556.0,1.57e-158,556.0
28716,KAG9278114.1,PIH1D3,XP_007236695.2,DNAAF6,8.83e-100,362.0,2.93e-100,362.0
28075,KAG9277730.1,ZBTB11,XP_007236702.3,ZBTB11,0.0,1288.0,0.0,1288.0
28073,KAG9277728.1,ATNB233,XP_007236705.3,ATP1B1A,2.84e-177,620.0,9.42e-178,620.0
28069,KAG9277725.1,BIVM,XP_007236706.2,LOC103038303,0.0,1037.0,0.0,1037.0
28066,KAG9277723.1,MRPL47,XP_007236707.3,MRPL47,2.58e-137,487.0,8.579999999999999e-138,487.0
28065,KAG9277722.1,NDUFB5,XP_007236708.2,NDUFB5,3.19e-102,370.0,1.06e-102,370.0
28060,KAG9277721.1,USP13,XP_007236711.3,USP13,0.0,1732.0,0.0,1732.0
28061,KAG9277721.1,USP13,XP_007236712.3,USP13,0.0,1726.0,0.0,1726.0
28062,KAG9277721.1,USP13,XP_007236713.3,USP13,0.0,1712.0,0.0,1712.0
32029,KAG9280316.1,DYRK2,XP_007236719.1,DYRK2,0.0,1169.0,0.0,1169.0
32027,KAG9280314.1,CAND1,XP_007236724.2,CAND1,0.0,2338.0,0.0,2338.0
34554,KAG9281862.1,ANAPC2,XP_007236726.3,ANAPC2,0.0,1561.0,0.0,1561.0
34551,KAG9281860.1,SPAG8,XP_007236727.3,SPAG8,1.02e-100,365.0,3.39e-101,365.0
34550,KAG9281859.1,MCH1,XP_007236729.2,PMCHL,1.82e-61,234.0,6.06e-62,234.0
34548,KAG9281858.1,CCNB1,XP_007236730.3,CCNB1,3.46e-217,753.0,1.15e-217,753.0
34549,KAG9281858.1,CCNB1,XP_007236731.3,CCNB1,2.21e-215,747.0,7.33e-216,747.0
17803,KAG9270920.1,AMT,XP_007236741.2,AMT,3.03e-238,823.0,1e-238,823.0
17806,KAG9270922.1,DFFB,XP_007236742.3,DFFB,5.7e-192,669.0,1.9e-192,669.0
17808,KAG9270924.1,B3GNT7,XP_007236743.2,B3GNT7L,2.41e-234,810.0,7.99e-235,810.0
17809,KAG9270925.1,LRRC47,XP_007236744.3,LRRC47,5.63e-227,786.0,1.88e-227,786.0
17810,KAG9270926.1,SMIM1,XP_007236745.2,SMIM1,1.31e-34,144.0,4.36e-35,144.0
17811,KAG9270926.1,SMIM1,XP_007236746.2,SMIM1,1.31e-34,144.0,4.36e-35,144.0
9360,KAG9265524.1,PPP1R3B,XP_007236761.3,PPP1R3B,1.16e-173,608.0,3.86e-174,608.0
8604,KAG9265006.1,GBE1,XP_007236767.3,GBE1B,0.0,1439.0,0.0,1439.0
8605,KAG9265007.1,SLC7A1,XP_007236768.3,SLC7A1B,0.0,1254.0,0.0,1254.0
8612,KAG9265009.1,STOM,XP_007236769.2,STOML3A,2.6300000000000002e-155,547.0,9.19e-156,547.0
8614,KAG9265011.1,FOXO1A,XP_007236771.2,FOXO1A,0.0,1052.0,0.0,1052.0
8615,KAG9265011.1,FOXO1A,XP_007236772.2,FOXO1A,0.0,1052.0,0.0,1052.0
8616,KAG9265012.1,COG6,XP_007236774.2,COG6,0.0,1229.0,0.0,1229.0
8617,KAG9265013.1,KAG9265013.1,XP_007236775.1,LOC103033992,6.24e-114,409.0,2.07e-114,409.0
8618,KAG9265014.1,NEK3,XP_007236776.3,NEK3,1.33e-271,934.0,4.41e-272,934.0
8619,KAG9265015.1,LPAR6,XP_007236778.3,LPAR6A,3.68e-196,683.0,1.2499999999999999e-196,683.0
8623,KAG9265018.1,FNDC3A,XP_007236779.3,FNDC3A,0.0,2466.0,0.0,2466.0
8624,KAG9265018.1,FNDC3A,XP_007236780.3,FNDC3A,0.0,2466.0,0.0,2466.0
8625,KAG9265018.1,FNDC3A,XP_007236781.3,FNDC3A,0.0,2397.0,0.0,2397.0
8622,KAG9265017.1,CYSLTR2,XP_007236783.2,CYSLTR2B,1.44e-195,681.0,4.78e-196,681.0
8620,KAG9265016.1,RCBTB2,XP_007236785.3,RCBTB2,0.0,1069.0,0.0,1069.0
8621,KAG9265016.1,RCBTB2,XP_007236786.3,RCBTB2,0.0,1069.0,0.0,1069.0
8627,KAG9265019.1,RCSD1,XP_007236787.3,ZGC:153184,2.58e-139,494.0,7.959999999999999e-140,494.0
8628,KAG9265020.1,TTMP,XP_007236788.3,LOC103037661,2.1899999999999998e-136,484.0,7.27e-137,484.0
8632,KAG9265024.1,RAB30,XP_007236789.1,RAB30,1.24e-112,405.0,3.33e-113,405.0
8630,KAG9265022.1,MID1IP1B,XP_007236791.2,THRSP,9.61e-71,265.0,3.19e-71,265.0
8633,KAG9265025.1,PRCP,XP_007236792.3,LOC103038921,9.63e-292,1001.0,3.1899999999999997e-292,1001.0
8634,KAG9265026.1,FAM181B,XP_007236793.3,LOC103039236,2.3e-185,647.0,7.65e-186,647.0
8682,KAG9265051.1,KAG9265051.1,XP_007236794.1,SI:DKEY-35I13.1,8.34e-78,289.0,2.77e-78,289.0
8681,KAG9265050.1,EIF4H,XP_007236797.2,EIF4H,1.9e-123,441.0,6.180000000000001e-124,441.0
8677,KAG9265049.1,RFFL,XP_007236802.2,RFFL,1.08e-206,718.0,3.58e-207,718.0
8678,KAG9265049.1,RFFL,XP_007236805.2,RFFL,1.08e-206,718.0,3.58e-207,718.0
8679,KAG9265049.1,RFFL,XP_007236807.2,RFFL,1.08e-206,718.0,3.58e-207,718.0
8676,KAG9265048.1,TFDP2,XP_007236809.3,TFDP2,3.4700000000000004e-223,773.0,1.1500000000000002e-223,773.0
8674,KAG9265046.1,TRIM50,XP_007236812.1,LOC103044686,9.729999999999999e-286,981.0,3.23e-286,981.0
8669,KAG9265045.1,ECE2,XP_007236814.2,ECE2B,0.0,1610.0,0.0,1610.0
8670,KAG9265045.1,ECE2,XP_007236815.2,ECE2B,0.0,1550.0,0.0,1550.0
8671,KAG9265045.1,ECE2,XP_007236816.2,ECE2B,0.0,1550.0,0.0,1550.0
8672,KAG9265045.1,ECE2,XP_007236817.2,ECE2B,0.0,1550.0,0.0,1550.0
8668,KAG9265044.1,CFB,XP_007236818.3,SI:CH1073-280E3.1,0.0,1717.0,0.0,1717.0
8659,KAG9265041.1,TRIM25,XP_007236822.3,FTR86,0.0,1223.0,0.0,1223.0
8660,KAG9265041.1,TRIM25,XP_007236823.3,FTR86,0.0,1221.0,0.0,1221.0
8658,KAG9265040.1,C1QL4,XP_007236824.2,CBLN20,4.21e-121,433.0,1.4e-121,433.0
8657,KAG9265039.1,C1QL4,XP_007236826.2,CBLN18,1.54e-138,491.0,5.12e-139,491.0
8655,KAG9265037.1,ANO7,XP_007236828.2,ANO7,0.0,1767.0,0.0,1767.0
8653,KAG9265035.1,P2RY14,XP_007236830.2,LOC103022923,1.18e-191,668.0,3.92e-192,668.0
8651,KAG9265033.1,GPR171,XP_007236832.2,GPR171,2.4e-182,637.0,7.980000000000001e-183,637.0
8650,KAG9265032.1,CLRN1,XP_007236833.1,CLRN1,1.6100000000000002e-129,461.0,5.34e-130,461.0
8648,KAG9265030.1,MAML2,XP_007236836.3,ZMP:0000001236,0.0,1591.0,0.0,1591.0
8647,KAG9265029.1,GAB2,XP_007236837.2,GAB2,0.0,1295.0,0.0,1295.0
8646,KAG9265028.1,NARS2,XP_007236838.3,NARS2,5.0400000000000005e-283,972.0,1.67e-283,972.0
8691,KAG9265054.1,LIPT2,XP_007236839.3,LIPT2,2.81e-131,467.0,8.340000000000001e-132,467.0
8693,KAG9265056.1,RNF169,XP_007236842.4,RNF169,0.0,1295.0,0.0,1295.0
8696,KAG9265060.1,PGM2L1,XP_007236843.3,PGM2L1,0.0,1250.0,0.0,1250.0
8697,KAG9265061.1,OR52E4,XP_007236851.2,LOC103029760,9.570000000000001e-179,625.0,3.18e-179,625.0
8698,KAG9265062.1,OR52E4,XP_007236852.3,OR55C1,9.56e-176,615.0,3.18e-176,615.0
8699,KAG9265063.1,OR52K1,XP_007236853.2,LOC103030401,3.06e-174,610.0,1.0199999999999999e-174,610.0
8702,KAG9265066.1,OR52E8,XP_007236854.3,OR55E1,6.4200000000000004e-195,679.0,1.98e-195,679.0
8703,KAG9265067.1,OR52K1,XP_007236855.3,LOC103031028,2.6400000000000002e-164,577.0,8.87e-165,577.0
8704,KAG9265068.1,OR52K1,XP_007236857.1,LOC103031664,1.98e-172,604.0,6.56e-173,604.0
8705,KAG9265069.1,OR52K1,XP_007236858.3,LOC103031978,3.53e-156,550.0,1.17e-156,550.0
8707,KAG9265071.1,OR52K1,XP_007236859.3,LOC103032306,4.86e-176,616.0,1.61e-176,616.0
8710,KAG9265074.1,OR52K1,XP_007236860.2,LOC103032622,2.49e-173,607.0,8.26e-174,607.0
8712,KAG9265076.1,OR52K1,XP_007236861.2,LOC103032930,4.81e-176,616.0,1.6e-176,616.0
8715,KAG9265079.1,OR52K1,XP_007236862.3,LOC103033250,7.77e-175,612.0,2.58e-175,612.0
8726,KAG9265088.1,ATG16L1,XP_007236866.3,LOC103034420,0.0,1088.0,0.0,1088.0
8730,KAG9265093.1,MAPT,XP_007236870.3,LOC103035587,0.0,1242.0,0.0,1242.0
8737,KAG9265095.1,KAG9265095.1,XP_007236877.3,SSH2A,0.0,2271.0,0.0,2271.0
8738,KAG9265095.1,KAG9265095.1,XP_007236878.3,SSH2A,0.0,2203.0,0.0,2203.0
8733,KAG9265094.1,ANKRD13B,XP_007236879.3,ANKRD13B,0.0,1173.0,0.0,1173.0
8734,KAG9265094.1,ANKRD13B,XP_007236880.3,ANKRD13B,0.0,1167.0,0.0,1167.0
8739,KAG9265096.1,SLC6A4,XP_007236882.3,SLC6A4A,0.0,1279.0,0.0,1279.0
8740,KAG9265096.1,SLC6A4,XP_007236883.3,SLC6A4A,0.0,1279.0,0.0,1279.0
8741,KAG9265097.1,BLMH,XP_007236884.3,BLMH,3.16e-275,946.0,1.05e-275,946.0
8742,KAG9265098.1,NOVA1,XP_007236885.1,NOVA2,1.24e-258,891.0,4.1200000000000004e-259,891.0
8743,KAG9265099.1,CD3EAP,XP_007236887.2,POLR1G,1.39e-152,538.0,4.6e-153,538.0
8744,KAG9265100.1,GPR4,XP_007236888.2,GPR4,2.12e-209,727.0,7.03e-210,727.0
8746,KAG9265101.1,EML1,XP_007236889.2,EML2,0.0,1624.0,0.0,1624.0
8745,KAG9265101.1,EML1,XP_007236890.2,EML2,0.0,1632.0,0.0,1632.0
8747,KAG9265101.1,EML1,XP_007236891.2,EML2,0.0,1577.0,0.0,1577.0
8748,KAG9265102.1,GCGR,XP_007236894.1,GIPR,0.0,1064.0,0.0,1064.0
8749,KAG9265103.1,CYP2M1,XP_007236895.3,LOC103041915,3.6699999999999995e-297,1019.0,1.2199999999999999e-297,1019.0
8750,KAG9265104.1,CLIP3,XP_007236896.1,CLIP3,0.0,1085.0,0.0,1085.0
8751,KAG9265104.1,CLIP3,XP_007236897.1,CLIP3,0.0,1079.0,0.0,1079.0
8753,KAG9265106.1,SYNE2,XP_007236898.3,SI:CH211-137A8.2,0.0,1315.0,0.0,1315.0
8754,KAG9265107.1,KAG9265107.1,XP_007236899.3,SI:CH211-137A8.4,7e-292,1002.0,1.9699999999999998e-292,1002.0
8756,KAG9265109.1,CAPNS1,XP_007236900.3,LOC103043366,2.03e-121,434.0,6.74e-122,434.0
8757,KAG9265110.1,SNAP25B,XP_007236906.1,ZGC:101731,8.47e-109,392.0,2.8100000000000003e-109,392.0
8758,KAG9265111.1,NAIF1,XP_007236907.3,ZGC:113149,3.5199999999999996e-168,590.0,1.17e-168,590.0
8760,KAG9265113.1,GJA3,XP_007236909.3,LOC103045693,1.09e-206,718.0,3.6199999999999996e-207,718.0
8761,KAG9265114.1,VEZF1,XP_007236910.3,VEZF1B,1.23e-190,665.0,4.0699999999999995e-191,665.0
8764,KAG9265115.1,CUEDC1,XP_007236911.2,CUEDC1B,5.1399999999999996e-197,686.0,1.7e-197,686.0
8765,KAG9265116.1,WSB1,XP_007236913.2,WSB1,2.14e-227,787.0,7.119999999999999e-228,787.0
8767,KAG9265117.1,KSR1,XP_007236914.3,KSR1B,0.0,1745.0,0.0,1745.0
8766,KAG9265117.1,KSR1,XP_007236915.3,KSR1B,0.0,1755.0,0.0,1755.0
8768,KAG9265118.1,LGALS9,XP_007236920.2,LOC103021895,1.76e-187,654.0,5.849999999999999e-188,654.0
8769,KAG9265118.1,LGALS9,XP_007236921.2,LOC103021895,9.46e-179,625.0,3.0500000000000003e-179,625.0
8778,KAG9265121.1,KAG9265121.1,XP_007236922.3,LOC103022924,0.0,1168.0,0.0,1168.0
8777,KAG9265120.1,OMG,XP_007236923.3,OMGB,8.17e-227,785.0,2.71e-227,785.0
8787,KAG9265125.1,ABCG4,XP_007236927.3,LOC103024177,0.0,1266.0,0.0,1266.0
8788,KAG9265126.1,USF1,XP_007236928.3,USF1,7.870000000000001e-169,592.0,2.61e-169,592.0
8789,KAG9265126.1,USF1,XP_007236929.3,USF1,7.870000000000001e-169,592.0,2.61e-169,592.0
8793,KAG9265133.1,USP2,XP_007236941.3,USP2A,8.85e-288,988.0,2.98e-288,988.0
8790,KAG9265127.1,A2M,XP_007236950.3,LOC103029544,0.0,2815.0,0.0,2815.0
8700,KAG9265064.1,OR52K1,XP_007236964.1,LOC103034631,7.65e-175,612.0,2.58e-175,612.0
8701,KAG9265065.1,OR52K1,XP_007236965.3,LOC103034956,1.5e-177,621.0,5.04e-178,621.0
8706,KAG9265070.1,OR52K1,XP_007236968.3,LOC103035896,7.41e-181,632.0,2.46e-181,632.0
8708,KAG9265072.1,OR52K2,XP_007236969.3,LOC103036210,2.5199999999999997e-170,597.0,8.4e-171,597.0
8709,KAG9265073.1,OR52K2,XP_007236970.3,LOC103036521,2.43e-176,617.0,8.06e-177,617.0
8711,KAG9265075.1,OR52K1,XP_007236971.3,LOC103037121,3.87e-175,613.0,1.29e-175,613.0
8713,KAG9265077.1,OR52K1,XP_007236972.3,LOC103037447,3.04e-177,620.0,1.01e-177,620.0
8717,KAG9265081.1,OR52K1,XP_007236973.1,LOC103037781,3.92e-172,603.0,1.3e-172,603.0
8718,KAG9265082.1,OR52K1,XP_007236974.1,LOC103038093,7.870000000000001e-169,592.0,2.61e-169,592.0
8720,KAG9265084.1,OR52K1,XP_007236975.3,LOC103038408,1.96e-172,604.0,6.500000000000001e-173,604.0
8721,KAG9265085.1,OR52K1,XP_007236976.3,LOC103038719,7.89e-169,592.0,2.66e-169,592.0
16613,KAG9270146.1,SLC44A5B,XP_007236993.3,SLC44A5B,0.0,1437.0,0.0,1437.0
16614,KAG9270146.1,SLC44A5B,XP_007236994.3,SLC44A5B,0.0,1396.0,0.0,1396.0
16618,KAG9270148.1,KAG9270148.1,XP_007236995.3,LOC103043983,1.26e-92,338.0,4.19e-93,338.0
16621,KAG9270149.1,KAG9270149.1,XP_007236998.3,SI:CH211-150O23.3,7.619999999999999e-233,805.0,2.5299999999999998e-233,805.0
16623,KAG9270150.1,KAG9270150.1,XP_007237002.3,SI:CH73-70K4.1,2.75e-178,624.0,9.530000000000001e-179,624.0
16624,KAG9270151.1,SKI,XP_007237005.3,SKIA,0.0,1169.0,0.0,1169.0
16626,KAG9270152.1,CEPT1,XP_007237006.2,CEPT1A,9.43e-246,848.0,3.13e-246,848.0
16627,KAG9270153.1,DRAM2,XP_007237007.2,LOC103047029,2.5e-152,537.0,8.32e-153,537.0
16631,KAG9270156.1,SAP30BP,XP_007237008.2,LOC103047331,6.01e-143,506.0,2.0000000000000001e-143,506.0
16632,KAG9270157.1,ITGB4,XP_007237009.3,ITGB4,0.0,3632.0,0.0,3632.0
16635,KAG9270157.1,ITGB4,XP_007237010.3,ITGB4,0.0,3544.0,0.0,3544.0
16636,KAG9270158.1,TRIM39,XP_007237012.3,ZGC:194990,1.79e-245,847.0,5.96e-246,847.0
16662,KAG9270173.1,DEDD,XP_007237013.2,DEDD,1.04e-224,778.0,3.4699999999999997e-225,778.0
16659,KAG9270172.1,ATP2B3,XP_007237017.3,ATP2B3A,0.0,2458.0,0.0,2458.0
16658,KAG9270170.1,KAG9270170.1,XP_007237021.3,SI:DKEYP-110G5.4,6.23e-244,842.0,2.0399999999999998e-244,842.0
16654,KAG9270168.1,SERPING1,XP_007237022.3,SERPING1,0.0,1238.0,0.0,1238.0
16652,KAG9270166.1,CABP4,XP_007237026.1,CABP4,2.9599999999999994e-104,377.0,9.84e-105,377.0
16651,KAG9270165.1,LONRF1,XP_007237027.3,LONRF1L,0.0,1489.0,0.0,1489.0
16663,KAG9270174.1,PLAAT4,XP_007237034.1,SI:CH211-229N2.7,1.21e-98,358.0,4.0200000000000004e-99,358.0
16666,KAG9270177.1,RHOAA,XP_007237036.1,RHOAA,2.0199999999999999e-106,384.0,6.71e-107,384.0
16665,KAG9270176.1,NUDT20,XP_007237037.3,TPK2,5.65e-177,619.0,1.88e-177,619.0
16667,KAG9270178.1,NDUFB11,XP_007237038.3,NDUFB11,5.91e-75,279.0,1.9600000000000001e-75,279.0
16669,KAG9270180.1,SIN3B,XP_007237039.3,SIN3B,0.0,2186.0,0.0,2186.0
16672,KAG9270183.1,LHX4,XP_007237040.3,LHX4,5.65e-204,709.0,2.3e-204,709.0
16702,KAG9270199.1,APEH,XP_007237055.3,LOC103034957,0.0,1494.0,0.0,1494.0
16703,KAG9270200.1,TLR9,XP_007237059.3,TLR9,0.0,2078.0,0.0,2078.0
