,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
24910,Drosophila_melanogaster,NP_511049.1,MLC-C,Astyanax_mexicanus,XP_007254313.1,MYL6,4.15e-39,160.0,2.11e-39,160.0
24917,Drosophila_melanogaster,NP_511052.1,ACT5C,Astyanax_mexicanus,XP_007260329.1,ACTB1,1.05e-215,748.0,5.159999999999999e-216,748.0
24933,Drosophila_melanogaster,NP_511055.1,MIPP2,Astyanax_mexicanus,XP_007251220.2,MINPP1B,1.37e-29,130.0,6.96e-30,130.0
24935,Drosophila_melanogaster,NP_511057.1,SQH,Astyanax_mexicanus,XP_007253363.1,MYL9B,1.85e-75,281.0,9.069999999999999e-76,281.0
24941,Drosophila_melanogaster,NP_511058.1,SPX,Astyanax_mexicanus,XP_007230857.1,SF3B4,3.55e-109,394.0,2.03e-109,394.0
24943,Drosophila_melanogaster,NP_511061.1,PPV,Astyanax_mexicanus,XP_007231464.1,PPP6C,2.98e-143,507.0,1.48e-143,507.0
24947,Drosophila_melanogaster,NP_511064.2,DX,Astyanax_mexicanus,XP_007248609.2,DTX4B,1.52e-49,197.0,7.44e-50,197.0
24949,Drosophila_melanogaster,NP_511065.1,MCM6,Astyanax_mexicanus,XP_022534429.2,MCM6L,1.3500000000000001e-281,968.0,6.759999999999999e-282,968.0
24952,Drosophila_melanogaster,NP_511074.1,BYS,Astyanax_mexicanus,XP_007256766.2,BYSL,2.92e-104,378.0,1.44e-104,378.0
24963,Drosophila_melanogaster,NP_511078.2,FS(1)H,Astyanax_mexicanus,XP_022523304.1,BRD3B,2.13e-105,384.0,3.68e-106,384.0
25009,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_007240687.1,H3F3A,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
25016,Drosophila_melanogaster,NP_511096.2,OST48,Astyanax_mexicanus,XP_007246315.3,DDOST,1.35e-147,522.0,6.8e-148,522.0
25041,Drosophila_melanogaster,NP_511106.1,GIP,Astyanax_mexicanus,XP_022531108.1,HYI,1.08e-49,196.0,5.5e-50,196.0
25047,Drosophila_melanogaster,NP_511113.1,V,Astyanax_mexicanus,XP_007245569.3,TDO2A,6.1999999999999995e-108,390.0,3.2799999999999998e-108,390.0
25051,Drosophila_melanogaster,NP_511118.2,DSH,Astyanax_mexicanus,XP_022521691.2,LOC103039544,1.1300000000000001e-123,443.0,6.4200000000000005e-124,443.0
25093,Drosophila_melanogaster,NP_511140.1,CKIALPHA,Astyanax_mexicanus,XP_022539353.1,CSNK1A1,2.23e-135,481.0,1.06e-135,481.0
25101,Drosophila_melanogaster,NP_511144.2,SNO,Astyanax_mexicanus,XP_049325000.1,SBNO1,0.0,1236.0,0.0,1236.0
25125,Drosophila_melanogaster,NP_511154.3,NETA,Astyanax_mexicanus,XP_022520832.1,NTN1B,1.18e-166,586.0,4.99e-167,586.0
25127,Drosophila_melanogaster,NP_511155.1,NETB,Astyanax_mexicanus,XP_007257248.2,NTN1A,1.0799999999999999e-159,563.0,4e-160,563.0
25142,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251753.3,MYCBP2,0.0,2521.0,0.0,2521.0
25157,Drosophila_melanogaster,NP_511161.2,TOP1,Astyanax_mexicanus,XP_007233883.3,TOP1B,8.69e-214,743.0,3.4e-214,743.0
25174,Drosophila_melanogaster,NP_511170.1,MYB,Astyanax_mexicanus,XP_022538053.2,MYBL2B,2.5699999999999998e-55,216.0,1.24e-55,216.0
25194,Drosophila_melanogaster,NP_523360.1,EXD,Astyanax_mexicanus,XP_049334878.1,PBX1A,1.3299999999999999e-126,452.0,6.01e-127,452.0
25218,Drosophila_melanogaster,NP_523366.2,CYP1,Astyanax_mexicanus,XP_007229407.2,PPIAA,7.719999999999999e-74,276.0,2.75e-74,276.0
25251,Drosophila_melanogaster,NP_523373.2,PP2B-14D,Astyanax_mexicanus,XP_022531820.1,PPP3CA,2.15e-235,814.0,9.419999999999999e-236,814.0
25268,Drosophila_melanogaster,NP_523375.2,MBT,Astyanax_mexicanus,XP_007232883.2,PAK5,2.58e-139,495.0,1.55e-139,495.0
25279,Drosophila_melanogaster,NP_523380.2,RSG7,Astyanax_mexicanus,XP_049319831.1,RGS7A,4.9800000000000004e-145,514.0,1.74e-145,514.0
25285,Drosophila_melanogaster,NP_523382.1,RPS5A,Astyanax_mexicanus,XP_015458687.1,RPS5,3.2799999999999995e-95,347.0,1.4399999999999999e-95,347.0
25287,Drosophila_melanogaster,NP_523385.1,FIM,Astyanax_mexicanus,XP_007228487.1,PLS3,3.26e-168,591.0,1.58e-168,591.0
25306,Drosophila_melanogaster,NP_523396.1,SCU,Astyanax_mexicanus,XP_022533097.1,HSD17B10,5.740000000000001e-97,353.0,2.89e-97,353.0
25312,Drosophila_melanogaster,NP_523399.1,ARI-1,Astyanax_mexicanus,XP_049321767.1,ARIH1L,3.08e-203,707.0,1.62e-203,707.0
25317,Drosophila_melanogaster,NP_523408.2,PCM,Astyanax_mexicanus,XP_049332694.1,XRN1,1.45e-241,836.0,7.519999999999999e-242,836.0
25334,Drosophila_melanogaster,NP_523414.1,CDC42,Astyanax_mexicanus,XP_007250068.1,CDC42L2,1.68e-99,361.0,8.29e-100,361.0
25347,Drosophila_melanogaster,NP_523417.2,NEP3,Astyanax_mexicanus,XP_007236817.2,ECE2B,1.1400000000000001e-181,636.0,5.3899999999999996e-182,636.0
25354,Drosophila_melanogaster,NP_523419.1,RAB10,Astyanax_mexicanus,XP_007260521.1,RAB10,5.17e-82,303.0,2.5099999999999997e-82,303.0
25370,Drosophila_melanogaster,NP_523433.2,SLGA,Astyanax_mexicanus,XP_007234035.3,PRODHA,2.1e-144,512.0,1.0200000000000001e-144,512.0
25372,Drosophila_melanogaster,NP_523435.1,MST,Astyanax_mexicanus,XP_049329515.1,MSTO1,9.66e-46,184.0,4.86e-46,184.0
25389,Drosophila_melanogaster,NP_523440.1,MRPL10,Astyanax_mexicanus,XP_007259227.3,MRPL10,2.13e-20,98.6,1.1e-20,98.6
25391,Drosophila_melanogaster,NP_523444.1,SPP,Astyanax_mexicanus,XP_022532533.2,HM13,1.4100000000000001e-123,442.0,8.74e-124,442.0
25393,Drosophila_melanogaster,NP_523445.1,ETS21C,Astyanax_mexicanus,XP_022518291.1,FLI1RS,9.53e-53,207.0,4.19e-53,207.0
25397,Drosophila_melanogaster,NP_523446.2,DS,Astyanax_mexicanus,XP_015463679.3,DCHS1A,0.0,1813.0,0.0,1813.0
25412,Drosophila_melanogaster,NP_523457.1,RAB5,Astyanax_mexicanus,XP_007248798.1,LOC103035226,1.77e-80,298.0,8.44e-81,298.0
25420,Drosophila_melanogaster,NP_523461.1,DAW,Astyanax_mexicanus,XP_007239817.3,LOC103026675,2.96e-17,89.4,1.02e-17,89.4
25426,Drosophila_melanogaster,NP_523465.2,GKT,Astyanax_mexicanus,XP_022528955.2,TDP1,3.94e-73,275.0,2.1200000000000003e-73,275.0
25427,Drosophila_melanogaster,NP_523466.2,PTPA,Astyanax_mexicanus,XP_022521959.2,PTPA,8.059999999999999e-81,300.0,3.2399999999999997e-81,300.0
25431,Drosophila_melanogaster,NP_523473.2,MRPS2,Astyanax_mexicanus,XP_022532182.2,MRPS2,1.1799999999999998e-68,259.0,5.87e-69,259.0
25432,Drosophila_melanogaster,NP_523476.1,MRPL24,Astyanax_mexicanus,XP_007230867.1,MRPL24,1.27e-50,199.0,5.48e-51,199.0
25450,Drosophila_melanogaster,NP_523490.1,KR-H2,Astyanax_mexicanus,XP_007239107.1,TMEM33,1.8999999999999998e-42,172.0,8.540000000000001e-43,172.0
25471,Drosophila_melanogaster,NP_523502.1,WG,Astyanax_mexicanus,XP_022532460.2,WNT1,5.14e-100,364.0,2.03e-100,364.0
25472,Drosophila_melanogaster,NP_523503.2,NINAC,Astyanax_mexicanus,XP_049336205.1,MYO3A,5.1300000000000006e-160,565.0,2.9600000000000004e-160,565.0
25486,Drosophila_melanogaster,NP_523516.1,TSP29FB,Astyanax_mexicanus,XP_007257711.1,TSPAN7B,1.52e-20,99.4,6.0700000000000005e-21,99.4
25493,Drosophila_melanogaster,NP_523524.2,GDI,Astyanax_mexicanus,XP_022532877.2,GDI1,1.05e-177,622.0,5.23e-178,622.0
25498,Drosophila_melanogaster,NP_523528.1,YIP2,Astyanax_mexicanus,XP_022526269.2,ACAA2,3.53e-127,454.0,1.74e-127,454.0
25499,Drosophila_melanogaster,NP_523530.1,RPL13,Astyanax_mexicanus,XP_007234286.3,RPL13,5.21e-60,230.0,2.49e-60,230.0
25502,Drosophila_melanogaster,NP_523533.2,ME31B,Astyanax_mexicanus,XP_007259595.2,DDX6,1.11e-174,612.0,5.8e-175,612.0
25507,Drosophila_melanogaster,NP_523538.1,MYO31DF,Astyanax_mexicanus,XP_007259235.1,MYO1D,0.0,1041.0,0.0,1041.0
25509,Drosophila_melanogaster,NP_523541.2,NOS,Astyanax_mexicanus,XP_022523017.2,NOS1,0.0,1082.0,0.0,1082.0
25510,Drosophila_melanogaster,NP_523544.2,HGO,Astyanax_mexicanus,XP_007252347.2,HGD,2.6e-178,624.0,1.3e-178,624.0
25534,Drosophila_melanogaster,NP_523548.1,SALR,Astyanax_mexicanus,XP_022534805.1,SALL3A,2.52e-24,114.0,1.31e-24,114.0
25535,Drosophila_melanogaster,NP_523560.2,VHA68-1,Astyanax_mexicanus,XP_007249087.1,ATP6V1AB,0.0,1027.0,0.0,1027.0
25537,Drosophila_melanogaster,NP_523561.1,CAH1,Astyanax_mexicanus,XP_049334472.1,LOC125801685,3.15e-63,241.0,1.59e-63,241.0
25556,Drosophila_melanogaster,NP_523569.3,GABA-B-R1,Astyanax_mexicanus,XP_022538832.1,GABBR1B,3.84e-211,734.0,2.24e-211,734.0
25560,Drosophila_melanogaster,NP_523571.1,CK,Astyanax_mexicanus,XP_049339672.1,MYO7AA,0.0,2587.0,0.0,2587.0
25568,Drosophila_melanogaster,NP_523581.1,HEIX,Astyanax_mexicanus,XP_007237094.2,UBIAD1,4.4400000000000004e-85,314.0,2.1100000000000002e-85,314.0
25584,Drosophila_melanogaster,NP_523598.2,MRPL13,Astyanax_mexicanus,XP_007234157.1,MRPL13,5.99e-46,183.0,2.9799999999999998e-46,183.0
25588,Drosophila_melanogaster,NP_523602.2,TOP3ALPHA,Astyanax_mexicanus,XP_007247892.3,TOP3A,5.4400000000000006e-217,754.0,2.19e-217,754.0
25614,Drosophila_melanogaster,NP_523606.1,MRPS18B,Astyanax_mexicanus,XP_007249459.3,MRPS18B,1.5800000000000002e-27,122.0,9.43e-28,122.0
25623,Drosophila_melanogaster,NP_523620.1,SXC,Astyanax_mexicanus,XP_007228505.2,OGT.1,2.15e-226,785.0,1.04e-226,785.0
25628,Drosophila_melanogaster,NP_523625.1,ACT42A,Astyanax_mexicanus,XP_007260329.1,ACTB1,4.19e-215,746.0,2.06e-215,746.0
25642,Drosophila_melanogaster,NP_523630.1,TSP42ED,Astyanax_mexicanus,XP_022520801.2,TSPAN35,1.71e-16,85.5,9.01e-17,85.5
25663,Drosophila_melanogaster,NP_523661.2,PTC,Astyanax_mexicanus,XP_007231659.3,PTCH1,4.27e-222,771.0,2.4700000000000002e-222,771.0
25674,Drosophila_melanogaster,NP_523671.1,PKA-R2,Astyanax_mexicanus,XP_007228244.1,LOC103029925,2.28e-88,325.0,1.2e-88,325.0
25690,Drosophila_melanogaster,NP_523679.2,HDC,Astyanax_mexicanus,XP_049339613.1,HDC,6.74e-170,597.0,2.51e-170,597.0
25695,Drosophila_melanogaster,NP_523685.2,WHD,Astyanax_mexicanus,XP_007228132.1,CPT1AB,1.04e-221,769.0,5.0700000000000003e-222,769.0
25710,Drosophila_melanogaster,NP_523702.1,BUFFY,Astyanax_mexicanus,XP_007245140.2,BOKB,2.38e-24,112.0,7.81e-25,112.0
25715,Drosophila_melanogaster,NP_523705.2,OTK,Astyanax_mexicanus,XP_049321632.1,PTK7A,2.06e-111,403.0,1.05e-111,403.0
25718,Drosophila_melanogaster,NP_523707.1,CCT5,Astyanax_mexicanus,XP_007254826.2,CCT5,5.369999999999999e-230,796.0,2.65e-230,796.0
25720,Drosophila_melanogaster,NP_523710.1,CAM,Astyanax_mexicanus,XP_007231031.1,CALM2B,1.91e-51,201.0,9.449999999999999e-52,201.0
25726,Drosophila_melanogaster,NP_523712.3,DYB,Astyanax_mexicanus,XP_049323021.1,DTNBA,4.33e-135,481.0,2.05e-135,481.0
25740,Drosophila_melanogaster,NP_523713.2,LAC,Astyanax_mexicanus,XP_049335055.1,NEGR1,7.13e-25,114.0,3.08e-25,114.0
25744,Drosophila_melanogaster,NP_523724.2,MDR49,Astyanax_mexicanus,XP_049336165.1,ABCB5,4.63e-272,937.0,2.3300000000000002e-272,937.0
25778,Drosophila_melanogaster,NP_523737.1,MRPS16,Astyanax_mexicanus,XP_022537990.1,MRPS16,1.31e-22,105.0,6.63e-23,105.0
25779,Drosophila_melanogaster,NP_523740.3,MDR50,Astyanax_mexicanus,XP_049320497.1,ABCB4,1.04e-287,989.0,4.97e-288,989.0
25780,Drosophila_melanogaster,NP_523741.2,HSC70-5,Astyanax_mexicanus,XP_007236538.3,HSPA9,7.259999999999999e-280,962.0,3.54e-280,962.0
25785,Drosophila_melanogaster,NP_523753.1,MLF,Astyanax_mexicanus,XP_007258451.2,MLF1,9.91e-20,96.7,4.21e-20,96.7
25794,Drosophila_melanogaster,NP_523760.1,FIDIPIDINE,Astyanax_mexicanus,XP_007261115.2,CCDC93,6.23e-106,384.0,3.27e-106,384.0
25798,Drosophila_melanogaster,NP_523764.1,RPLP2,Astyanax_mexicanus,XP_007260302.1,RPLP2L,1.96e-16,84.3,9.76e-17,84.3
25799,Drosophila_melanogaster,NP_523765.1,FEN1,Astyanax_mexicanus,XP_022522670.1,FEN1,8.34e-131,466.0,4.06e-131,466.0
25816,Drosophila_melanogaster,NP_523780.1,MAPMODULIN,Astyanax_mexicanus,XP_022522790.2,ANP32A,1.4699999999999999e-38,159.0,7.08e-39,159.0
25820,Drosophila_melanogaster,NP_523781.2,DP1,Astyanax_mexicanus,XP_007253716.3,HDLBPA,0.0,1073.0,0.0,1073.0
25823,Drosophila_melanogaster,NP_523782.1,SLIM,Astyanax_mexicanus,XP_022527514.2,KLHDC10,6.4700000000000005e-75,281.0,2.02e-75,281.0
25854,Drosophila_melanogaster,NP_523795.2,BETATUB56D,Astyanax_mexicanus,XP_007257036.1,ZGC:55461,9.37e-252,868.0,4.61e-252,868.0
25861,Drosophila_melanogaster,NP_523800.1,ACT57B,Astyanax_mexicanus,XP_007247883.1,ACTB2,4.2900000000000003e-212,736.0,2.1100000000000002e-212,736.0
25891,Drosophila_melanogaster,NP_523811.1,MRPS29,Astyanax_mexicanus,XP_049336576.1,DAP3,6.66e-74,277.0,3.3599999999999998e-74,277.0
25896,Drosophila_melanogaster,NP_523827.1,L(2)EFL,Astyanax_mexicanus,XP_007228751.1,CRYAA,7.43e-25,113.0,3.4e-25,113.0
25898,Drosophila_melanogaster,NP_523828.1,MRPL43,Astyanax_mexicanus,XP_007259256.2,MRPL43,5.8199999999999996e-30,130.0,2.22e-30,130.0
25934,Drosophila_melanogaster,NP_523842.2,BETATUB60D,Astyanax_mexicanus,XP_007231555.1,TUBB2B,6.7e-238,822.0,3.24e-238,822.0
25945,Drosophila_melanogaster,NP_523849.3,NURF-38,Astyanax_mexicanus,XP_007250192.1,PPA1A,3.04e-96,351.0,1.28e-96,351.0
25957,Drosophila_melanogaster,NP_523857.1,DLL,Astyanax_mexicanus,XP_007253574.1,DLX1A,3.1699999999999998e-28,125.0,1.22e-28,125.0
25964,Drosophila_melanogaster,NP_523862.1,GSB-N,Astyanax_mexicanus,XP_007246414.3,PAX7B,1.4199999999999998e-82,306.0,7.85e-83,306.0
25969,Drosophila_melanogaster,NP_523863.1,GSB,Astyanax_mexicanus,XP_007246414.3,PAX7B,1.35e-82,306.0,7.85e-83,306.0
25979,Drosophila_melanogaster,NP_523870.2,MRPL17,Astyanax_mexicanus,XP_007232495.1,MRPL17,7.16e-22,103.0,3.36e-22,103.0
25980,Drosophila_melanogaster,NP_523874.1,CYPL,Astyanax_mexicanus,XP_007254355.1,PPIL1,3.92e-69,260.0,1.83e-69,260.0
25984,Drosophila_melanogaster,NP_523885.2,GC,Astyanax_mexicanus,XP_007228863.3,GGCX,4.660000000000001e-129,461.0,2.6400000000000002e-129,461.0
25986,Drosophila_melanogaster,NP_523889.1,MRPL23,Astyanax_mexicanus,XP_049330667.1,MRPL23,1.46e-28,125.0,7.33e-29,125.0
25987,Drosophila_melanogaster,NP_523891.2,PXN,Astyanax_mexicanus,XP_007257388.3,LOC103028918,0.0,1043.0,0.0,1043.0
25988,Drosophila_melanogaster,NP_523893.1,MRPS35,Astyanax_mexicanus,XP_007231641.4,MRPS35,2.8999999999999996e-68,258.0,1.5799999999999998e-68,258.0
25991,Drosophila_melanogaster,NP_523899.1,HSP83,Astyanax_mexicanus,XP_007255550.3,HSP90AB1,0.0,1045.0,0.0,1045.0
26008,Drosophila_melanogaster,NP_523914.2,GAD1,Astyanax_mexicanus,XP_022536082.2,GAD1A,4.36e-161,567.0,2.32e-161,567.0
26019,Drosophila_melanogaster,NP_523917.2,RAS64B,Astyanax_mexicanus,XP_007239396.1,RRAS2,1.3400000000000001e-70,265.0,6.98e-71,265.0
26020,Drosophila_melanogaster,NP_523923.1,TFIIEBETA,Astyanax_mexicanus,XP_049328578.1,GTF2E2,8.13e-70,263.0,4e-70,263.0
26026,Drosophila_melanogaster,NP_523929.2,DHC64C,Astyanax_mexicanus,XP_049320125.1,DYNC1H1,0.0,6589.0,0.0,6589.0
26028,Drosophila_melanogaster,NP_523931.1,SRP54K,Astyanax_mexicanus,XP_007240540.1,SRP54,1.6499999999999998e-225,781.0,8.080000000000001e-226,781.0
26037,Drosophila_melanogaster,NP_523938.2,TXL,Astyanax_mexicanus,XP_007231049.1,TXNL1,2.3800000000000002e-77,288.0,1.18e-77,288.0
26039,Drosophila_melanogaster,NP_523941.2,S6K,Astyanax_mexicanus,XP_007231096.3,RPS6KB1B,2.19e-155,548.0,1.11e-155,548.0
26061,Drosophila_melanogaster,NP_523949.2,PRAT2,Astyanax_mexicanus,XP_022520303.1,PPAT,1.01e-179,629.0,4.65e-180,629.0
26063,Drosophila_melanogaster,NP_523953.2,MELT,Astyanax_mexicanus,XP_022535509.2,VEPH1,2.24e-96,353.0,9e-97,353.0
26064,Drosophila_melanogaster,NP_523957.1,LARK,Astyanax_mexicanus,XP_007250243.3,RBM4.2,1.5499999999999998e-40,166.0,8.41e-41,166.0
26068,Drosophila_melanogaster,NP_523958.2,QM,Astyanax_mexicanus,XP_007238589.2,GGPS1,3.8e-97,354.0,1.77e-97,354.0
26070,Drosophila_melanogaster,NP_523959.2,SMID,Astyanax_mexicanus,XP_007253246.3,NVL,9.61e-168,590.0,4.64e-168,590.0
26072,Drosophila_melanogaster,NP_523963.2,HN,Astyanax_mexicanus,XP_049330963.1,PAH,1.27e-156,552.0,6.180000000000001e-157,552.0
26087,Drosophila_melanogaster,NP_523975.1,RPL14,Astyanax_mexicanus,XP_007245650.2,RPL14,1.61e-28,125.0,6.800000000000001e-29,125.0
26089,Drosophila_melanogaster,NP_523983.1,DALLY,Astyanax_mexicanus,XP_022530639.2,GPC6A,7.410000000000001e-32,138.0,3.3e-32,138.0
26090,Drosophila_melanogaster,NP_523984.1,MCM7,Astyanax_mexicanus,XP_022532531.2,MCM7,2.2699999999999998e-287,987.0,1.12e-287,987.0
26091,Drosophila_melanogaster,NP_523985.1,TSP66E,Astyanax_mexicanus,XP_022525816.2,CD82A,8.49e-24,110.0,4.02e-24,110.0
26094,Drosophila_melanogaster,NP_523987.1,SMG,Astyanax_mexicanus,XP_022529026.2,SAMD4A,1.5500000000000002e-26,121.0,5.2100000000000006e-27,121.0
26101,Drosophila_melanogaster,NP_523990.1,DHPR,Astyanax_mexicanus,XP_022539709.2,QDPRA,3.12e-76,284.0,1.57e-76,284.0
26105,Drosophila_melanogaster,NP_523997.1,HSP26,Astyanax_mexicanus,XP_007255889.3,HSPB1,1.02e-15,82.8,5.33e-16,82.8
26110,Drosophila_melanogaster,NP_524004.2,RPS9,Astyanax_mexicanus,XP_007256932.1,RPS9,3.0100000000000002e-86,317.0,1.48e-86,317.0
26111,Drosophila_melanogaster,NP_524006.1,LANB2,Astyanax_mexicanus,XP_022533612.2,LAMC1,3.23e-288,991.0,1.55e-288,991.0
26121,Drosophila_melanogaster,NP_524016.4,CALPB,Astyanax_mexicanus,XP_049319979.1,CAPN3A,1.5999999999999998e-188,659.0,6.0699999999999996e-189,659.0
26129,Drosophila_melanogaster,NP_524025.2,RT,Astyanax_mexicanus,XP_007243984.1,POMT1,7.05e-170,597.0,2.8299999999999998e-170,597.0
26131,Drosophila_melanogaster,NP_524028.2,PI3K68D,Astyanax_mexicanus,XP_049327561.1,PIK3C2B,4.64e-230,798.0,1.9299999999999998e-230,798.0
26134,Drosophila_melanogaster,NP_524029.2,KLP68D,Astyanax_mexicanus,XP_007250834.1,KIF3B,2.07e-134,479.0,1.01e-134,479.0
26139,Drosophila_melanogaster,NP_524032.2,VIAF,Astyanax_mexicanus,XP_007235560.3,PDCL3,4.4799999999999995e-62,237.0,2.19e-62,237.0
26143,Drosophila_melanogaster,NP_524035.2,RH7,Astyanax_mexicanus,XP_007229372.3,OPN4.1,9.92e-50,197.0,5.13e-50,197.0
26149,Drosophila_melanogaster,NP_524044.1,TSF2,Astyanax_mexicanus,XP_049332706.1,TFA,1.82e-68,260.0,8.019999999999999e-69,260.0
26183,Drosophila_melanogaster,NP_524071.2,DLP,Astyanax_mexicanus,XP_022530640.2,GPC6A,1.94e-81,303.0,6.929999999999999e-82,303.0
26184,Drosophila_melanogaster,NP_524074.1,MND,Astyanax_mexicanus,XP_007258116.3,SLC7A8B,5.53e-128,457.0,2.79e-128,457.0
26194,Drosophila_melanogaster,NP_524079.1,PDI,Astyanax_mexicanus,XP_007234484.1,P4HB,9.539999999999999e-146,516.0,4.8399999999999994e-146,516.0
26200,Drosophila_melanogaster,NP_524103.2,SSRBETA,Astyanax_mexicanus,XP_007236655.1,SSR2,1.0499999999999999e-41,169.0,5.0099999999999996e-42,169.0
26204,Drosophila_melanogaster,NP_524109.2,MIPP1,Astyanax_mexicanus,XP_007244648.3,LOC103047786,7.250000000000001e-27,121.0,3.5e-27,121.0
26211,Drosophila_melanogaster,NP_524120.1,TSG101,Astyanax_mexicanus,XP_007228115.1,TSG101A,1.3200000000000001e-79,296.0,6.2400000000000005e-80,296.0
26214,Drosophila_melanogaster,NP_524130.1,ADGF-A,Astyanax_mexicanus,XP_007228411.3,ADA2A,3.2599999999999997e-91,335.0,1.46e-91,335.0
26216,Drosophila_melanogaster,NP_524131.1,GRD,Astyanax_mexicanus,XP_007237287.3,GABRA6B,2.85e-77,289.0,9.08e-78,289.0
26227,Drosophila_melanogaster,NP_524143.2,FTZ-F1,Astyanax_mexicanus,XP_015456280.3,NR5A1A,2.03e-83,310.0,4.74e-84,310.0
26261,Drosophila_melanogaster,NP_524161.2,TAF6,Astyanax_mexicanus,XP_049339172.1,TAF6,1.82e-147,522.0,9.410000000000001e-148,522.0
26266,Drosophila_melanogaster,NP_524167.1,KAP-ALPHA1,Astyanax_mexicanus,XP_007231012.1,KPNA5,8.390000000000001e-86,317.0,4.09e-86,317.0
26268,Drosophila_melanogaster,NP_524168.2,CYC,Astyanax_mexicanus,XP_022539637.1,ARNTL1A,4.03e-115,414.0,3.0199999999999997e-115,414.0
26272,Drosophila_melanogaster,NP_524169.1,DEAF1,Astyanax_mexicanus,XP_049330365.1,DEAF1,2.54e-40,166.0,9.83e-41,166.0
26276,Drosophila_melanogaster,NP_524170.2,TRC,Astyanax_mexicanus,XP_022535076.1,STK38A,5.07e-187,653.0,2.56e-187,653.0
26282,Drosophila_melanogaster,NP_524172.1,RAB8,Astyanax_mexicanus,XP_007238474.1,RAB8A,2.44e-91,334.0,1.21e-91,334.0
26288,Drosophila_melanogaster,NP_524176.1,SNPF-R,Astyanax_mexicanus,XP_007255092.3,PRLHR2B,3.9399999999999995e-48,192.0,1.1599999999999998e-48,192.0
26291,Drosophila_melanogaster,NP_524177.1,GIG,Astyanax_mexicanus,XP_022530234.2,TSC2,1.2200000000000001e-193,677.0,5.890000000000001e-194,677.0
26296,Drosophila_melanogaster,NP_524178.2,CLC,Astyanax_mexicanus,XP_022537442.1,CLTA,2.7899999999999997e-23,108.0,1.26e-23,108.0
26299,Drosophila_melanogaster,NP_524179.2,POLO,Astyanax_mexicanus,XP_007238197.1,PLK1,9.39e-167,586.0,4.8000000000000006e-167,586.0
26312,Drosophila_melanogaster,NP_524191.1,FNG,Astyanax_mexicanus,XP_049331473.1,LFNG,2.74e-76,285.0,1.24e-76,285.0
26324,Drosophila_melanogaster,NP_524195.2,EIP78C,Astyanax_mexicanus,XP_022532802.1,NR1D4A,1.16e-44,181.0,3.8499999999999997e-45,181.0
26325,Drosophila_melanogaster,NP_524197.1,PPL,Astyanax_mexicanus,XP_022525790.2,GCSHB,1.19e-36,152.0,6.1e-37,152.0
26329,Drosophila_melanogaster,NP_524207.1,CYCH,Astyanax_mexicanus,XP_007253936.1,CCNH,1.2099999999999999e-61,236.0,5.92e-62,236.0
26350,Drosophila_melanogaster,NP_524211.1,RPLP0,Astyanax_mexicanus,XP_022521551.2,RPLP0,6.33e-112,403.0,3.12e-112,403.0
26351,Drosophila_melanogaster,NP_524212.2,DDX1,Astyanax_mexicanus,XP_049335776.1,DDX1,3.81e-252,870.0,1.92e-252,870.0
26384,Drosophila_melanogaster,NP_524219.1,ALPHA-CAT,Astyanax_mexicanus,XP_049328267.1,CTNNA2,0.0,1065.0,0.0,1065.0
26387,Drosophila_melanogaster,NP_524226.1,KARYBETA3,Astyanax_mexicanus,XP_022519990.2,KPNB3,0.0,1135.0,0.0,1135.0
26413,Drosophila_melanogaster,NP_524236.2,KSR,Astyanax_mexicanus,XP_022523001.2,KSR2,1.11e-93,344.0,5.61e-94,344.0
26416,Drosophila_melanogaster,NP_524237.1,VHA26,Astyanax_mexicanus,XP_022539507.2,ATP6V1E1A,7.679999999999999e-74,276.0,3.79e-74,276.0
26423,Drosophila_melanogaster,NP_524239.2,RGA,Astyanax_mexicanus,XP_007246650.1,CNOT2,8.25e-67,254.0,3.66e-67,254.0
26426,Drosophila_melanogaster,NP_524240.1,ATU,Astyanax_mexicanus,XP_049339348.1,LEO1,5.74e-83,308.0,2.79e-83,308.0
26427,Drosophila_melanogaster,NP_524243.2,RM62,Astyanax_mexicanus,XP_007239643.1,DDX5,1.87e-165,582.0,6.39e-166,582.0
26460,Drosophila_melanogaster,NP_524270.2,MRPS9,Astyanax_mexicanus,XP_007238071.2,MRPS9,4.2e-75,281.0,2.01e-75,281.0
26461,Drosophila_melanogaster,NP_524271.2,PRAT,Astyanax_mexicanus,XP_022520303.1,PPAT,5.059999999999999e-180,630.0,2.32e-180,630.0
26463,Drosophila_melanogaster,NP_524275.1,MRPL1,Astyanax_mexicanus,XP_022520634.1,MRPL1,7.03e-25,114.0,3.3299999999999998e-25,114.0
26469,Drosophila_melanogaster,NP_524284.1,MRPL19,Astyanax_mexicanus,XP_007260532.2,MRPL19,1.83e-60,232.0,8.36e-61,232.0
26488,Drosophila_melanogaster,NP_524296.2,HYD,Astyanax_mexicanus,XP_049323510.1,UBR5,0.0,1709.0,0.0,1709.0
26511,Drosophila_melanogaster,NP_524298.1,SNAP24,Astyanax_mexicanus,XP_007245417.1,SNAP25A,1.0400000000000002e-56,219.0,4.93e-57,219.0
